time,Coal,Gas,Hydro,Multiple Fuels,Nuclear,Oil,Other,Other Renewables,Solar,Storage,Wind
10/1/2017 12:00:00 AM,17209.2,14868.6,197.1,479.7,31640.6,214.6,35.7,521.4,4.6,0,3006.9
10/1/2017 1:00:00 AM,16057.9,14304.8,197.2,505.8,31498.3,214.3,36.7,537.4,4.6,0,3268.1
10/1/2017 2:00:00 AM,15460.7,13652.7,197.1,467,31520.8,218.3,40.2,520.6,4.6,0,3260.5
10/1/2017 3:00:00 AM,15319.3,14092.1,191.4,495.1,31490.4,222.2,35.1,530.4,4.6,0,2811
10/1/2017 4:00:00 AM,15012.4,13748.4,198.9,478.8,31497.3,223.5,34.5,531.4,4.6,0,2602.7
10/1/2017 5:00:00 AM,14939.2,15047.2,216.4,494.5,31408.5,229.5,36,517.5,4.6,0,2244.7
10/1/2017 6:00:00 AM,15277.8,17020.9,220.1,601.9,31293.8,227.9,39.5,531.5,4.6,0,2098.5
10/1/2017 7:00:00 AM,15908.9,16871.3,219.7,612.5,31416.5,226.1,37.1,523.2,6.5,0,1835
10/1/2017 8:00:00 AM,16198.6,18039.1,217.7,816.1,31455.5,223.6,37.2,525.1,257.9,0,1888.8
10/1/2017 9:00:00 AM,16797.4,18462.3,215.2,778.5,31557.2,222.4,38,527.2,469.8,0,1319.4
10/1/2017 10:00:00 AM,18507.3,18495.4,212.2,658.6,31585.5,219.5,36.2,522.1,528.2,0,840.6
10/1/2017 11:00:00 AM,18485.4,18766.1,205.2,511,31575.7,221.9,36.4,535.5,485.6,0,1157.4
10/1/2017 12:00:00 PM,18886.9,19340.9,205.4,512.4,31599.5,223.5,33.6,528.8,420.9,0,1468.4
10/1/2017 1:00:00 PM,19159.6,19152.5,204,509.7,31607.5,223.3,40.7,525.3,505.2,0,1307.7
10/1/2017 2:00:00 PM,19683.4,19074.9,536.8,515.1,31585.7,221.3,41.8,537.6,455,0,1026.8
10/1/2017 3:00:00 PM,20099.9,19524.1,573.2,498,31592.8,218.9,40,522.7,442.4,0,926.2
10/1/2017 4:00:00 PM,21001.2,19811.4,996,482.5,31561.8,217,42.5,529.3,370,0,1107.5
10/1/2017 5:00:00 PM,22194.4,20098.7,720.9,651.5,31544,217,37.2,530.3,263,0,1143.9
10/1/2017 6:00:00 PM,22044.2,20499.7,1561.7,631.5,31550.7,214.1,37.1,529.2,28.4,0,1166.5
10/1/2017 7:00:00 PM,22799.8,21423.6,3181.5,845,31405.7,212.4,34.6,528,4.6,0,1246.9
10/1/2017 8:00:00 PM,22936.7,22223.9,2051.4,780.2,31220.9,211.7,33.5,531.4,4.6,0,2197.5
10/1/2017 9:00:00 PM,21924.7,20172.7,841.7,555.1,31061.7,214.1,2.8,513.1,4.6,0,3100.3
10/1/2017 10:00:00 PM,19385.3,19296,170.9,555.3,30991.8,215.5,2.8,512.1,4.6,0,3338.9
10/1/2017 11:00:00 PM,16861.4,17280,170.4,484.4,30827.7,215.5,2.8,509.1,4.6,0,3580.6
10/2/2017 12:00:00 AM,16153.2,15601.4,173,485.1,30624.6,219.4,2.8,511.7,4.6,0,3643.4
10/2/2017 1:00:00 AM,15946.4,15346.3,174.3,489.4,30594.2,221.4,2.7,520.4,4.6,0,3328
10/2/2017 2:00:00 AM,15931.8,15481.5,178.3,489.3,30604.8,225.3,2.7,529,4.6,0,3161.6
10/2/2017 3:00:00 AM,16033.7,15724.1,178.6,503,30615.1,230.8,2.7,518.7,4.6,0,2859.5
10/2/2017 4:00:00 AM,16029.4,16860.4,188.3,489.4,30606.6,231.7,2.7,522.6,4.6,0,2651.6
10/2/2017 5:00:00 AM,17834.5,18833.6,198.9,512.5,30613.5,230.1,2.6,542.9,4.6,0,2509.6
10/2/2017 6:00:00 AM,20640,21731.6,235.1,677.9,30613.6,227.7,2.6,523.6,4.6,0,2388.9
10/2/2017 7:00:00 AM,24476.2,23675,251.6,855.2,30613.6,225.1,2.6,539,7,0,2285.3
10/2/2017 8:00:00 AM,24462,24038,243.3,724.7,30577.4,222.9,2.6,542.2,222.9,0,2442
10/2/2017 9:00:00 AM,24701,24714.2,263.4,596.7,30545.5,222.4,2.6,547.4,450.7,0,1951.7
10/2/2017 10:00:00 AM,25654.1,25221.8,338,581.2,30505.8,223.3,2.5,550.4,538.9,0,1489.8
10/2/2017 11:00:00 AM,26759.8,25236.1,289.8,676.3,30497.8,223.4,2.5,535.3,560.9,0,1248.2
10/2/2017 12:00:00 PM,27109.1,25454.3,608.8,832.4,30476.2,224.8,2.4,514,577.9,0,1300.4
10/2/2017 1:00:00 PM,27564.9,25734.6,1521.6,733.9,30482.6,223.4,2.4,483.9,566.8,0,1767.1
10/2/2017 2:00:00 PM,27935.6,26566.4,1844.4,898.6,30452,219.6,2.4,485.9,542.2,0,1948.4
10/2/2017 3:00:00 PM,28004.6,26329.7,2091.3,921.8,30471.1,220.5,2.4,490.4,519.3,0,2051.9
10/2/2017 4:00:00 PM,27762.8,26651.2,3262.8,999.5,30452.6,216.7,2.2,495,423.7,0,2224.8
10/2/2017 5:00:00 PM,28117.2,27141.9,2961.4,985.9,30449.8,214.6,2.2,501.9,210.7,0,2427.4
10/2/2017 6:00:00 PM,28455,27130.8,2080.3,979.7,30453.3,210.8,2,502.8,14.3,0,2591.6
10/2/2017 7:00:00 PM,28491.6,27282.7,3128.8,993,30418.2,213.2,2.5,484.9,6.8,0,2299.2
10/2/2017 8:00:00 PM,28161.7,26334.7,2075.3,800.2,30449.2,211.8,2.4,491.2,6.8,0,3023.8
10/2/2017 9:00:00 PM,27687.2,24652.4,532.8,681.8,30477.8,213.8,2.5,504.7,6.8,0,3299.1
10/2/2017 10:00:00 PM,24373.9,21903.6,184.6,504.1,30523.7,216.2,2.6,498.1,6.8,0,3530.9
10/2/2017 11:00:00 PM,22038.5,19503.9,185.3,407.7,30439.6,216.1,2.5,491.6,6.8,0,3739.8
10/3/2017 12:00:00 AM,19701.9,17790.7,185.5,358.5,30426.2,215.5,2.5,488.8,6.8,0,4134.2
10/3/2017 1:00:00 AM,18112.6,17432.5,184,332.3,30441.4,219.2,2.4,489.6,6.8,0,4278.5
10/3/2017 2:00:00 AM,17192.2,16656.5,183.6,333.5,30445.3,226.8,2.3,489.5,6.8,0,4245.9
10/3/2017 3:00:00 AM,17195.6,16211.5,181.3,333.4,30478.8,230.8,2.2,455.1,6.8,0,4069.9
10/3/2017 4:00:00 AM,17415.4,17087.7,179.4,332.2,30474.8,228.1,2.2,495.6,6.8,0,3869.9
10/3/2017 5:00:00 AM,19559.8,18427.6,178.6,360.4,30485.4,226.2,2.1,490.5,6.8,0,3687.6
10/3/2017 6:00:00 AM,21870.9,21372,203.2,425.7,30478.2,225.5,2,489,6.8,0,3683.2
10/3/2017 7:00:00 AM,24581.2,23779.9,202.9,591.8,30496.8,224.8,1.1,491.7,10,0,3699.2
10/3/2017 8:00:00 AM,24721.8,23517,198.2,851.3,30485.2,224,2.3,488.7,236.3,0,3437.7
10/3/2017 9:00:00 AM,24733.2,23961,188.5,852.7,30473,224.1,2.2,485.3,458.5,0,2881.3
10/3/2017 10:00:00 AM,26343.2,24216.9,178.6,998.7,30474.9,223.5,2.2,456.5,492.4,0,3025.3
10/3/2017 11:00:00 AM,27406.9,25086.9,179.4,974.8,30466.2,223.7,2.1,498.3,509.6,0,3023.4
10/3/2017 12:00:00 PM,27696.9,25659.3,176.5,884.6,30462.6,225.5,2,485.5,560.2,0,3035.1
10/3/2017 1:00:00 PM,27719.7,26376,1327.2,659.2,30457.1,276.1,1.9,485.4,547.5,0,2865.9
10/3/2017 2:00:00 PM,27632.4,26279.4,3153.4,722.7,30428,354.3,1.9,489.4,521.2,0,3088.1
10/3/2017 3:00:00 PM,28196.4,26995.3,3610.5,890.7,30425.5,297.5,1.9,484.3,495.2,0,3289.3
10/3/2017 4:00:00 PM,28368.1,27942.1,3671.2,1004.6,30420.6,295.3,0,499.2,408.9,0,2726.7
10/3/2017 5:00:00 PM,28121.1,29253.4,3271.2,997.9,30417,294.1,3.3,493.3,243.3,0,2879.3
10/3/2017 6:00:00 PM,28072.8,29281.9,2848.5,1008,30414.2,285.2,3.2,485.1,15.3,0,2637.2
10/3/2017 7:00:00 PM,28108.9,29649.1,2918,1007.2,30409.7,293.6,3.2,506.1,4.6,0,2254.9
10/3/2017 8:00:00 PM,28344.1,29437.4,2350.8,968.1,30446.5,294,3.2,508.9,4.6,0,2507.3
10/3/2017 9:00:00 PM,28097.8,27932.5,188.5,940.5,30454.8,297.2,3.4,504.4,4.6,0,2225.8
10/3/2017 10:00:00 PM,26261.5,24699.6,190.1,581.6,30470.2,215.7,3.3,507.3,4.6,0,2710.4
10/3/2017 11:00:00 PM,23933.4,22795.2,197.5,370.4,30493.4,216.4,3.2,513.5,4.6,0,2983.5
10/4/2017 12:00:00 AM,21548.9,19471.3,200.5,355.8,30489,217.3,3.1,504.7,4.6,0,3551.7
10/4/2017 1:00:00 AM,19741.3,19615.5,204.3,406.4,30510.6,219.8,3.1,502.7,4.6,0,3312.5
10/4/2017 2:00:00 AM,19041.6,18718,204.4,320.3,30509.2,225.3,3,494.8,4.6,0,2993.7
10/4/2017 3:00:00 AM,18500.3,18729.6,206.7,322.6,30510.5,228.8,3,501,4.6,0,2696.6
10/4/2017 4:00:00 AM,18636.2,19464.6,209.5,323.3,30499.5,230.6,3,491,4.6,0,2455
10/4/2017 5:00:00 AM,20867.7,21582.5,206.8,394.9,30298.6,227.9,2.9,497.9,4.6,0,2122.1
10/4/2017 6:00:00 AM,23235.5,24348,231.3,451.4,30352.6,226.1,2.9,490.5,4.6,0,2320.3
10/4/2017 7:00:00 AM,25598.7,27100.3,232.5,641.4,30480.2,224.6,2.9,474,7.9,0,2305.1
10/4/2017 8:00:00 AM,24569.7,27922.2,232.1,753.1,30549,224.3,2.8,474.1,196.1,0,2182.8
10/4/2017 9:00:00 AM,25120.7,28411.9,228.9,694.9,30529.2,221.3,2.8,484.3,430.7,0,1734
10/4/2017 10:00:00 AM,26342,28991.1,242.3,551.9,30512,222.7,2.7,476.2,501.6,0,1349.5
10/4/2017 11:00:00 AM,27473.2,29186.4,224.6,689.5,30472.8,221.8,2.7,488.4,534.2,0,1205.6
10/4/2017 12:00:00 PM,27589.2,29258.3,848.4,647,30441.9,222.6,2.7,481.8,529.1,0,1365.3
10/4/2017 1:00:00 PM,28112.9,30497.7,1377.6,832,30416.3,220.4,2.6,481.6,519.2,0,1380.5
10/4/2017 2:00:00 PM,27876.8,31465.7,2184.5,949.3,30384.3,219.3,2.6,473.4,521.4,0,1291.7
10/4/2017 3:00:00 PM,28128.8,32081.9,3048.1,903.5,30378.7,216.6,2.5,488.7,467.2,0,1182.5
10/4/2017 4:00:00 PM,28252.9,33665.3,3349.6,977.4,30369.2,215.8,2.5,485.8,387.7,0,1225.1
10/4/2017 5:00:00 PM,28269.4,33998,3042.3,967.9,30365.1,212.7,2.4,487.4,198.5,0,938.6
10/4/2017 6:00:00 PM,28343.5,33554.7,3016.2,946.6,30366.3,211.9,2.5,499.6,36.1,0,827.3
10/4/2017 7:00:00 PM,28262.3,34280.7,3178.7,955,30370,213.1,2.5,489.6,0,0,710.7
10/4/2017 8:00:00 PM,28250.7,33659.1,2287.4,869.7,30372.9,208.4,2.4,489,0,0,992.2
10/4/2017 9:00:00 PM,27379,29986.9,1763.9,721.8,30389.4,214,2.5,499.4,0,0,1342.7
10/4/2017 10:00:00 PM,27257.4,27288.4,253.1,618,30403.7,213.8,2.5,503,0,0,1195.6
10/4/2017 11:00:00 PM,26209.6,23764.8,182.7,381.6,30415.5,213.4,2.5,484.8,0,0,1176
10/5/2017 12:00:00 AM,23437.9,21790.3,182.3,328.2,30336.3,214.1,2.4,498.5,0,0,1253.7
10/5/2017 1:00:00 AM,20131,21088.5,183.3,332.4,30371.8,218.1,2.4,497.4,0,0,1027
10/5/2017 2:00:00 AM,18942.5,20413.6,182.8,328.2,30430.4,222.9,0,501.8,0,0,942.5
10/5/2017 3:00:00 AM,18148.8,20035.9,181.6,324.5,30441.3,229.3,1.7,505.4,0,0,917.6
10/5/2017 4:00:00 AM,18335.9,20321.9,187.5,474.2,30460.6,228.9,0,501.9,0,0,1040.9
10/5/2017 5:00:00 AM,20088.6,22107.9,187.9,477.4,30440.9,224.9,0,497.2,0,0,999.6
10/5/2017 6:00:00 AM,23191.2,25672.7,225.1,482.9,30456.6,224.5,0,508.8,0,0,868.7
10/5/2017 7:00:00 AM,25649.7,28833.1,214.8,602.1,30467.5,222.3,0,489.5,3.9,0,706
10/5/2017 8:00:00 AM,25118.8,29263.8,219.2,477.3,30461.4,221.7,0,474.3,218,0,728.8
10/5/2017 9:00:00 AM,25227.6,29797.5,219.5,486.8,30441.3,225.7,0,473.5,422.4,0,571.8
10/5/2017 10:00:00 AM,25382.8,30771.1,576,582.8,30406.7,225,0,475.4,501,0,305.2
10/5/2017 11:00:00 AM,25579.2,32063.2,546.8,630,30388.8,224.3,0,449.3,535.1,0,409.3
10/5/2017 12:00:00 PM,25394.6,32972.3,1511.4,698.3,30375,226.1,0,449.2,480.8,0,387.9
10/5/2017 1:00:00 PM,26166.9,33391,1735.1,765.7,30343.8,223.7,0,475.1,511.9,0,344.2
10/5/2017 2:00:00 PM,26325.5,33854.2,2787.6,987.3,30343.4,222.7,0,495.6,437.7,0,556.6
10/5/2017 3:00:00 PM,26460.5,34748.1,3222.7,975.7,30337.5,217.1,0,491.1,352.8,0,704.8
10/5/2017 4:00:00 PM,26733.1,34765.6,3860.4,1184.9,30314.1,214.5,0,497.3,284.8,0,536
10/5/2017 5:00:00 PM,26948.1,35101.7,3865.1,1225.1,30309.8,213.1,0,492.8,130.2,0,576.3
10/5/2017 6:00:00 PM,26692.7,34258,3460.5,1190.9,30293.5,209.3,0,489.6,3.7,0,479.5
10/5/2017 7:00:00 PM,26884.1,35635.9,3634.4,1194,30309.4,209.6,0,496.4,0,0,428.7
10/5/2017 8:00:00 PM,26911.2,34711.9,2788.9,1172.4,30303.4,207.8,0,502.8,0,0,705.4
10/5/2017 9:00:00 PM,26667.2,32927.6,1533.4,1230.2,30312,208.6,0,489.4,0,0,720.1
10/5/2017 10:00:00 PM,25978.4,28983.6,203.1,675.7,30328.8,211.8,0,494.4,0,0,812.3
10/5/2017 11:00:00 PM,25082.3,25583.2,204.3,485.5,30334,207.2,0,500.6,0,0,603.7
10/6/2017 12:00:00 AM,22845.2,24257.6,202.9,499.9,30341.7,208.3,0,505.4,0,0,628.8
10/6/2017 1:00:00 AM,20392.3,23068.6,204.2,403.2,30325.2,212.2,0,501.9,0,0,707.1
10/6/2017 2:00:00 AM,18900.3,22266.2,203.3,403.5,30332.9,213.4,0,509.1,0,0,598.5
10/6/2017 3:00:00 AM,18453.1,21870.4,205.4,404,30342.1,217.5,0,529.8,0,0,529.9
10/6/2017 4:00:00 AM,18681.2,21704.1,205.6,404.4,30328,221.5,0,567.1,0,0,487.8
10/6/2017 5:00:00 AM,20349.5,23454.5,223.5,415.2,30357.2,223.1,0,569.2,0,0,486.3
10/6/2017 6:00:00 AM,23124.5,26463.6,259,550.1,30336,221.7,0,573.6,0,0,446
10/6/2017 7:00:00 AM,24367.5,29755.6,272.2,831.1,30353.2,221.1,0,564.4,1.4,0,686
10/6/2017 8:00:00 AM,24496,30649.4,273.5,826.4,30376.6,221.4,0,566.5,139.1,0,1054.9
10/6/2017 9:00:00 AM,24617.2,31222,298,827.2,30363.1,220,0,568.4,332.3,0,962.8
10/6/2017 10:00:00 AM,24913.8,32839.2,531,946.7,30328.2,221.5,0,563.3,465.4,0,671.3
10/6/2017 11:00:00 AM,25561.1,34144.1,645,958.6,30305.3,221,0,570.1,462.7,0,613.6
10/6/2017 12:00:00 PM,25754.7,34766,1647.4,970.2,30300.2,221.6,0,577.9,411,0,523.8
10/6/2017 1:00:00 PM,26210,35354,2682.7,976.8,30290.4,219.7,0,564.5,418,0,464.1
10/6/2017 2:00:00 PM,26147,35887.2,3357.4,975.2,30273.9,217.4,0,571.2,407,0,707.1
10/6/2017 3:00:00 PM,26169.5,36710.7,3374.7,975.1,30265.8,218.2,0,573.5,350.5,0,743.7
10/6/2017 4:00:00 PM,26441.9,36845.4,3860,973.3,30262.8,214.2,0,564.8,286.1,0,668.4
10/6/2017 5:00:00 PM,26439.2,36031.6,3497.8,975,30251.4,218.3,0,568.2,150.9,0,709.5
10/6/2017 6:00:00 PM,26528.7,35030.7,2764.5,958.4,30243.9,210.7,0,575.7,0,0,843.7
10/6/2017 7:00:00 PM,26635.8,34234.5,2877.5,959.7,30254,209.3,0,574.1,0,0,1110.6
10/6/2017 8:00:00 PM,26473,32419.9,1508.9,965.5,30278.2,209.5,0,578.2,0,0,1747.9
10/6/2017 9:00:00 PM,26308.1,30767.6,211.4,827.5,30272.1,207.7,0,587.4,0,0,2224.1
10/6/2017 10:00:00 PM,24986.4,28182.5,211.9,743.6,30130.6,210,0,581.8,0,0,2652.7
10/6/2017 11:00:00 PM,24158.6,25085.1,213.2,572.8,30174.9,211.4,0,577.9,0,0,2954.5
10/7/2017 12:00:00 AM,21888.4,22844.7,212.6,525,30190,207.9,0,577.3,0,0,3366.2
10/7/2017 1:00:00 AM,19415.7,21018.3,211,674.9,30209.7,208.8,0,561.4,0,0,3646.1
10/7/2017 2:00:00 AM,17354.9,20280.2,209.9,635.6,30229.7,213.6,0,572.1,0,0,3800
10/7/2017 3:00:00 AM,16326.9,19672.6,210.7,468.2,30241.8,217.2,0,576.1,0,0,4121.3
10/7/2017 4:00:00 AM,15875.4,20153.1,225,397.3,30276,222,0,585.1,0,0,3724.1
10/7/2017 5:00:00 AM,16293.4,19977.1,237.2,464,30297.3,224.6,0,570.3,0,0,3843.4
10/7/2017 6:00:00 AM,17369,20553.3,250.9,445.2,30287.5,225.8,0,553.2,0,0,4006.3
10/7/2017 7:00:00 AM,18326.7,21439.8,250,581.3,30335.9,225.7,0,557.2,1.1,0,4347.5
10/7/2017 8:00:00 AM,19227.7,22934.9,248,596.4,30343.3,222,0,557.7,117.2,0,4362.3
10/7/2017 9:00:00 AM,21457.5,24906.5,264.1,767.6,30316.1,222.5,0,550.2,319.4,0,4388.8
10/7/2017 10:00:00 AM,22264.6,26055.7,283.3,765.8,30306.7,223.4,0,556.8,392.8,0,4758.1
10/7/2017 11:00:00 AM,23905,27902.8,387.8,983.6,30293.1,224.5,0,551.7,412.8,0,4808.4
10/7/2017 12:00:00 PM,23885,30389.3,1234.9,857.8,30256.6,214.2,0,549.2,414,0,4816.4
10/7/2017 1:00:00 PM,25073.7,30938.5,1831.2,964.5,30241.2,181.7,0,547,414.2,0,4963.6
10/7/2017 2:00:00 PM,25688.5,31504.7,2914.1,928.4,30209.1,181.4,0,571,357.7,0,4791.7
10/7/2017 3:00:00 PM,26485.4,32056.7,3031,991.6,30205.5,178.6,0,564.9,295.5,0,4521.1
10/7/2017 4:00:00 PM,26671.9,32592.6,3977.4,990.3,30204.3,179.3,0,553.8,245.1,0,4531.3
10/7/2017 5:00:00 PM,26396.4,32516.5,3587.2,966.8,30213.8,179,0,568.5,74.1,0,4517.1
10/7/2017 6:00:00 PM,25962,31832.2,2679.5,896.7,30224.5,176.5,0,562.3,0,0,4583.7
10/7/2017 7:00:00 PM,26458.2,32546.7,3271.1,995.9,30231.3,175.9,0,571.7,0,0,4909.9
10/7/2017 8:00:00 PM,26112.1,31842.6,1991.7,902.7,30237.6,176.6,0,560.8,0,0,4981.1
10/7/2017 9:00:00 PM,27043.7,29831.6,806,929.1,30234.7,172.7,0,580.6,0,0,4744.1
10/7/2017 10:00:00 PM,26070.6,26767.1,209.3,859.4,30249.3,174,0,558.5,0,0,5189.9
10/7/2017 11:00:00 PM,25525,25967.7,206,552.9,30243.8,173.1,0,566.6,0,0,5225.2
10/8/2017 12:00:00 AM,23897,22550.4,206.7,766.3,30254.9,172.1,0,561.1,0,0,4608.9
10/8/2017 1:00:00 AM,21648.5,21079.6,207.2,737.1,30242.7,174.5,0,557.4,0,0,4180.9
10/8/2017 2:00:00 AM,20669.2,20475.4,205.2,714.2,30258,176.5,0,560.7,0,0,3388.6
10/8/2017 3:00:00 AM,19716,20226.7,205.6,553.3,30252.8,175.6,0,562.6,0,0,2919.3
10/8/2017 4:00:00 AM,19309.3,20349,218.5,626.4,30273.4,175,0,570.8,0,0,2462.7
10/8/2017 5:00:00 AM,19704.3,20920.7,232.8,753.1,30284.1,176.4,0,557.4,0,0,1966.1
10/8/2017 6:00:00 AM,20336.3,20830.1,247.1,754,30286.3,173.6,0,561.6,0,0,2013.5
10/8/2017 7:00:00 AM,21485.4,21204.7,246.1,770.6,30276,174.2,0,558.2,0,0,2236
10/8/2017 8:00:00 AM,21991.8,23274.9,266.8,773.4,30304.2,173.3,0,564.4,40.3,0,1852.1
10/8/2017 9:00:00 AM,23851.7,25141.7,260.9,814.2,30285,173.7,0,564,94.4,0,1342.4
10/8/2017 10:00:00 AM,26172.8,26833.4,280.9,659,30277.5,173.4,0,558.3,128.6,0,933.2
10/8/2017 11:00:00 AM,27294.1,28480.2,290.8,840.1,30263.7,172.2,0,570.1,167.8,0,967.2
10/8/2017 12:00:00 PM,28301.2,28735.7,351.5,940.6,30235.8,174.9,0,556,213.7,0,1391.5
10/8/2017 1:00:00 PM,29108.8,29161.9,483.2,1009.3,30245.6,172.9,0,562.5,248.5,0,1660.3
10/8/2017 2:00:00 PM,28510.7,29481.3,1352.1,953.2,30077.1,221.3,0,566.8,135.6,0,1646
10/8/2017 3:00:00 PM,28387.1,29902.2,2186.5,1082.3,29774.4,267.2,0,557.2,124,0,1314
10/8/2017 4:00:00 PM,28508.2,30747.6,2683.7,1105.1,29593.7,267.1,0,570.3,85.7,0,976.5
10/8/2017 5:00:00 PM,29544.9,31172.8,3007.8,1218.9,29472.4,267.5,0,558.1,47,0,871.8
10/8/2017 6:00:00 PM,30254.1,31537.3,2746.3,1211.2,29450.1,265.5,0,537.9,0,0,965
10/8/2017 7:00:00 PM,30681.6,32882.4,2752.2,1206.2,29503.1,265.1,0,538.4,0,0,939.8
10/8/2017 8:00:00 PM,30457.7,32317,1638.2,1195.3,29395.9,264.6,0,530.3,0,0,1317.6
10/8/2017 9:00:00 PM,29926,30742.6,936.5,1006.2,29386.5,170.1,0,554.9,0,0,1649.3
10/8/2017 10:00:00 PM,28543,29289.3,234.6,783.4,29291.8,168.2,0,536,0,0,1491
10/8/2017 11:00:00 PM,27063.4,27125.7,245.5,770.9,29187.5,169.6,0,537.8,0,0,1280.7
10/9/2017 12:00:00 AM,26039,26028.7,246.3,771.8,29160.9,167.5,0,532.4,0,0,1087.5
10/9/2017 1:00:00 AM,23758.7,23898.5,244.8,771.8,29153.9,171.3,0,542.8,0,0,1177
10/9/2017 2:00:00 AM,22698.8,22930.2,380.4,770.2,29233,173.1,0,533.9,0,0,1288.4
10/9/2017 3:00:00 AM,22083.4,22781.5,373.1,752.7,29235.3,172.1,0,525,0,0,1332.6
10/9/2017 4:00:00 AM,22450.5,22797,369.2,769.4,29236.9,175,0,532.7,0,0,1337.5
10/9/2017 5:00:00 AM,23873.3,24185.5,306.8,753,29230.8,175,0,542.9,0,0,1348.9
10/9/2017 6:00:00 AM,26896.9,26131.4,280.7,758.7,29333.4,174.4,0,545.3,0,0,1263.6
10/9/2017 7:00:00 AM,29505.3,29558.4,347.7,825.5,29332,174.1,0,508.1,0,0,1352.1
10/9/2017 8:00:00 AM,30010.1,30883.1,373.4,827.4,29330.7,174,0,517.2,18,0,1288.1
10/9/2017 9:00:00 AM,31387,32632.1,411,832.5,29328.3,171.9,0,512.9,97.4,0,1349.8
10/9/2017 10:00:00 AM,31140.8,34393.4,439.4,1048.9,29332.5,272.3,0,520.8,101.9,0,1350.9
10/9/2017 11:00:00 AM,31301.4,35892,1062.2,1153.7,29344.4,245.6,0,526.6,146.6,0,1371.6
10/9/2017 12:00:00 PM,31244.6,36359,2064.8,1204.1,29312.6,244.2,0,512,156.5,0,1364.8
10/9/2017 1:00:00 PM,31129.9,37309.7,3046.9,1198.4,29305.4,727.6,0,522.1,162.5,0,1342.4
10/9/2017 2:00:00 PM,31763.8,38081.2,3331.9,1215.5,29382.9,762.5,0,524.5,200.5,0,1321.2
10/9/2017 3:00:00 PM,31923.8,39710.5,3627.3,1213.7,29388.2,765.5,0,529.9,226.5,0,1265.6
10/9/2017 4:00:00 PM,32151,40570.5,3657.8,1198.1,29418.1,992.9,0,539.6,174.8,0,1117.4
10/9/2017 5:00:00 PM,32199.4,40219.8,3227.5,1197.5,29443.7,1298.2,0,509.5,98.5,0,1050.3
10/9/2017 6:00:00 PM,32452.2,39759.6,3355.3,1215.4,29497.6,1595.2,0,508.7,0,0,783.2
10/9/2017 7:00:00 PM,32590.5,41039.5,3436.9,1219.6,29519.8,1665.6,0,503.5,0,0,718.8
10/9/2017 8:00:00 PM,31623.5,39770.5,2934.5,1178.7,29558.9,1747.1,0,490.1,0,0,1013
10/9/2017 9:00:00 PM,30364.9,38647.2,1161,1204.7,29569.5,696.8,0,521.8,0,0,1171.5
10/9/2017 10:00:00 PM,29898.3,34695.1,647.9,1038.9,29568.2,270.5,0,508.1,0,0,1197.4
10/9/2017 11:00:00 PM,27389.5,31909.7,321.6,830.6,29595.4,222.7,0,503.6,0,0,1209.7
10/10/2017 12:00:00 AM,26854.8,27775.1,322.4,655.1,29461.3,226.4,0,505.5,0,0,1352.8
10/10/2017 1:00:00 AM,27373.3,24935.9,319.3,662.4,29453.9,178,0,495.2,0,0,1149.6
10/10/2017 2:00:00 AM,25886.3,23153.9,300.1,489.9,29460.6,180.5,0,501.8,0,0,894.6
10/10/2017 3:00:00 AM,24866.2,22042.5,316.7,472.3,29471.9,180.5,0,504.9,0,0,918.1
10/10/2017 4:00:00 AM,24414.6,22224.3,317.9,491.1,29475,180.1,0,509.3,0,0,919.4
10/10/2017 5:00:00 AM,26275.7,23150.4,326.4,603.6,29484.4,180.4,0,503.8,0,0,832
10/10/2017 6:00:00 AM,28664,26689,408.8,672.7,29479.8,178.7,0,492,0,0,660
10/10/2017 7:00:00 AM,30552.1,29405.2,410.2,873.5,29490.3,177.7,0,496.2,0,0,750.4
10/10/2017 8:00:00 AM,30547.2,30197.4,413.5,821.5,29508.7,177.5,0,485.2,70.1,0,660.8
10/10/2017 9:00:00 AM,31360.4,31328.8,628.3,966.5,29503.4,176.6,0,486.8,224.7,0,603.7
10/10/2017 10:00:00 AM,31178.8,32843.2,686.4,973.6,29480,177,0,470.8,278.1,0,723.4
10/10/2017 11:00:00 AM,32150.7,34999.4,1017,1026.2,29462.7,191.6,0,489.7,383.5,0,813.5
10/10/2017 12:00:00 PM,32287.5,36761.4,1648.9,1081.7,29442.5,178.6,0,487,401.5,0,1055.1
10/10/2017 1:00:00 PM,32433.5,37669.6,2161.5,1187.5,29596.3,773.5,0,471.8,374.3,0,1413.4
10/10/2017 2:00:00 PM,32405.5,37539.8,3182.1,1238.3,29591.9,867.9,0,506.5,382.6,0,1582.3
10/10/2017 3:00:00 PM,31960.7,40021.8,3290.6,1238.6,29586,868.1,0,489.6,321.1,0,1316.8
10/10/2017 4:00:00 PM,31582.8,39161,3857.1,1229.8,29595.8,1107.7,0,485.7,197.5,0,1482
10/10/2017 5:00:00 PM,31158.8,39119.6,3584.1,1232.3,29600,823.9,0,508.5,73.3,0,1673.9
10/10/2017 6:00:00 PM,30307.8,37827.5,3089.7,1235.3,29610.4,531.6,0,507.6,0,0,2446.2
10/10/2017 7:00:00 PM,30169.2,38399.9,3059.3,1223,29640.2,371.9,0,499.5,0,0,2828.8
10/10/2017 8:00:00 PM,30518.2,36327.2,1992.7,1047.6,29651.1,466.6,0,512.7,0,0,3063.5
