time,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,outage,peak_bi
13,14761.8,15634.2,15275.6,14952.4,15938.2,15214.6,14650.9,25.59,-0.24,-0.83,25.49,-0.33,-0.77,23.3,-0.11,-0.63,24.78,-0.06,-0.53,24.17,0.03,-0.44,24.21,-0.02,-0.76,24.52,24.39,22.56,24.19,23.76,23.43,15625,0
14,14480.7,15261.7,15004.4,14683.7,15665.9,15009.6,14245.6,24.83,-0.24,-0.8,25.09,-0.24,-0.75,22.91,-0.08,-0.6,24.19,-0.1,-0.49,23.91,0.1,-0.38,23.76,-0.03,-0.72,23.79,24.1,22.23,23.6,23.63,23.01,15625,0
15,14513.3,15071.5,14912.1,14627.8,15581.5,15067,14018.7,24.95,-0.25,-0.91,25.26,-0.34,-0.8,23.08,-0.09,-0.62,24.16,-0.08,-0.55,24.22,0.06,-0.46,24.01,-0.08,-0.74,23.79,24.12,22.37,23.53,23.82,23.19,15625,0
16,14649.4,15306.6,15178.4,14854.2,15768.2,15262.2,14381.9,30.27,-0.58,-1.03,30.46,-0.2,-1.01,25.29,-0.22,-0.87,27.98,-0.36,-0.89,27.06,-0.05,-0.73,26.17,-0.38,-1,28.66,29.25,24.2,26.73,26.28,24.79,15625,0
17,15281.2,16263.9,16258.2,15728.4,16516.4,15983.2,15726.9,41.75,-1.44,-1.56,41.47,-0.38,-1.5,32.92,-0.52,-1.28,32.09,-0.98,-1.2,36.8,-0.21,-1.35,35.24,-0.86,-1.4,38.75,39.59,31.12,29.91,35.24,32.98,15625,1
18,15222.9,16477.6,16655.6,16128.3,16782.4,16321.8,16052.3,35.03,-0.57,-1.21,36.42,-0.41,-1.28,31.5,-0.29,-1.12,31.33,-0.56,-0.93,33.94,-0.08,-1.03,31.33,-0.25,-1.01,33.25,34.73,30.09,29.84,32.83,30.07,15625,0
19,14972,16523.6,16740.8,16046.2,16770.5,16365.7,16042.1,35.25,-0.44,-1.16,35.92,-0.07,-1.26,30.62,-0.21,-1,28.78,-0.22,-0.96,31.18,-0.05,-0.94,29.99,-0.06,-0.96,33.65,34.59,29.41,27.6,30.19,28.97,15625,0
20,14856.3,16285.3,16676.8,16033.3,16537.3,16171.9,16031.3,34.95,-0.34,-1.22,36.04,-0.18,-1.3,29.91,-0.18,-0.98,27.37,-0.25,-0.87,28.95,-0.06,-0.92,28.92,-0.2,-0.92,33.39,34.56,28.75,26.25,27.97,27.8,15625,0
21,14386.5,15905.9,16560.6,15538.1,16041.4,15678.4,15981.8,33.18,-0.34,-1.07,34.18,0.06,-1.11,26.53,-0.15,-0.74,24.67,-0.05,-0.76,26.48,0.05,-0.96,28.18,-0.32,-0.87,31.77,33.13,25.64,23.86,25.57,26.99,15625,0
22,13799.2,15228.1,15855.5,14783.7,15192.9,14999.8,15549.4,25.39,-0.19,-0.88,27.77,-0.21,-0.76,22.73,-0.06,-0.63,22.76,0.04,-0.62,24.13,0.04,-0.69,24.79,-0.13,-0.75,24.32,26.8,22.04,22.18,23.48,23.91,15625,0
23,13020.4,14393.8,15209.9,13863.3,14374.4,14293.5,15000.1,24.8,-0.11,-0.72,24.95,-0.12,-0.58,20.55,0,-0.4,20.4,0.05,-0.4,22.94,0.11,-0.55,23.5,-0.28,-0.47,23.97,24.25,20.15,20.05,22.5,22.75,15625,0
0,12490.4,13758,14741.2,13344.5,13664.4,13916.1,14513.7,23.05,-0.02,-0.69,23.3,-0.06,-0.39,20.64,0.01,-0.38,20.56,0.26,-0.49,22.15,0.06,-0.64,25.05,0.1,-0.89,22.34,22.85,20.27,20.33,21.57,24.26,16925,0
1,12018.6,13431.9,14440.1,12984.3,13307.8,13614.4,14383.1,22.07,-0.01,-0.61,22.84,0.1,-0.32,19.9,0.02,-0.32,19.92,0.28,-0.42,21.47,0.12,-0.55,24.1,0.14,-0.7,21.45,22.62,19.6,19.78,21.04,23.54,16925,0
2,11839.5,13242.6,14415.8,12810.6,13164.3,13442.9,14333.8,21.56,0,-0.59,22.51,0.05,-0.28,19.76,0.03,-0.28,19.5,0.36,-0.4,21.1,0.15,-0.48,23.71,0.17,-0.61,20.97,22.28,19.51,19.46,20.77,23.27,16925,0
3,11744.6,13239.5,14483.7,12847.1,13108.9,13502.1,14343,21.54,0,-0.6,22.81,0.1,-0.29,19.85,0.03,-0.29,19.23,0.6,-0.38,21.25,0.26,-0.51,23.55,0.29,-0.55,20.94,22.62,19.59,19.45,21,23.29,16925,0
4,11843.4,13458,14910.3,13042.6,13363.4,13957.5,14411.7,22.64,-0.02,-0.69,23.52,0.06,-0.32,20.52,0.03,-0.32,19.58,0.61,-0.46,21.82,0.39,-0.55,23.57,0.31,-0.59,21.93,23.26,20.23,19.73,21.66,23.29,16925,0
5,12143.6,14086.8,15852.2,13965.9,14161.7,14721.3,14516.5,24.05,-0.05,-0.92,27.86,-0.04,-0.54,21.4,0.05,-0.44,20.55,0.41,-0.56,22.83,0.3,-0.65,24.14,0.27,-0.74,23.08,27.28,21.01,20.4,22.48,23.67,16925,0
6,12542.9,14940.2,17038.9,15179.8,15535.6,16117.5,15006.9,31.26,-0.05,-1.18,36.39,-0.67,-0.93,27.96,0.27,-0.81,26.7,0.32,-1.15,32.26,-0.76,-0.89,25,0.24,-0.86,30.03,34.79,27.42,25.87,30.61,24.38,16925,0
7,13049,15548.9,17890.3,16186.1,16349.1,16891.8,15541,31.77,-0.2,-1.16,39.25,-0.92,-1.22,29.95,0.23,-0.99,29.44,-0.52,-1.31,34.62,-1.41,-1.09,27.81,-0.03,-0.98,30.41,37.11,29.19,27.61,32.12,26.8,16925,0
8,13594.7,15657.2,17939.8,16127.5,16291.1,16804.6,15901.6,30.68,-0.2,-0.99,32.62,-0.59,-0.96,26.7,-0.11,-0.78,25.91,-0.19,-0.99,31.14,-0.47,-1.06,29.84,0.06,-1.15,29.49,31.07,25.81,24.73,29.61,28.75,16925,0
9,13999.9,15633,17574.6,16066.7,15975.9,16718.6,16018,29.97,-0.16,-0.94,31.51,-0.34,-0.93,26.92,-0.19,-0.78,25.12,-0.1,-0.92,30.99,-0.1,-1,28.59,-0.01,-1,28.87,30.24,25.95,24.1,29.89,27.58,16925,0
10,14293.3,15585.1,16942.4,15873,15707.5,16635.1,15720.3,27.66,-0.14,-0.92,30.91,-0.26,-0.97,28.68,-0.3,-0.88,25.13,-0.12,-0.87,30.2,-0.02,-0.91,27.14,-0.04,-0.84,26.6,29.68,27.5,24.14,29.27,26.26,16925,0
11,14284.6,15328.9,16443.5,15618.1,15406.8,16402.6,15511.3,25,-0.1,-0.86,29.02,-0.32,-0.93,27.65,-0.32,-0.86,24.13,-0.13,-0.77,28.18,0,-0.73,25.41,-0.02,-0.65,24.04,27.77,26.47,23.23,27.45,24.74,16925,0
12,14269.4,14996.3,15910.6,15436.8,15076.1,16206.4,15419.9,23.58,-0.04,-0.76,25.92,-0.3,-0.83,25.62,-0.36,-0.76,23.5,-0.1,-0.68,25.57,-0.06,-0.55,24.32,0,-0.55,22.78,24.79,24.5,22.72,24.96,23.77,16925,0
13,14103.6,14761.8,15634.2,15275.6,14952.4,15938.2,15214.6,23.34,0.02,-0.75,25.59,-0.24,-0.83,25.49,-0.33,-0.77,23.3,-0.11,-0.63,24.78,-0.06,-0.53,24.17,0.03,-0.44,22.61,24.52,24.39,22.56,24.19,23.76,16925,0
14,14023.3,14480.7,15261.7,15004.4,14683.7,15665.9,15009.6,22.93,0.05,-0.7,24.83,-0.24,-0.8,25.09,-0.24,-0.75,22.91,-0.08,-0.6,24.19,-0.1,-0.49,23.91,0.1,-0.38,22.28,23.79,24.1,22.23,23.6,23.63,16925,0
15,14027.8,14513.3,15071.5,14912.1,14627.8,15581.5,15067,22.72,0.06,-0.76,24.95,-0.25,-0.91,25.26,-0.34,-0.8,23.08,-0.09,-0.62,24.16,-0.08,-0.55,24.22,0.06,-0.46,22.02,23.79,24.12,22.37,23.53,23.82,16925,0
16,14181,14649.4,15306.6,15178.4,14854.2,15768.2,15262.2,24.25,-0.03,-0.95,30.27,-0.58,-1.03,30.46,-0.2,-1.01,25.29,-0.22,-0.87,27.98,-0.36,-0.89,27.06,-0.05,-0.73,23.27,28.66,29.25,24.2,26.73,26.28,16925,0
17,14781.2,15281.2,16263.9,16258.2,15728.4,16516.4,15983.2,28.34,-0.15,-1.22,41.75,-1.44,-1.56,41.47,-0.38,-1.5,32.92,-0.52,-1.28,32.09,-0.98,-1.2,36.8,-0.21,-1.35,26.97,38.75,39.59,31.12,29.91,35.24,16925,1
18,14928.2,15222.9,16477.6,16655.6,16128.3,16782.4,16321.8,25.68,-0.05,-1.05,35.03,-0.57,-1.21,36.42,-0.41,-1.28,31.5,-0.29,-1.12,31.33,-0.56,-0.93,33.94,-0.08,-1.03,24.58,33.25,34.73,30.09,29.84,32.83,16925,0
19,14796.7,14972,16523.6,16740.8,16046.2,16770.5,16365.7,24.84,-0.02,-1.01,35.25,-0.44,-1.16,35.92,-0.07,-1.26,30.62,-0.21,-1,28.78,-0.22,-0.96,31.18,-0.05,-0.94,23.81,33.65,34.59,29.41,27.6,30.19,16925,0
20,14737.7,14856.3,16285.3,16676.8,16033.3,16537.3,16171.9,24.59,-0.06,-1.07,34.95,-0.34,-1.22,36.04,-0.18,-1.3,29.91,-0.18,-0.98,27.37,-0.25,-0.87,28.95,-0.06,-0.92,23.46,33.39,34.56,28.75,26.25,27.97,16925,0
21,14513.5,14386.5,15905.9,16560.6,15538.1,16041.4,15678.4,23.4,-0.07,-0.92,33.18,-0.34,-1.07,34.18,0.06,-1.11,26.53,-0.15,-0.74,24.67,-0.05,-0.76,26.48,0.05,-0.96,22.41,31.77,33.13,25.64,23.86,25.57,16925,0
22,14034.5,13799.2,15228.1,15855.5,14783.7,15192.9,14999.8,21.25,-0.03,-0.84,25.39,-0.19,-0.88,27.77,-0.21,-0.76,22.73,-0.06,-0.63,22.76,0.04,-0.62,24.13,0.04,-0.69,20.38,24.32,26.8,22.04,22.18,23.48,16925,0
23,13377.4,13020.4,14393.8,15209.9,13863.3,14374.4,14293.5,19.71,0,-0.83,24.8,-0.11,-0.72,24.95,-0.12,-0.58,20.55,0,-0.4,20.4,0.05,-0.4,22.94,0.11,-0.55,18.88,23.97,24.25,20.15,20.05,22.5,16925,0
0,12846.7,12490.4,13758,14741.2,13344.5,13664.4,13916.1,19.86,-0.01,-0.81,23.05,-0.02,-0.69,23.3,-0.06,-0.39,20.64,0.01,-0.38,20.56,0.26,-0.49,22.15,0.06,-0.64,19.04,22.34,22.85,20.27,20.33,21.57,15637,0
1,12619.4,12018.6,13431.9,14440.1,12984.3,13307.8,13614.4,19.29,-0.01,-0.71,22.07,-0.01,-0.61,22.84,0.1,-0.32,19.9,0.02,-0.32,19.92,0.28,-0.42,21.47,0.12,-0.55,18.57,21.45,22.62,19.6,19.78,21.04,15637,0
2,12352.5,11839.5,13242.6,14415.8,12810.6,13164.3,13442.9,19.02,-0.01,-0.66,21.56,0,-0.59,22.51,0.05,-0.28,19.76,0.03,-0.28,19.5,0.36,-0.4,21.1,0.15,-0.48,18.35,20.97,22.28,19.51,19.46,20.77,15637,0
3,12282.1,11744.6,13239.5,14483.7,12847.1,13108.9,13502.1,19.03,0,-0.65,21.54,0,-0.6,22.81,0.1,-0.29,19.85,0.03,-0.29,19.23,0.6,-0.38,21.25,0.26,-0.51,18.38,20.94,22.62,19.59,19.45,21,15637,0
4,12402.1,11843.4,13458,14910.3,13042.6,13363.4,13957.5,19.12,0.01,-0.7,22.64,-0.02,-0.69,23.52,0.06,-0.32,20.52,0.03,-0.32,19.58,0.61,-0.46,21.82,0.39,-0.55,18.43,21.93,23.26,20.23,19.73,21.66,15637,0
5,12619.3,12143.6,14086.8,15852.2,13965.9,14161.7,14721.3,19.22,0.02,-0.81,24.05,-0.05,-0.92,27.86,-0.04,-0.54,21.4,0.05,-0.44,20.55,0.41,-0.56,22.83,0.3,-0.65,18.43,23.08,27.28,21.01,20.4,22.48,15637,0
6,13007,12542.9,14940.2,17038.9,15179.8,15535.6,16117.5,19.49,-0.01,-0.82,31.26,-0.05,-1.18,36.39,-0.67,-0.93,27.96,0.27,-0.81,26.7,0.32,-1.15,32.26,-0.76,-0.89,18.66,30.03,34.79,27.42,25.87,30.61,15637,0
7,13593.1,13049,15548.9,17890.3,16186.1,16349.1,16891.8,20.88,0.02,-0.91,31.77,-0.2,-1.16,39.25,-0.92,-1.22,29.95,0.23,-0.99,29.44,-0.52,-1.31,34.62,-1.41,-1.09,19.99,30.41,37.11,29.19,27.61,32.12,15637,0
8,14191,13594.7,15657.2,17939.8,16127.5,16291.1,16804.6,22.46,-0.06,-0.88,30.68,-0.2,-0.99,32.62,-0.59,-0.96,26.7,-0.11,-0.78,25.91,-0.19,-0.99,31.14,-0.47,-1.06,21.52,29.49,31.07,25.81,24.73,29.61,15637,0
9,14535.6,13999.9,15633,17574.6,16066.7,15975.9,16718.6,23.71,-0.08,-0.92,29.97,-0.16,-0.94,31.51,-0.34,-0.93,26.92,-0.19,-0.78,25.12,-0.1,-0.92,30.99,-0.1,-1,22.71,28.87,30.24,25.95,24.1,29.89,15637,0
10,14471.5,14293.3,15585.1,16942.4,15873,15707.5,16635.1,23.88,-0.06,-0.83,27.66,-0.14,-0.92,30.91,-0.26,-0.97,28.68,-0.3,-0.88,25.13,-0.12,-0.87,30.2,-0.02,-0.91,22.99,26.6,29.68,27.5,24.14,29.27,15637,0
11,14305.1,14284.6,15328.9,16443.5,15618.1,15406.8,16402.6,23.73,-0.04,-0.83,25,-0.1,-0.86,29.02,-0.32,-0.93,27.65,-0.32,-0.86,24.13,-0.13,-0.77,28.18,0,-0.73,22.86,24.04,27.77,26.47,23.23,27.45,15637,0
12,14186.9,14269.4,14996.3,15910.6,15436.8,15076.1,16206.4,23.11,-0.04,-0.67,23.58,-0.04,-0.76,25.92,-0.3,-0.83,25.62,-0.36,-0.76,23.5,-0.1,-0.68,25.57,-0.06,-0.55,22.4,22.78,24.79,24.5,22.72,24.96,15637,0
13,14034.3,14103.6,14761.8,15634.2,15275.6,14952.4,15938.2,22.66,-0.03,-0.63,23.34,0.02,-0.75,25.59,-0.24,-0.83,25.49,-0.33,-0.77,23.3,-0.11,-0.63,24.78,-0.06,-0.53,22,22.61,24.52,24.39,22.56,24.19,15637,0
14,13920.1,14023.3,14480.7,15261.7,15004.4,14683.7,15665.9,22.18,-0.03,-0.56,22.93,0.05,-0.7,24.83,-0.24,-0.8,25.09,-0.24,-0.75,22.91,-0.08,-0.6,24.19,-0.1,-0.49,21.59,22.28,23.79,24.1,22.23,23.6,15637,0
15,13848.9,14027.8,14513.3,15071.5,14912.1,14627.8,15581.5,21.89,-0.03,-0.54,22.72,0.06,-0.76,24.95,-0.25,-0.91,25.26,-0.34,-0.8,23.08,-0.09,-0.62,24.16,-0.08,-0.55,21.32,22.02,23.79,24.12,22.37,23.53,15637,0
16,14035.1,14181,14649.4,15306.6,15178.4,14854.2,15768.2,23.29,-0.05,-0.73,24.25,-0.03,-0.95,30.27,-0.58,-1.03,30.46,-0.2,-1.01,25.29,-0.22,-0.87,27.98,-0.36,-0.89,22.51,23.27,28.66,29.25,24.2,26.73,15637,0
17,14604.2,14781.2,15281.2,16263.9,16258.2,15728.4,16516.4,27.53,-0.09,-0.98,28.34,-0.15,-1.22,41.75,-1.44,-1.56,41.47,-0.38,-1.5,32.92,-0.52,-1.28,32.09,-0.98,-1.2,26.46,26.97,38.75,39.59,31.12,29.91,15637,1
18,14619.3,14928.2,15222.9,16477.6,16655.6,16128.3,16782.4,25.07,-0.03,-0.81,25.68,-0.05,-1.05,35.03,-0.57,-1.21,36.42,-0.41,-1.28,31.5,-0.29,-1.12,31.33,-0.56,-0.93,24.23,24.58,33.25,34.73,30.09,29.84,15637,0
19,14430.7,14796.7,14972,16523.6,16740.8,16046.2,16770.5,24.8,-0.01,-0.76,24.84,-0.02,-1.01,35.25,-0.44,-1.16,35.92,-0.07,-1.26,30.62,-0.21,-1,28.78,-0.22,-0.96,24.03,23.81,33.65,34.59,29.41,27.6,15637,0
20,14360.9,14737.7,14856.3,16285.3,16676.8,16033.3,16537.3,24.23,-0.01,-0.76,24.59,-0.06,-1.07,34.95,-0.34,-1.22,36.04,-0.18,-1.3,29.91,-0.18,-0.98,27.37,-0.25,-0.87,23.46,23.46,33.39,34.56,28.75,26.25,15637,0
21,14297.1,14513.5,14386.5,15905.9,16560.6,15538.1,16041.4,23.39,0.02,-0.66,23.4,-0.07,-0.92,33.18,-0.34,-1.07,34.18,0.06,-1.11,26.53,-0.15,-0.74,24.67,-0.05,-0.76,22.75,22.41,31.77,33.13,25.64,23.86,15637,0
22,14100,14034.5,13799.2,15228.1,15855.5,14783.7,15192.9,22.56,0,-0.55,21.25,-0.03,-0.84,25.39,-0.19,-0.88,27.77,-0.21,-0.76,22.73,-0.06,-0.63,22.76,0.04,-0.62,22.01,20.38,24.32,26.8,22.04,22.18,15637,0
23,13830.4,13377.4,13020.4,14393.8,15209.9,13863.3,14374.4,20.53,0,-0.3,19.71,0,-0.83,24.8,-0.11,-0.72,24.95,-0.12,-0.58,20.55,0,-0.4,20.4,0.05,-0.4,20.23,18.88,23.97,24.25,20.15,20.05,15637,0
0,13638.4,12846.7,12490.4,13758,14741.2,13344.5,13664.4,22.08,-0.01,-0.37,19.86,-0.01,-0.81,23.05,-0.02,-0.69,23.3,-0.06,-0.39,20.64,0.01,-0.38,20.56,0.26,-0.49,21.7,19.04,22.34,22.85,20.27,20.33,11779,0
1,13540.7,12619.4,12018.6,13431.9,14440.1,12984.3,13307.8,21.36,0.01,-0.33,19.29,-0.01,-0.71,22.07,-0.01,-0.61,22.84,0.1,-0.32,19.9,0.02,-0.32,19.92,0.28,-0.42,21.04,18.57,21.45,22.62,19.6,19.78,11779,0
2,13573.4,12352.5,11839.5,13242.6,14415.8,12810.6,13164.3,21.08,0.01,-0.23,19.02,-0.01,-0.66,21.56,0,-0.59,22.51,0.05,-0.28,19.76,0.03,-0.28,19.5,0.36,-0.4,20.86,18.35,20.97,22.28,19.51,19.46,11779,0
3,13735.2,12282.1,11744.6,13239.5,14483.7,12847.1,13108.9,21.08,0.02,-0.21,19.03,0,-0.65,21.54,0,-0.6,22.81,0.1,-0.29,19.85,0.03,-0.29,19.23,0.6,-0.38,20.89,18.38,20.94,22.62,19.59,19.45,11779,0
4,13984.3,12402.1,11843.4,13458,14910.3,13042.6,13363.4,21.09,0.04,-0.23,19.12,0.01,-0.7,22.64,-0.02,-0.69,23.52,0.06,-0.32,20.52,0.03,-0.32,19.58,0.61,-0.46,20.9,18.43,21.93,23.26,20.23,19.73,11779,0
5,14345.3,12619.3,12143.6,14086.8,15852.2,13965.9,14161.7,21.21,0.05,-0.3,19.22,0.02,-0.81,24.05,-0.05,-0.92,27.86,-0.04,-0.54,21.4,0.05,-0.44,20.55,0.41,-0.56,20.96,18.43,23.08,27.28,21.01,20.4,11779,0
6,14864,13007,12542.9,14940.2,17038.9,15179.8,15535.6,21.63,0.05,-0.29,19.49,-0.01,-0.82,31.26,-0.05,-1.18,36.39,-0.67,-0.93,27.96,0.27,-0.81,26.7,0.32,-1.15,21.39,18.66,30.03,34.79,27.42,25.87,11779,0
7,15486.1,13593.1,13049,15548.9,17890.3,16186.1,16349.1,22.88,0.05,-0.36,20.88,0.02,-0.91,31.77,-0.2,-1.16,39.25,-0.92,-1.22,29.95,0.23,-0.99,29.44,-0.52,-1.31,22.57,19.99,30.41,37.11,29.19,27.61,11779,0
8,15846.6,14191,13594.7,15657.2,17939.8,16127.5,16291.1,24.5,0.02,-0.58,22.46,-0.06,-0.88,30.68,-0.2,-0.99,32.62,-0.59,-0.96,26.7,-0.11,-0.78,25.91,-0.19,-0.99,23.94,21.52,29.49,31.07,25.81,24.73,11779,0
9,15999.6,14535.6,13999.9,15633,17574.6,16066.7,15975.9,26.44,-0.01,-0.65,23.71,-0.08,-0.92,29.97,-0.16,-0.94,31.51,-0.34,-0.93,26.92,-0.19,-0.78,25.12,-0.1,-0.92,25.78,22.71,28.87,30.24,25.95,24.1,11779,0
10,15901.8,14471.5,14293.3,15585.1,16942.4,15873,15707.5,27.61,0,-0.89,23.88,-0.06,-0.83,27.66,-0.14,-0.92,30.91,-0.26,-0.97,28.68,-0.3,-0.88,25.13,-0.12,-0.87,26.72,22.99,26.6,29.68,27.5,24.14,11779,0
11,15610.8,14305.1,14284.6,15328.9,16443.5,15618.1,15406.8,26.55,0.01,-0.81,23.73,-0.04,-0.83,25,-0.1,-0.86,29.02,-0.32,-0.93,27.65,-0.32,-0.86,24.13,-0.13,-0.77,25.75,22.86,24.04,27.77,26.47,23.23,11779,0
12,15187.1,14186.9,14269.4,14996.3,15910.6,15436.8,15076.1,25.6,0.01,-0.73,23.11,-0.04,-0.67,23.58,-0.04,-0.76,25.92,-0.3,-0.83,25.62,-0.36,-0.76,23.5,-0.1,-0.68,24.88,22.4,22.78,24.79,24.5,22.72,11779,0
13,14795.6,14034.3,14103.6,14761.8,15634.2,15275.6,14952.4,24.37,0.02,-0.68,22.66,-0.03,-0.63,23.34,0.02,-0.75,25.59,-0.24,-0.83,25.49,-0.33,-0.77,23.3,-0.11,-0.63,23.71,22,22.61,24.52,24.39,22.56,11779,0
14,14571.9,13920.1,14023.3,14480.7,15261.7,15004.4,14683.7,23.81,0.03,-0.66,22.18,-0.03,-0.56,22.93,0.05,-0.7,24.83,-0.24,-0.8,25.09,-0.24,-0.75,22.91,-0.08,-0.6,23.18,21.59,22.28,23.79,24.1,22.23,11779,0
15,14537.8,13848.9,14027.8,14513.3,15071.5,14912.1,14627.8,23.42,0.03,-0.56,21.89,-0.03,-0.54,22.72,0.06,-0.76,24.95,-0.25,-0.91,25.26,-0.34,-0.8,23.08,-0.09,-0.62,22.89,21.32,22.02,23.79,24.12,22.37,11779,0
16,14824.7,14035.1,14181,14649.4,15306.6,15178.4,14854.2,25.76,0.02,-0.74,23.29,-0.05,-0.73,24.25,-0.03,-0.95,30.27,-0.58,-1.03,30.46,-0.2,-1.01,25.29,-0.22,-0.87,25.04,22.51,23.27,28.66,29.25,24.2,11779,0
17,15785.6,14604.2,14781.2,15281.2,16263.9,16258.2,15728.4,28.8,-0.01,-0.9,27.53,-0.09,-0.98,28.34,-0.15,-1.22,41.75,-1.44,-1.56,41.47,-0.38,-1.5,32.92,-0.52,-1.28,27.89,26.46,26.97,38.75,39.59,31.12,11779,1
18,16267.4,14619.3,14928.2,15222.9,16477.6,16655.6,16128.3,27.5,-0.02,-0.8,25.07,-0.03,-0.81,25.68,-0.05,-1.05,35.03,-0.57,-1.21,36.42,-0.41,-1.28,31.5,-0.29,-1.12,26.68,24.23,24.58,33.25,34.73,30.09,11779,0
19,16466.7,14430.7,14796.7,14972,16523.6,16740.8,16046.2,26.77,0,-0.74,24.8,-0.01,-0.76,24.84,-0.02,-1.01,35.25,-0.44,-1.16,35.92,-0.07,-1.26,30.62,-0.21,-1,26.03,24.03,23.81,33.65,34.59,29.41,11779,0
20,16525.1,14360.9,14737.7,14856.3,16285.3,16676.8,16033.3,25.93,0.01,-0.67,24.23,-0.01,-0.76,24.59,-0.06,-1.07,34.95,-0.34,-1.22,36.04,-0.18,-1.3,29.91,-0.18,-0.98,25.27,23.46,23.46,33.39,34.56,28.75,11779,0
21,16323.8,14297.1,14513.5,14386.5,15905.9,16560.6,15538.1,24.66,0.01,-0.56,23.39,0.02,-0.66,23.4,-0.07,-0.92,33.18,-0.34,-1.07,34.18,0.06,-1.11,26.53,-0.15,-0.74,24.11,22.75,22.41,31.77,33.13,25.64,11779,0
22,15981.3,14100,14034.5,13799.2,15228.1,15855.5,14783.7,23.69,0.01,-0.59,22.56,0,-0.55,21.25,-0.03,-0.84,25.39,-0.19,-0.88,27.77,-0.21,-0.76,22.73,-0.06,-0.63,23.11,22.01,20.38,24.32,26.8,22.04,11779,0
23,15579.4,13830.4,13377.4,13020.4,14393.8,15209.9,13863.3,22.07,0.02,-0.44,20.53,0,-0.3,19.71,0,-0.83,24.8,-0.11,-0.72,24.95,-0.12,-0.58,20.55,0,-0.4,21.65,20.23,18.88,23.97,24.25,20.15,11779,0
0,15240.6,13638.4,12846.7,12490.4,13758,14741.2,13344.5,20.88,0.01,-0.46,22.08,-0.01,-0.37,19.86,-0.01,-0.81,23.05,-0.02,-0.69,23.3,-0.06,-0.39,20.64,0.01,-0.38,20.43,21.7,19.04,22.34,22.85,20.27,13489,0
1,14845.9,13540.7,12619.4,12018.6,13431.9,14440.1,12984.3,19.95,0.03,-0.39,21.36,0.01,-0.33,19.29,-0.01,-0.71,22.07,-0.01,-0.61,22.84,0.1,-0.32,19.9,0.02,-0.32,19.59,21.04,18.57,21.45,22.62,19.6,13489,0
2,14742.3,13573.4,12352.5,11839.5,13242.6,14415.8,12810.6,19.76,0.05,-0.32,21.08,0.01,-0.23,19.02,-0.01,-0.66,21.56,0,-0.59,22.51,0.05,-0.28,19.76,0.03,-0.28,19.49,20.86,18.35,20.97,22.28,19.51,13489,0
3,14946.6,13735.2,12282.1,11744.6,13239.5,14483.7,12847.1,19.63,0.09,-0.3,21.08,0.02,-0.21,19.03,0,-0.65,21.54,0,-0.6,22.81,0.1,-0.29,19.85,0.03,-0.29,19.42,20.89,18.38,20.94,22.62,19.59,13489,0
4,15154,13984.3,12402.1,11843.4,13458,14910.3,13042.6,19.65,0.11,-0.37,21.09,0.04,-0.23,19.12,0.01,-0.7,22.64,-0.02,-0.69,23.52,0.06,-0.32,20.52,0.03,-0.32,19.39,20.9,18.43,21.93,23.26,20.23,13489,0
5,15561.8,14345.3,12619.3,12143.6,14086.8,15852.2,13965.9,20.08,0.12,-0.4,21.21,0.05,-0.3,19.22,0.02,-0.81,24.05,-0.05,-0.92,27.86,-0.04,-0.54,21.4,0.05,-0.44,19.8,20.96,18.43,23.08,27.28,21.01,13489,0
6,16314.2,14864,13007,12542.9,14940.2,17038.9,15179.8,21.37,0.12,-0.47,21.63,0.05,-0.29,19.49,-0.01,-0.82,31.26,-0.05,-1.18,36.39,-0.67,-0.93,27.96,0.27,-0.81,21.02,21.39,18.66,30.03,34.79,27.42,13489,0
7,16996.8,15486.1,13593.1,13049,15548.9,17890.3,16186.1,23.35,0.06,-0.56,22.88,0.05,-0.36,20.88,0.02,-0.91,31.77,-0.2,-1.16,39.25,-0.92,-1.22,29.95,0.23,-0.99,22.85,22.57,19.99,30.41,37.11,29.19,13489,0
8,17322.2,15846.6,14191,13594.7,15657.2,17939.8,16127.5,24.46,0.02,-0.65,24.5,0.02,-0.58,22.46,-0.06,-0.88,30.68,-0.2,-0.99,32.62,-0.59,-0.96,26.7,-0.11,-0.78,23.83,23.94,21.52,29.49,31.07,25.81,13489,0
9,17738.8,15999.6,14535.6,13999.9,15633,17574.6,16066.7,25.46,0.01,-0.8,26.44,-0.01,-0.65,23.71,-0.08,-0.92,29.97,-0.16,-0.94,31.51,-0.34,-0.93,26.92,-0.19,-0.78,24.67,25.78,22.71,28.87,30.24,25.95,13489,0
