time,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,outage,peak_bi
17,2123.2,2122,2126.8,2346.5,2397.2,2195.1,1672.7,48.01,5.07,-0.88,47.78,2.91,0.11,40.86,3.01,0.33,38.82,2.54,0.93,33.17,4.26,0.56,23.33,2.86,0.65,52.2,50.8,44.2,42.29,37.99,26.84,55033,0
18,2083.2,2080.3,2116.9,2327.4,2359,2165.5,1675.9,41.79,3.16,-0.8,44.59,1.91,0.07,37.4,2.64,0.17,37.6,1.39,0.76,32.43,2.79,0.44,23.99,2.64,0.62,44.15,46.57,40.21,39.75,35.66,27.25,55033,0
19,2093.6,2088.5,2154.1,2333.1,2361.1,2158.7,1731.1,42.85,3.37,-0.98,52.39,2.06,-0.21,40.01,2.28,-0.15,39.84,0.56,0.63,34.9,2.5,0.32,29.58,2.51,0.64,45.24,54.24,42.14,41.03,37.72,32.73,55033,0
20,2063.2,2064.8,2154.7,2308.8,2339,2138.5,1756.3,40.51,3.64,-0.46,41.38,2.29,0.04,35.8,3.24,0.22,37.47,1.23,0.71,30.25,2.94,0.57,25.81,2.58,0.62,43.69,43.71,39.26,39.41,33.76,29.01,55033,0
21,2000.3,1988.7,2067,2197.8,2208.1,2015.8,1683.8,32.15,2.09,-0.26,34.16,1.31,0.3,28.59,2.14,0.24,28.26,1.2,0.45,25.64,2.77,0.45,22.67,2.37,0.65,33.98,35.77,30.97,29.91,28.86,25.69,55033,0
22,1865.9,1866.6,1908.4,2043.6,2038.5,1859.1,1585,26.46,2.1,-0.03,27.42,1.11,0.22,23.23,1.77,0.2,22.4,1.46,0.32,21.75,2.17,0.54,19.87,2.39,0.74,28.53,28.75,25.2,24.18,24.46,23,55033,0
23,1718.9,1734,1788.4,1894.5,1886.6,1719.4,1505.9,24.24,1.95,-0.12,23.94,0.95,0.05,21.67,1.68,0.13,21.49,0.88,0.42,20.81,2.05,0.61,16.44,2.28,0.54,26.07,24.94,23.48,22.79,23.47,19.26,55033,0
0,1605.8,1613.5,1722.8,1784.2,1764.2,1612.7,1441.6,24.67,1.82,0.15,23.79,1.01,0.45,21.86,0.91,0.23,20.11,1.6,0.46,17.52,1.99,0.6,17.01,2.98,0.45,26.64,25.25,23,22.17,20.11,20.44,53802,0
1,1512.2,1523.8,1657.1,1708,1681.1,1536.1,1400.5,22.01,1.9,0.19,21.95,0.93,0.47,20.7,0.96,0.26,18.86,1.84,0.47,16.15,2.01,0.71,17.03,2.4,0.45,24.1,23.35,21.92,21.17,18.87,19.88,53802,0
2,1440.1,1463.8,1584.6,1656,1622.5,1486.8,1386.8,20.9,1.81,0.25,20.98,0.98,0.46,19.77,0.92,0.33,17.8,1.92,0.48,15.65,2.28,0.68,16.15,2.34,0.54,22.96,22.42,21.02,20.2,18.61,19.03,53802,0
3,1392.4,1430.4,1549.9,1622.9,1590.6,1469.2,1389.6,20.23,1.74,0.22,20.26,1.18,0.48,19.18,0.93,0.35,17.22,2,0.48,15.41,2.32,0.69,15.95,2.32,0.56,22.19,21.92,20.46,19.7,18.42,18.83,53802,0
4,1361.8,1423.8,1581,1648,1602.1,1490.5,1425.2,19.77,1.96,0.21,20.87,1.31,0.43,19.96,1.11,0.25,18.04,1.95,0.4,15.94,2.39,0.74,16.73,2.79,0.49,21.94,22.61,21.32,20.39,19.07,20.01,53802,0
5,1363.7,1450,1688,1755.5,1702.4,1596.6,1541,20.2,1.99,0.01,23.19,1.55,0.19,22.29,1.35,-0.06,20.82,1.86,0.26,18.66,2.53,0.5,19.6,3.13,0.63,22.2,24.93,23.58,22.94,21.69,23.36,53802,0
6,1398.5,1515.2,1897.8,1966.2,1907.6,1800.8,1747.6,20.65,2.39,0.05,29.58,2.41,0.24,27.19,1.53,-0.3,24.29,1.92,-0.16,23.61,2.59,0.21,24.44,2.73,0.79,23.09,32.23,28.42,26.05,26.41,27.96,53802,0
7,1445.1,1597.5,2033.8,2112.8,2038.4,1928.3,1872.9,22.03,2.34,0,29.21,2.13,0.1,29.25,1.41,-0.02,24.11,1.33,-0.03,23.69,1.73,0.27,23.99,2.12,0.85,24.37,31.44,30.64,25.41,25.69,26.96,53802,0
8,1495.9,1670.4,2072.1,2131.8,2062.8,1948.9,1894.1,23.42,2.23,0.15,29.33,2.21,0.12,29.16,1.34,0.04,24.22,1.58,0.02,24.28,1.63,0.24,24.64,2.72,0.89,25.8,31.66,30.54,25.82,26.15,28.25,53802,0
9,1587.7,1763.8,2105.5,2164.2,2114.6,2001.2,1945.6,27.4,2.77,0.22,31.66,2.11,0.15,31.39,1.22,-0.03,26.01,1.74,0.08,26.18,1.47,0.33,25.57,3.18,0.81,30.39,33.92,32.58,27.83,27.98,29.56,53802,0
10,1651,1865.7,2140.4,2186.1,2179.3,2078.6,2008.8,32.08,2.61,-0.1,37.21,2.21,-0.13,33.33,1.4,0.08,28.76,2.02,-0.03,29.6,1.58,0.43,27.67,3.38,0.7,34.59,39.29,34.81,30.75,31.61,31.75,53802,0
11,1684,1946.9,2150.3,2175.3,2260.1,2132,2043.3,36.93,1.56,-0.14,39.85,3.25,-0.25,36.48,1.3,0.16,30.23,2.23,0.09,31.3,1.69,0.54,29.26,3.53,0.67,38.35,42.85,37.94,32.55,33.53,33.46,53802,0
12,1718.5,2011.3,2175.6,2167.2,2322.2,2194.6,2102,41.31,1.77,-0.39,41.71,4.02,-0.37,40.49,1.52,-0.18,34.9,3.08,0.25,33.46,2.43,0.6,31.6,3.87,0.65,42.69,45.36,41.83,38.23,36.49,36.12,53802,0
13,1728.7,2062.5,2207.1,2173.7,2395.9,2260.3,2141.2,42.99,2.3,-0.63,43.98,3.34,-0.45,42.35,2.27,-0.01,37.01,3.21,0.06,36.36,1.71,0.8,35.13,5.03,0.7,44.66,46.87,44.61,40.28,38.87,40.86,53802,0
14,1725.4,2099.1,2199,2170.3,2391.8,2320.2,2163,47.34,2.18,-0.77,48.63,5.13,-0.8,44.47,3.38,-0.06,38.24,3.25,0.31,35.95,3.3,0.95,34.34,4.52,0.62,48.75,52.96,47.79,41.8,40.2,39.48,53802,0
15,1736.9,2132.3,2176.4,2146.4,2372.9,2353.8,2170.2,52.4,2.26,-1.02,50.52,5.23,-0.93,45.96,2.7,-0.01,39.8,3.06,0.43,36.43,3.4,0.97,34.62,4.74,0.6,53.64,54.82,48.65,43.29,40.8,39.96,53802,0
16,1763.9,2150.1,2162.4,2134.3,2359.1,2387.4,2180.8,55.18,0.65,-1.09,51.95,7.28,-0.94,52.21,3.3,0.06,44.39,3.12,0.4,40.66,2.67,1.1,34.81,4.05,0.61,54.74,58.29,55.57,47.91,44.43,39.47,53802,0
17,1795.4,2123.2,2122,2126.8,2346.5,2397.2,2195.1,52.27,2.57,-1.11,48.01,5.07,-0.88,47.78,2.91,0.11,40.86,3.01,0.33,38.82,2.54,0.93,33.17,4.26,0.56,53.73,52.2,50.8,44.2,42.29,37.99,53802,0
18,1820.1,2083.2,2080.3,2116.9,2327.4,2359,2165.5,45.62,0.7,-0.65,41.79,3.16,-0.8,44.59,1.91,0.07,37.4,2.64,0.17,37.6,1.39,0.76,32.43,2.79,0.44,45.67,44.15,46.57,40.21,39.75,35.66,53802,1
19,1885.9,2093.6,2088.5,2154.1,2333.1,2361.1,2158.7,49.29,0.75,-0.91,42.85,3.37,-0.98,52.39,2.06,-0.21,40.01,2.28,-0.15,39.84,0.56,0.63,34.9,2.5,0.32,49.13,45.24,54.24,42.14,41.03,37.72,53802,0
20,1880.3,2063.2,2064.8,2154.7,2308.8,2339,2138.5,41.84,1.73,-0.37,40.51,3.64,-0.46,41.38,2.29,0.04,35.8,3.24,0.22,37.47,1.23,0.71,30.25,2.94,0.57,43.2,43.69,43.71,39.26,39.41,33.76,53802,0
21,1833.6,2000.3,1988.7,2067,2197.8,2208.1,2015.8,34.98,1.73,-0.29,32.15,2.09,-0.26,34.16,1.31,0.3,28.59,2.14,0.24,28.26,1.2,0.45,25.64,2.77,0.45,36.42,33.98,35.77,30.97,29.91,28.86,53802,0
22,1760.7,1865.9,1866.6,1908.4,2043.6,2038.5,1859.1,28.11,1.48,0.07,26.46,2.1,-0.03,27.42,1.11,0.22,23.23,1.77,0.2,22.4,1.46,0.32,21.75,2.17,0.54,29.66,28.53,28.75,25.2,24.18,24.46,53802,0
23,1691.4,1718.9,1734,1788.4,1894.5,1886.6,1719.4,24.48,2.15,-0.04,24.24,1.95,-0.12,23.94,0.95,0.05,21.67,1.68,0.13,21.49,0.88,0.42,20.81,2.05,0.61,26.59,26.07,24.94,23.48,22.79,23.47,53802,0
0,1616.8,1605.8,1613.5,1722.8,1784.2,1764.2,1612.7,22.16,1.71,-0.25,24.67,1.82,0.15,23.79,1.01,0.45,21.86,0.91,0.23,20.11,1.6,0.46,17.52,1.99,0.6,23.62,26.64,25.25,23,22.17,20.11,53401,0
1,1579.7,1512.2,1523.8,1657.1,1708,1681.1,1536.1,20.8,1.79,-0.15,22.01,1.9,0.19,21.95,0.93,0.47,20.7,0.96,0.26,18.86,1.84,0.47,16.15,2.01,0.71,22.44,24.1,23.35,21.92,21.17,18.87,53401,0
2,1571.2,1440.1,1463.8,1584.6,1656,1622.5,1486.8,19.81,1.96,-0.06,20.9,1.81,0.25,20.98,0.98,0.46,19.77,0.92,0.33,17.8,1.92,0.48,15.65,2.28,0.68,21.71,22.96,22.42,21.02,20.2,18.61,53401,0
3,1571.8,1392.4,1430.4,1549.9,1622.9,1590.6,1469.2,19.04,1.92,0.02,20.23,1.74,0.22,20.26,1.18,0.48,19.18,0.93,0.35,17.22,2,0.48,15.41,2.32,0.69,20.98,22.19,21.92,20.46,19.7,18.42,53401,0
4,1599.9,1361.8,1423.8,1581,1648,1602.1,1490.5,18.92,1.9,0.02,19.77,1.96,0.21,20.87,1.31,0.43,19.96,1.11,0.25,18.04,1.95,0.4,15.94,2.39,0.74,20.84,21.94,22.61,21.32,20.39,19.07,53401,0
5,1709,1363.7,1450,1688,1755.5,1702.4,1596.6,19.31,1.97,-0.01,20.2,1.99,0.01,23.19,1.55,0.19,22.29,1.35,-0.06,20.82,1.86,0.26,18.66,2.53,0.5,21.27,22.2,24.93,23.58,22.94,21.69,53401,0
6,1916.2,1398.5,1515.2,1897.8,1966.2,1907.6,1800.8,20.16,2.04,-0.1,20.65,2.39,0.05,29.58,2.41,0.24,27.19,1.53,-0.3,24.29,1.92,-0.16,23.61,2.59,0.21,22.1,23.09,32.23,28.42,26.05,26.41,53401,0
7,2068.9,1445.1,1597.5,2033.8,2112.8,2038.4,1928.3,21.07,2.02,-0.17,22.03,2.34,0,29.21,2.13,0.1,29.25,1.41,-0.02,24.11,1.33,-0.03,23.69,1.73,0.27,22.92,24.37,31.44,30.64,25.41,25.69,53401,0
8,2102.8,1495.9,1670.4,2072.1,2131.8,2062.8,1948.9,22.47,1.86,-0.12,23.42,2.23,0.15,29.33,2.21,0.12,29.16,1.34,0.04,24.22,1.58,0.02,24.28,1.63,0.24,24.21,25.8,31.66,30.54,25.82,26.15,53401,0
9,2148.9,1587.7,1763.8,2105.5,2164.2,2114.6,2001.2,24.58,2.1,-0.17,27.4,2.77,0.22,31.66,2.11,0.15,31.39,1.22,-0.03,26.01,1.74,0.08,26.18,1.47,0.33,26.51,30.39,33.92,32.58,27.83,27.98,53401,0
10,2192,1651,1865.7,2140.4,2186.1,2179.3,2078.6,28.57,1.9,-0.22,32.08,2.61,-0.1,37.21,2.21,-0.13,33.33,1.4,0.08,28.76,2.02,-0.03,29.6,1.58,0.43,30.25,34.59,39.29,34.81,30.75,31.61,53401,0
11,2216.2,1684,1946.9,2150.3,2175.3,2260.1,2132,32.22,1.37,-0.4,36.93,1.56,-0.14,39.85,3.25,-0.25,36.48,1.3,0.16,30.23,2.23,0.09,31.3,1.69,0.54,33.19,38.35,42.85,37.94,32.55,33.53,53401,0
12,2231.9,1718.5,2011.3,2175.6,2167.2,2322.2,2194.6,34.86,0.57,-0.55,41.31,1.77,-0.39,41.71,4.02,-0.37,40.49,1.52,-0.18,34.9,3.08,0.25,33.46,2.43,0.6,34.88,42.69,45.36,41.83,38.23,36.49,53401,0
13,2230,1728.7,2062.5,2207.1,2173.7,2395.9,2260.3,39.66,0.83,-0.88,42.99,2.3,-0.63,43.98,3.34,-0.45,42.35,2.27,-0.01,37.01,3.21,0.06,36.36,1.71,0.8,39.61,44.66,46.87,44.61,40.28,38.87,53401,0
14,2221.4,1725.4,2099.1,2199,2170.3,2391.8,2320.2,41.24,0.86,-1.05,47.34,2.18,-0.77,48.63,5.13,-0.8,44.47,3.38,-0.06,38.24,3.25,0.31,35.95,3.3,0.95,41.05,48.75,52.96,47.79,41.8,40.2,53401,0
15,2197.1,1736.9,2132.3,2176.4,2146.4,2372.9,2353.8,43.77,0.17,-1.18,52.4,2.26,-1.02,50.52,5.23,-0.93,45.96,2.7,-0.01,39.8,3.06,0.43,36.43,3.4,0.97,42.76,53.64,54.82,48.65,43.29,40.8,53401,0
16,2191.9,1763.9,2150.1,2162.4,2134.3,2359.1,2387.4,47.62,0.1,-1.23,55.18,0.65,-1.09,51.95,7.28,-0.94,52.21,3.3,0.06,44.39,3.12,0.4,40.66,2.67,1.1,46.49,54.74,58.29,55.57,47.91,44.43,53401,0
17,2201.7,1795.4,2123.2,2122,2126.8,2346.5,2397.2,46.87,-0.1,-1.2,52.27,2.57,-1.11,48.01,5.07,-0.88,47.78,2.91,0.11,40.86,3.01,0.33,38.82,2.54,0.93,45.57,53.73,52.2,50.8,44.2,42.29,53401,0
18,2197.5,1820.1,2083.2,2080.3,2116.9,2327.4,2359,46.41,-0.47,-1.14,45.62,0.7,-0.65,41.79,3.16,-0.8,44.59,1.91,0.07,37.4,2.64,0.17,37.6,1.39,0.76,44.8,45.67,44.15,46.57,40.21,39.75,53401,1
19,2234.7,1885.9,2093.6,2088.5,2154.1,2333.1,2361.1,54.9,-0.39,-1.77,49.29,0.75,-0.91,42.85,3.37,-0.98,52.39,2.06,-0.21,40.01,2.28,-0.15,39.84,0.56,0.63,52.74,49.13,45.24,54.24,42.14,41.03,53401,0
20,2201.9,1880.3,2063.2,2064.8,2154.7,2308.8,2339,46.34,0.22,-0.9,41.84,1.73,-0.37,40.51,3.64,-0.46,41.38,2.29,0.04,35.8,3.24,0.22,37.47,1.23,0.71,45.66,43.2,43.69,43.71,39.26,39.41,53401,0
21,2076.5,1833.6,2000.3,1988.7,2067,2197.8,2208.1,39.22,0.93,-0.3,34.98,1.73,-0.29,32.15,2.09,-0.26,34.16,1.31,0.3,28.59,2.14,0.24,28.26,1.2,0.45,39.85,36.42,33.98,35.77,30.97,29.91,53401,0
22,1921.4,1760.7,1865.9,1866.6,1908.4,2043.6,2038.5,28.78,1.06,-0.25,28.11,1.48,0.07,26.46,2.1,-0.03,27.42,1.11,0.22,23.23,1.77,0.2,22.4,1.46,0.32,29.59,29.66,28.53,28.75,25.2,24.18,53401,0
23,1780,1691.4,1718.9,1734,1788.4,1894.5,1886.6,24.08,1.65,-0.3,24.48,2.15,-0.04,24.24,1.95,-0.12,23.94,0.95,0.05,21.67,1.68,0.13,21.49,0.88,0.42,25.43,26.59,26.07,24.94,23.48,22.79,53401,0
0,1687.4,1616.8,1605.8,1613.5,1722.8,1784.2,1764.2,22.68,1.55,-0.32,22.16,1.71,-0.25,24.67,1.82,0.15,23.79,1.01,0.45,21.86,0.91,0.23,20.11,1.6,0.46,23.91,23.62,26.64,25.25,23,22.17,54048,0
1,1614.6,1579.7,1512.2,1523.8,1657.1,1708,1681.1,20.99,1.78,-0.14,20.8,1.79,-0.15,22.01,1.9,0.19,21.95,0.93,0.47,20.7,0.96,0.26,18.86,1.84,0.47,22.63,22.44,24.1,23.35,21.92,21.17,54048,0
2,1564.9,1571.2,1440.1,1463.8,1584.6,1656,1622.5,20.55,1.73,-0.08,19.81,1.96,-0.06,20.9,1.81,0.25,20.98,0.98,0.46,19.77,0.92,0.33,17.8,1.92,0.48,22.2,21.71,22.96,22.42,21.02,20.2,54048,0
3,1540.3,1571.8,1392.4,1430.4,1549.9,1622.9,1590.6,20.34,1.8,0.02,19.04,1.92,0.02,20.23,1.74,0.22,20.26,1.18,0.48,19.18,0.93,0.35,17.22,2,0.48,22.16,20.98,22.19,21.92,20.46,19.7,54048,0
4,1557.6,1599.9,1361.8,1423.8,1581,1648,1602.1,20.29,1.91,0,18.92,1.9,0.02,19.77,1.96,0.21,20.87,1.31,0.43,19.96,1.11,0.25,18.04,1.95,0.4,22.2,20.84,21.94,22.61,21.32,20.39,54048,0
5,1657.5,1709,1363.7,1450,1688,1755.5,1702.4,21.54,1.87,-0.03,19.31,1.97,-0.01,20.2,1.99,0.01,23.19,1.55,0.19,22.29,1.35,-0.06,20.82,1.86,0.26,23.38,21.27,22.2,24.93,23.58,22.94,54048,0
6,1843,1916.2,1398.5,1515.2,1897.8,1966.2,1907.6,29.55,1.78,-0.21,20.16,2.04,-0.1,20.65,2.39,0.05,29.58,2.41,0.24,27.19,1.53,-0.3,24.29,1.92,-0.16,31.12,22.1,23.09,32.23,28.42,26.05,54048,0
7,1971.4,2068.9,1445.1,1597.5,2033.8,2112.8,2038.4,29.14,1.49,-0.46,21.07,2.02,-0.17,22.03,2.34,0,29.21,2.13,0.1,29.25,1.41,-0.02,24.11,1.33,-0.03,30.17,22.92,24.37,31.44,30.64,25.41,54048,0
8,1987.7,2102.8,1495.9,1670.4,2072.1,2131.8,2062.8,29.71,1.23,-0.55,22.47,1.86,-0.12,23.42,2.23,0.15,29.33,2.21,0.12,29.16,1.34,0.04,24.22,1.58,0.02,30.39,24.21,25.8,31.66,30.54,25.82,54048,0
9,2049.3,2148.9,1587.7,1763.8,2105.5,2164.2,2114.6,35.69,0.99,-0.73,24.58,2.1,-0.17,27.4,2.77,0.22,31.66,2.11,0.15,31.39,1.22,-0.03,26.01,1.74,0.08,35.95,26.51,30.39,33.92,32.58,27.83,54048,0
10,2112.1,2192,1651,1865.7,2140.4,2186.1,2179.3,40.94,0.54,-0.88,28.57,1.9,-0.22,32.08,2.61,-0.1,37.21,2.21,-0.13,33.33,1.4,0.08,28.76,2.02,-0.03,40.6,30.25,34.59,39.29,34.81,30.75,54048,0
11,2148.9,2216.2,1684,1946.9,2150.3,2175.3,2260.1,41.83,0.47,-0.8,32.22,1.37,-0.4,36.93,1.56,-0.14,39.85,3.25,-0.25,36.48,1.3,0.16,30.23,2.23,0.09,41.5,33.19,38.35,42.85,37.94,32.55,54048,0
12,2189.3,2231.9,1718.5,2011.3,2175.6,2167.2,2322.2,42.36,0.45,-1.19,34.86,0.57,-0.55,41.31,1.77,-0.39,41.71,4.02,-0.37,40.49,1.52,-0.18,34.9,3.08,0.25,41.62,34.88,42.69,45.36,41.83,38.23,54048,0
13,2228.4,2230,1728.7,2062.5,2207.1,2173.7,2395.9,43.39,-0.22,-1.17,39.66,0.83,-0.88,42.99,2.3,-0.63,43.98,3.34,-0.45,42.35,2.27,-0.01,37.01,3.21,0.06,42,39.61,44.66,46.87,44.61,40.28,54048,0
14,2244.9,2221.4,1725.4,2099.1,2199,2170.3,2391.8,45.9,1.45,-1.36,41.24,0.86,-1.05,47.34,2.18,-0.77,48.63,5.13,-0.8,44.47,3.38,-0.06,38.24,3.25,0.31,45.99,41.05,48.75,52.96,47.79,41.8,54048,0
15,2225.9,2197.1,1736.9,2132.3,2176.4,2146.4,2372.9,48.7,0.26,-1.74,43.77,0.17,-1.18,52.4,2.26,-1.02,50.52,5.23,-0.93,45.96,2.7,-0.01,39.8,3.06,0.43,47.22,42.76,53.64,54.82,48.65,43.29,54048,1
16,2221.1,2191.9,1763.9,2150.1,2162.4,2134.3,2359.1,53.12,0.33,-1.97,47.62,0.1,-1.23,55.18,0.65,-1.09,51.95,7.28,-0.94,52.21,3.3,0.06,44.39,3.12,0.4,51.48,46.49,54.74,58.29,55.57,47.91,54048,0
17,2207.3,2201.7,1795.4,2123.2,2122,2126.8,2346.5,51.18,-0.32,-1.93,46.87,-0.1,-1.2,52.27,2.57,-1.11,48.01,5.07,-0.88,47.78,2.91,0.11,40.86,3.01,0.33,48.93,45.57,53.73,52.2,50.8,44.2,54048,0
18,2196.5,2197.5,1820.1,2083.2,2080.3,2116.9,2327.4,47.96,-1.06,-1.83,46.41,-0.47,-1.14,45.62,0.7,-0.65,41.79,3.16,-0.8,44.59,1.91,0.07,37.4,2.64,0.17,45.07,44.8,45.67,44.15,46.57,40.21,54048,0
19,2231.3,2234.7,1885.9,2093.6,2088.5,2154.1,2333.1,56.07,-1.84,-2.24,54.9,-0.39,-1.77,49.29,0.75,-0.91,42.85,3.37,-0.98,52.39,2.06,-0.21,40.01,2.28,-0.15,51.99,52.74,49.13,45.24,54.24,42.14,54048,0
20,2207.8,2201.9,1880.3,2063.2,2064.8,2154.7,2308.8,44.48,0.21,-1.6,46.34,0.22,-0.9,41.84,1.73,-0.37,40.51,3.64,-0.46,41.38,2.29,0.04,35.8,3.24,0.22,43.09,45.66,43.2,43.69,43.71,39.26,54048,0
21,2102,2076.5,1833.6,2000.3,1988.7,2067,2197.8,37.26,0.93,-1.09,39.22,0.93,-0.3,34.98,1.73,-0.29,32.15,2.09,-0.26,34.16,1.31,0.3,28.59,2.14,0.24,37.1,39.85,36.42,33.98,35.77,30.97,54048,0
22,1953.5,1921.4,1760.7,1865.9,1866.6,1908.4,2043.6,29.6,1.13,-0.64,28.78,1.06,-0.25,28.11,1.48,0.07,26.46,2.1,-0.03,27.42,1.11,0.22,23.23,1.77,0.2,30.09,29.59,29.66,28.53,28.75,25.2,54048,0
23,1827.3,1780,1691.4,1718.9,1734,1788.4,1894.5,25.58,0.79,-0.44,24.08,1.65,-0.3,24.48,2.15,-0.04,24.24,1.95,-0.12,23.94,0.95,0.05,21.67,1.68,0.13,25.93,25.43,26.59,26.07,24.94,23.48,54048,0
