time,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,outage,peak_bi
5,1550.2,1583.1,1832.5,1788.5,1887.9,1872.3,1784.1,21.8,0.14,0.3,22.97,0.3,1.28,22.29,0.54,0.09,23.36,0.93,0.47,24.98,0.48,0.22,25.36,0.86,-0.34,22.24,24.55,22.92,24.76,25.68,25.88,37952,0
6,1589.6,1621.8,1950.7,1931.2,2008.4,2003.5,1916.5,22.85,-0.03,-0.03,28.17,-0.11,0.12,24.92,0.34,-0.14,27.07,0.4,0.02,30.15,0.02,0.16,29.57,0.62,-0.39,22.79,28.18,25.12,27.49,30.33,29.8,37952,0
7,1655.7,1698.8,2158.6,2144.9,2206.7,2218.8,2123.5,23.96,-0.11,0.15,41.98,0.41,0.48,35.23,0.4,0.19,38.67,0.27,0.57,40.18,-0.26,0.03,40.6,0.09,-0.42,24,42.87,35.82,39.51,39.95,40.27,37952,0
8,1736.2,1780.7,2270.1,2276.3,2306.3,2334.1,2248.2,27.48,-0.29,0.06,39.03,-0.68,0.54,34.68,0.63,0.33,38.05,0.55,0.4,42.53,-0.34,0.12,43.62,0.03,-0.33,27.25,38.89,35.64,39,42.31,43.32,37952,0
9,1813.1,1840.3,2264,2290.4,2304.6,2315.5,2266.7,28.4,-0.32,0.38,35.47,0.56,0.8,33.61,1.53,0.39,34.82,0.53,0.46,41.06,-0.11,0.51,43.92,-0.51,-0.3,28.46,36.83,35.53,35.81,41.46,43.11,37952,0
10,1882.8,1904.1,2268.9,2310.4,2299.7,2266.1,2291.6,28.63,-0.19,0.29,33.16,0.36,0.8,33.98,1.22,0.27,36.08,0.44,0.5,40.62,-0.29,0.69,42.73,0.84,-0.09,28.73,34.32,35.47,37.02,41.02,43.48,37952,0
11,1911.3,1927.7,2235.6,2326.7,2288,2219.8,2295.9,27.17,-0.2,0.29,32.27,0.46,0.83,34.24,1.5,0.3,34.25,0.69,0.68,39.22,-0.07,0.75,42.56,1.56,0.15,27.26,33.56,36.04,35.62,39.9,44.27,37952,0
12,1944.2,1923.3,2167.9,2309.5,2301,2173.1,2277.2,26.39,-0.19,0.21,30.98,0.35,0.82,33.57,1.31,0.52,31.73,0.89,0.64,35.68,0.36,0.54,42.04,0.55,0.25,26.41,32.15,35.4,33.26,36.58,42.84,37952,0
13,1950.9,1885.5,2130.5,2293.3,2293.9,2139.2,2258.2,24.76,-0.08,0.21,30.29,-0.2,0.71,32.83,1.21,0.61,29.46,0.46,0.66,33.8,0.36,0.56,38.78,0.8,0.29,24.89,30.8,34.65,30.58,34.72,39.87,37952,0
14,1953.9,1855.3,2096.8,2276.5,2290.3,2110.3,2237.4,24.07,-0.05,0.19,28.99,-0.25,0.65,32.11,1.16,0.49,28.56,0.36,0.53,32.55,0.06,0.48,36.08,0.02,0.2,24.21,29.39,33.76,29.45,33.09,36.3,37952,0
15,1963.5,1835.8,2062,2254.3,2280.5,2072.4,2215.5,23.32,0,0.2,27.39,-0.23,0.59,30.68,0.95,0.47,27.33,-0.23,0.47,30.9,-0.22,0.54,34.9,0.12,0.14,23.52,27.75,32.1,27.57,31.22,35.16,37952,0
16,1982.8,1822.9,2033.7,2228.5,2245.4,2032.9,2198,23.13,0.06,0.07,27.31,-0.38,0.6,29.99,0.79,0.42,27.39,-0.35,0.38,31.17,-0.6,0.45,33.94,0.01,0.13,23.26,27.53,31.2,27.42,31.02,34.08,37952,0
17,2026.9,1849.9,2046.2,2242.5,2251.3,2048.1,2211.9,23.87,0,-0.1,29.23,-0.45,0.61,31.87,0.93,0.27,31.08,-0.24,0.25,33.86,-1,0.5,37.43,0.14,-0.05,23.77,29.39,33.07,31.09,33.36,37.52,37952,1
18,2143.6,1888.1,2126.1,2320.7,2301,2171.8,2296.1,28.61,-0.33,-0.07,38.22,-1.31,1,44.76,0.57,0.51,41.36,-1.2,0.39,48.73,-2.29,0.48,52.22,-2.12,0.38,28.21,37.91,45.84,40.55,46.92,50.48,37952,0
19,2186.7,1868.5,2150.6,2336.6,2276.7,2248.9,2314.1,26.64,-0.25,0.03,34.49,-0.92,1.16,38.67,0.95,0.61,35.76,0.55,0.66,41.86,-1.09,0.75,43.47,0.08,0.6,26.42,34.73,40.23,36.97,41.52,44.15,37952,0
20,2178.1,1838.2,2108.1,2295.1,2220.9,2230.3,2270.6,25.81,-0.3,-0.06,33.28,-0.75,0.84,37.93,0.46,0.58,34.23,0.67,0.56,40.28,-0.95,0.82,39.45,0.64,0.32,25.45,33.37,38.97,35.46,40.15,40.41,37952,0
21,2156.9,1822.3,2075.5,2256.5,2166.4,2208.1,2225.1,24.91,-0.1,-0.18,31.9,-0.56,0.76,38.29,0.8,0.44,32.87,0.37,0.47,40.06,-1.65,0.75,40.53,0.2,0.37,24.63,32.1,39.53,33.71,39.16,41.1,37952,0
22,2101.5,1796.2,2012,2159.5,2081.2,2142.7,2141.2,23.79,-0.13,-0.33,27.83,-0.43,0.8,33.28,1.13,0.46,27.95,0.29,0.39,33.95,-0.71,0.57,36.39,0.2,0.19,23.33,28.2,34.87,28.63,33.81,36.78,37952,0
23,2035.9,1740.1,1907.6,2040.2,1956.7,2045.1,2031.3,21.66,-0.04,-0.62,25.39,-0.32,0.32,28.01,0.29,-0.04,25.31,-0.01,0.13,27.22,-0.43,0.32,29.02,0.07,0.13,21,25.39,28.26,25.43,27.11,29.22,37952,0
0,1980.4,1658,1804,1923.3,1836.1,1954.2,1933.1,20.05,-0.01,-0.21,23.96,-0.32,0.35,25.68,-0.11,0.35,23.02,-0.1,0.41,24.42,-0.3,0.33,25.81,-0.21,0.08,19.83,23.99,25.92,23.33,24.45,25.68,35501,0
1,1933.1,1597.6,1706.8,1851.3,1765.6,1891.6,1864.3,20.8,0.02,0.02,23.02,-0.14,0.43,23.02,0.37,0.55,22.63,0.03,0.13,23.84,0.21,0.39,24.92,0.08,0.25,20.84,23.31,23.94,22.79,24.44,25.25,35501,0
2,1906.7,1561.5,1637.3,1813.2,1724.8,1852.9,1824.2,20.39,0.07,0.32,22.37,-0.05,0.46,22.54,0.43,0.83,21.81,0.24,0.15,22.69,0.49,0.51,23.79,0.12,0.5,20.78,22.78,23.8,22.2,23.69,24.41,35501,0
3,1902.1,1540.7,1598,1787,1706.8,1838.3,1807.9,19.58,0.21,0.39,22.01,0.02,0.42,22.25,0.41,1.21,21.23,0.24,0.22,22.14,0.68,0.5,23.36,0.09,0.95,20.18,22.45,23.87,21.69,23.32,24.4,35501,0
4,1918.6,1537.7,1577.6,1796.3,1721.5,1841.7,1818.9,19.16,0.27,0.37,21.67,0.1,0.36,22.13,0.46,1.29,21.42,0.35,0.17,22.14,0.93,0.5,23.52,0.19,0.75,19.8,22.13,23.88,21.94,23.57,24.46,35501,0
5,1975.3,1550.2,1583.1,1832.5,1788.5,1887.9,1872.3,19.58,0.27,0.41,21.8,0.14,0.3,22.97,0.3,1.28,22.29,0.54,0.09,23.36,0.93,0.47,24.98,0.48,0.22,20.26,22.24,24.55,22.92,24.76,25.68,35501,0
6,2107.8,1589.6,1621.8,1950.7,1931.2,2008.4,2003.5,20.29,0.27,0.04,22.85,-0.03,-0.03,28.17,-0.11,0.12,24.92,0.34,-0.14,27.07,0.4,0.02,30.15,0.02,0.16,20.6,22.79,28.18,25.12,27.49,30.33,35501,1
7,2310.2,1655.7,1698.8,2158.6,2144.9,2206.7,2218.8,20.08,0.43,-0.19,23.96,-0.11,0.15,41.98,0.41,0.48,35.23,0.4,0.19,38.67,0.27,0.57,40.18,-0.26,0.03,20.32,24,42.87,35.82,39.51,39.95,35501,0
8,2428.1,1736.2,1780.7,2270.1,2276.3,2306.3,2334.1,20.64,0.51,-0.22,27.48,-0.29,0.06,39.03,-0.68,0.54,34.68,0.63,0.33,38.05,0.55,0.4,42.53,-0.34,0.12,20.93,27.25,38.89,35.64,39,42.31,35501,0
9,2413.6,1813.1,1840.3,2264,2290.4,2304.6,2315.5,22.82,0.24,-0.21,28.4,-0.32,0.38,35.47,0.56,0.8,33.61,1.53,0.39,34.82,0.53,0.46,41.06,-0.11,0.51,22.85,28.46,36.83,35.53,35.81,41.46,35501,0
10,2372.2,1882.8,1904.1,2268.9,2310.4,2299.7,2266.1,24.42,0.07,-0.11,28.63,-0.19,0.29,33.16,0.36,0.8,33.98,1.22,0.27,36.08,0.44,0.5,40.62,-0.29,0.69,24.38,28.73,34.32,35.47,37.02,41.02,35501,0
11,2341.9,1911.3,1927.7,2235.6,2326.7,2288,2219.8,23.59,-0.07,0.06,27.17,-0.2,0.29,32.27,0.46,0.83,34.24,1.5,0.3,34.25,0.69,0.68,39.22,-0.07,0.75,23.58,27.26,33.56,36.04,35.62,39.9,35501,0
12,2297.1,1944.2,1923.3,2167.9,2309.5,2301,2173.1,23.38,-0.11,0.16,26.39,-0.19,0.21,30.98,0.35,0.82,33.57,1.31,0.52,31.73,0.89,0.64,35.68,0.36,0.54,23.43,26.41,32.15,35.4,33.26,36.58,35501,0
13,2257.9,1950.9,1885.5,2130.5,2293.3,2293.9,2139.2,23.06,-0.1,0.22,24.76,-0.08,0.21,30.29,-0.2,0.71,32.83,1.21,0.61,29.46,0.46,0.66,33.8,0.36,0.56,23.18,24.89,30.8,34.65,30.58,34.72,35501,0
14,2219.8,1953.9,1855.3,2096.8,2276.5,2290.3,2110.3,22.91,-0.06,0.24,24.07,-0.05,0.19,28.99,-0.25,0.65,32.11,1.16,0.49,28.56,0.36,0.53,32.55,0.06,0.48,23.09,24.21,29.39,33.76,29.45,33.09,35501,0
15,2175.8,1963.5,1835.8,2062,2254.3,2280.5,2072.4,22.6,-0.11,0.3,23.32,0,0.2,27.39,-0.23,0.59,30.68,0.95,0.47,27.33,-0.23,0.47,30.9,-0.22,0.54,22.79,23.52,27.75,32.1,27.57,31.22,35501,0
16,2139.6,1982.8,1822.9,2033.7,2228.5,2245.4,2032.9,22.73,-0.21,0.36,23.13,0.06,0.07,27.31,-0.38,0.6,29.99,0.79,0.42,27.39,-0.35,0.38,31.17,-0.6,0.45,22.88,23.26,27.53,31.2,27.42,31.02,35501,0
17,2161.9,2026.9,1849.9,2046.2,2242.5,2251.3,2048.1,26.54,-0.8,0.23,23.87,0,-0.1,29.23,-0.45,0.61,31.87,0.93,0.27,31.08,-0.24,0.25,33.86,-1,0.5,25.97,23.77,29.39,33.07,31.09,33.36,35501,0
18,2277.4,2143.6,1888.1,2126.1,2320.7,2301,2171.8,34.31,-1.48,-0.1,28.61,-0.33,-0.07,38.22,-1.31,1,44.76,0.57,0.51,41.36,-1.2,0.39,48.73,-2.29,0.48,32.73,28.21,37.91,45.84,40.55,46.92,35501,0
19,2338.8,2186.7,1868.5,2150.6,2336.6,2276.7,2248.9,32.09,-0.63,0.08,26.64,-0.25,0.03,34.49,-0.92,1.16,38.67,0.95,0.61,35.76,0.55,0.66,41.86,-1.09,0.75,31.54,26.42,34.73,40.23,36.97,41.52,35501,0
20,2316.3,2178.1,1838.2,2108.1,2295.1,2220.9,2230.3,31.79,-0.54,0.02,25.81,-0.3,-0.06,33.28,-0.75,0.84,37.93,0.46,0.58,34.23,0.67,0.56,40.28,-0.95,0.82,31.27,25.45,33.37,38.97,35.46,40.15,35501,0
21,2285.1,2156.9,1822.3,2075.5,2256.5,2166.4,2208.1,31.4,-0.38,0.04,24.91,-0.1,-0.18,31.9,-0.56,0.76,38.29,0.8,0.44,32.87,0.37,0.47,40.06,-1.65,0.75,31.06,24.63,32.1,39.53,33.71,39.16,35501,0
22,2209.4,2101.5,1796.2,2012,2159.5,2081.2,2142.7,29.45,-0.29,0.11,23.79,-0.13,-0.33,27.83,-0.43,0.8,33.28,1.13,0.46,27.95,0.29,0.39,33.95,-0.71,0.57,29.27,23.33,28.2,34.87,28.63,33.81,35501,0
23,2101.3,2035.9,1740.1,1907.6,2040.2,1956.7,2045.1,25.65,-0.13,0.4,21.66,-0.04,-0.62,25.39,-0.32,0.32,28.01,0.29,-0.04,25.31,-0.01,0.13,27.22,-0.43,0.32,25.92,21,25.39,28.26,25.43,27.11,35501,0
0,1988.4,1980.4,1658,1804,1923.3,1836.1,1954.2,23.45,-0.23,0.97,20.05,-0.01,-0.21,23.96,-0.32,0.35,25.68,-0.11,0.35,23.02,-0.1,0.41,24.42,-0.3,0.33,24.19,19.83,23.99,25.92,23.33,24.45,30399,0
1,1920,1933.1,1597.6,1706.8,1851.3,1765.6,1891.6,23.08,-0.05,0.39,20.8,0.02,0.02,23.02,-0.14,0.43,23.02,0.37,0.55,22.63,0.03,0.13,23.84,0.21,0.39,23.42,20.84,23.31,23.94,22.79,24.44,30399,0
2,1868.1,1906.7,1561.5,1637.3,1813.2,1724.8,1852.9,22.8,-0.12,0.93,20.39,0.07,0.32,22.37,-0.05,0.46,22.54,0.43,0.83,21.81,0.24,0.15,22.69,0.49,0.51,23.61,20.78,22.78,23.8,22.2,23.69,30399,0
3,1837.8,1902.1,1540.7,1598,1787,1706.8,1838.3,22.56,-0.1,1.01,19.58,0.21,0.39,22.01,0.02,0.42,22.25,0.41,1.21,21.23,0.24,0.22,22.14,0.68,0.5,23.47,20.18,22.45,23.87,21.69,23.32,30399,0
4,1843.7,1918.6,1537.7,1577.6,1796.3,1721.5,1841.7,22.61,-0.03,0.99,19.16,0.27,0.37,21.67,0.1,0.36,22.13,0.46,1.29,21.42,0.35,0.17,22.14,0.93,0.5,23.57,19.8,22.13,23.88,21.94,23.57,30399,0
5,1891.6,1975.3,1550.2,1583.1,1832.5,1788.5,1887.9,22.84,0.09,0.97,19.58,0.27,0.41,21.8,0.14,0.3,22.97,0.3,1.28,22.29,0.54,0.09,23.36,0.93,0.47,23.9,20.26,22.24,24.55,22.92,24.76,30399,0
6,2004.9,2107.8,1589.6,1621.8,1950.7,1931.2,2008.4,28.32,-0.26,1.21,20.29,0.27,0.04,22.85,-0.03,-0.03,28.17,-0.11,0.12,24.92,0.34,-0.14,27.07,0.4,0.02,29.27,20.6,22.79,28.18,25.12,27.49,30399,1
7,2204.6,2310.2,1655.7,1698.8,2158.6,2144.9,2206.7,39.16,-0.4,1.66,20.08,0.43,-0.19,23.96,-0.11,0.15,41.98,0.41,0.48,35.23,0.4,0.19,38.67,0.27,0.57,40.42,20.32,24,42.87,35.82,39.51,30399,0
8,2306.1,2428.1,1736.2,1780.7,2270.1,2276.3,2306.3,39.35,-1.01,1.69,20.64,0.51,-0.22,27.48,-0.29,0.06,39.03,-0.68,0.54,34.68,0.63,0.33,38.05,0.55,0.4,40.03,20.93,27.25,38.89,35.64,39,30399,0
9,2308.7,2413.6,1813.1,1840.3,2264,2290.4,2304.6,34.64,-0.33,0.66,22.82,0.24,-0.21,28.4,-0.32,0.38,35.47,0.56,0.8,33.61,1.53,0.39,34.82,0.53,0.46,34.97,22.85,28.46,36.83,35.53,35.81,30399,0
10,2306.3,2372.2,1882.8,1904.1,2268.9,2310.4,2299.7,30.99,0.08,0.21,24.42,0.07,-0.11,28.63,-0.19,0.29,33.16,0.36,0.8,33.98,1.22,0.27,36.08,0.44,0.5,31.28,24.38,28.73,34.32,35.47,37.02,30399,0
11,2270.8,2341.9,1911.3,1927.7,2235.6,2326.7,2288,29.69,0.15,0.18,23.59,-0.07,0.06,27.17,-0.2,0.29,32.27,0.46,0.83,34.24,1.5,0.3,34.25,0.69,0.68,30.02,23.58,27.26,33.56,36.04,35.62,30399,0
12,2208,2297.1,1944.2,1923.3,2167.9,2309.5,2301,28.05,-0.15,0.16,23.38,-0.11,0.16,26.39,-0.19,0.21,30.98,0.35,0.82,33.57,1.31,0.52,31.73,0.89,0.64,28.06,23.43,26.41,32.15,35.4,33.26,30399,0
13,2173,2257.9,1950.9,1885.5,2130.5,2293.3,2293.9,26.61,-0.25,0.33,23.06,-0.1,0.22,24.76,-0.08,0.21,30.29,-0.2,0.71,32.83,1.21,0.61,29.46,0.46,0.66,26.69,23.18,24.89,30.8,34.65,30.58,30399,0
14,2140.7,2219.8,1953.9,1855.3,2096.8,2276.5,2290.3,25.57,-0.36,0.29,22.91,-0.06,0.24,24.07,-0.05,0.19,28.99,-0.25,0.65,32.11,1.16,0.49,28.56,0.36,0.53,25.5,23.09,24.21,29.39,33.76,29.45,30399,0
15,2112.4,2175.8,1963.5,1835.8,2062,2254.3,2280.5,24.54,-0.26,0.3,22.6,-0.11,0.3,23.32,0,0.2,27.39,-0.23,0.59,30.68,0.95,0.47,27.33,-0.23,0.47,24.58,22.79,23.52,27.75,32.1,27.57,30399,0
16,2090.4,2139.6,1982.8,1822.9,2033.7,2228.5,2245.4,24.56,-0.22,0.23,22.73,-0.21,0.36,23.13,0.06,0.07,27.31,-0.38,0.6,29.99,0.79,0.42,27.39,-0.35,0.38,24.57,22.88,23.26,27.53,31.2,27.42,30399,0
17,2108.3,2161.9,2026.9,1849.9,2046.2,2242.5,2251.3,26.88,-0.64,-0.23,26.54,-0.8,0.23,23.87,0,-0.1,29.23,-0.45,0.61,31.87,0.93,0.27,31.08,-0.24,0.25,26.01,25.97,23.77,29.39,33.07,31.09,30399,0
18,2195.9,2277.4,2143.6,1888.1,2126.1,2320.7,2301,36.01,-2.71,-0.3,34.31,-1.48,-0.1,28.61,-0.33,-0.07,38.22,-1.31,1,44.76,0.57,0.51,41.36,-1.2,0.39,33,32.73,28.21,37.91,45.84,40.55,30399,0
19,2217.7,2338.8,2186.7,1868.5,2150.6,2336.6,2276.7,31.83,-0.97,-0.06,32.09,-0.63,0.08,26.64,-0.25,0.03,34.49,-0.92,1.16,38.67,0.95,0.61,35.76,0.55,0.66,30.8,31.54,26.42,34.73,40.23,36.97,30399,0
20,2177.3,2316.3,2178.1,1838.2,2108.1,2295.1,2220.9,30.7,-1.03,-0.11,31.79,-0.54,0.02,25.81,-0.3,-0.06,33.28,-0.75,0.84,37.93,0.46,0.58,34.23,0.67,0.56,29.56,31.27,25.45,33.37,38.97,35.46,30399,0
21,2141.5,2285.1,2156.9,1822.3,2075.5,2256.5,2166.4,30.36,-0.63,-0.04,31.4,-0.38,0.04,24.91,-0.1,-0.18,31.9,-0.56,0.76,38.29,0.8,0.44,32.87,0.37,0.47,29.69,31.06,24.63,32.1,39.53,33.71,30399,0
22,2088.7,2209.4,2101.5,1796.2,2012,2159.5,2081.2,27.76,-0.54,-0.15,29.45,-0.29,0.11,23.79,-0.13,-0.33,27.83,-0.43,0.8,33.28,1.13,0.46,27.95,0.29,0.39,27.07,29.27,23.33,28.2,34.87,28.63,30399,0
23,2008.2,2101.3,2035.9,1740.1,1907.6,2040.2,1956.7,26.02,-0.51,-0.14,25.65,-0.13,0.4,21.66,-0.04,-0.62,25.39,-0.32,0.32,28.01,0.29,-0.04,25.31,-0.01,0.13,25.37,25.92,21,25.39,28.26,25.43,30399,0
0,1913,1988.4,1980.4,1658,1804,1923.3,1836.1,23.58,-0.24,0.19,23.45,-0.23,0.97,20.05,-0.01,-0.21,23.96,-0.32,0.35,25.68,-0.11,0.35,23.02,-0.1,0.41,23.53,24.19,19.83,23.99,25.92,23.33,29513,0
1,1854.4,1920,1933.1,1597.6,1706.8,1851.3,1765.6,21.97,0.13,-0.03,23.08,-0.05,0.39,20.8,0.02,0.02,23.02,-0.14,0.43,23.02,0.37,0.55,22.63,0.03,0.13,22.07,23.42,20.84,23.31,23.94,22.79,29513,0
2,1816.8,1868.1,1906.7,1561.5,1637.3,1813.2,1724.8,21.57,0.3,0.05,22.8,-0.12,0.93,20.39,0.07,0.32,22.37,-0.05,0.46,22.54,0.43,0.83,21.81,0.24,0.15,21.92,23.61,20.78,22.78,23.8,22.2,29513,0
3,1802.8,1837.8,1902.1,1540.7,1598,1787,1706.8,21.28,0.37,0.21,22.56,-0.1,1.01,19.58,0.21,0.39,22.01,0.02,0.42,22.25,0.41,1.21,21.23,0.24,0.22,21.86,23.47,20.18,22.45,23.87,21.69,29513,0
4,1822,1843.7,1918.6,1537.7,1577.6,1796.3,1721.5,21.18,0.76,0.12,22.61,-0.03,0.99,19.16,0.27,0.37,21.67,0.1,0.36,22.13,0.46,1.29,21.42,0.35,0.17,22.06,23.57,19.8,22.13,23.88,21.94,29513,0
5,1875.9,1891.6,1975.3,1550.2,1583.1,1832.5,1788.5,21.41,0.84,0.11,22.84,0.09,0.97,19.58,0.27,0.41,21.8,0.14,0.3,22.97,0.3,1.28,22.29,0.54,0.09,22.36,23.9,20.26,22.24,24.55,22.92,29513,0
6,1993.3,2004.9,2107.8,1589.6,1621.8,1950.7,1931.2,25.65,0.73,-0.26,28.32,-0.26,1.21,20.29,0.27,0.04,22.85,-0.03,-0.03,28.17,-0.11,0.12,24.92,0.34,-0.14,26.12,29.27,20.6,22.79,28.18,25.12,29513,0
7,2153.5,2204.6,2310.2,1655.7,1698.8,2158.6,2144.9,33.99,0.48,-0.25,39.16,-0.4,1.66,20.08,0.43,-0.19,23.96,-0.11,0.15,41.98,0.41,0.48,35.23,0.4,0.19,34.22,40.42,20.32,24,42.87,35.82,29513,0
8,2278.1,2306.1,2428.1,1736.2,1780.7,2270.1,2276.3,34.22,-0.07,-0.13,39.35,-1.01,1.69,20.64,0.51,-0.22,27.48,-0.29,0.06,39.03,-0.68,0.54,34.68,0.63,0.33,34.02,40.03,20.93,27.25,38.89,35.64,29513,0
9,2317.2,2308.7,2413.6,1813.1,1840.3,2264,2290.4,30.79,-0.23,-0.1,34.64,-0.33,0.66,22.82,0.24,-0.21,28.4,-0.32,0.38,35.47,0.56,0.8,33.61,1.53,0.39,30.46,34.97,22.85,28.46,36.83,35.53,29513,0
10,2348.1,2306.3,2372.2,1882.8,1904.1,2268.9,2310.4,28.47,0.13,0.05,30.99,0.08,0.21,24.42,0.07,-0.11,28.63,-0.19,0.29,33.16,0.36,0.8,33.98,1.22,0.27,28.65,31.28,24.38,28.73,34.32,35.47,29513,0
11,2365,2270.8,2341.9,1911.3,1927.7,2235.6,2326.7,27.29,0.05,0.12,29.69,0.15,0.18,23.59,-0.07,0.06,27.17,-0.2,0.29,32.27,0.46,0.83,34.24,1.5,0.3,27.46,30.02,23.58,27.26,33.56,36.04,29513,0
12,2336.7,2208,2297.1,1944.2,1923.3,2167.9,2309.5,25.83,0.04,0.04,28.05,-0.15,0.16,23.38,-0.11,0.16,26.39,-0.19,0.21,30.98,0.35,0.82,33.57,1.31,0.52,25.91,28.06,23.43,26.41,32.15,35.4,29513,0
13,2302.8,2173,2257.9,1950.9,1885.5,2130.5,2293.3,24.49,0.02,-0.01,26.61,-0.25,0.33,23.06,-0.1,0.22,24.76,-0.08,0.21,30.29,-0.2,0.71,32.83,1.21,0.61,24.5,26.69,23.18,24.89,30.8,34.65,29513,0
14,2270.8,2140.7,2219.8,1953.9,1855.3,2096.8,2276.5,24.17,-0.01,-0.02,25.57,-0.36,0.29,22.91,-0.06,0.24,24.07,-0.05,0.19,28.99,-0.25,0.65,32.11,1.16,0.49,24.14,25.5,23.09,24.21,29.39,33.76,29513,0
15,2213.9,2112.4,2175.8,1963.5,1835.8,2062,2254.3,23.71,0.04,0.04,24.54,-0.26,0.3,22.6,-0.11,0.3,23.32,0,0.2,27.39,-0.23,0.59,30.68,0.95,0.47,23.79,24.58,22.79,23.52,27.75,32.1,29513,0
16,2170.8,2090.4,2139.6,1982.8,1822.9,2033.7,2228.5,23.97,-0.29,-0.01,24.56,-0.22,0.23,22.73,-0.21,0.36,23.13,0.06,0.07,27.31,-0.38,0.6,29.99,0.79,0.42,23.67,24.57,22.88,23.26,27.53,31.2,29513,0
17,2185.9,2108.3,2161.9,2026.9,1849.9,2046.2,2242.5,25.48,-0.64,-0.33,26.88,-0.64,-0.23,26.54,-0.8,0.23,23.87,0,-0.1,29.23,-0.45,0.61,31.87,0.93,0.27,24.51,26.01,25.97,23.77,29.39,33.07,29513,1
18,2284.6,2195.9,2277.4,2143.6,1888.1,2126.1,2320.7,34.32,-0.66,-0.49,36.01,-2.71,-0.3,34.31,-1.48,-0.1,28.61,-0.33,-0.07,38.22,-1.31,1,44.76,0.57,0.51,33.17,33,32.73,28.21,37.91,45.84,29513,0
19,2328.3,2217.7,2338.8,2186.7,1868.5,2150.6,2336.6,31.43,-0.07,-0.2,31.83,-0.97,-0.06,32.09,-0.63,0.08,26.64,-0.25,0.03,34.49,-0.92,1.16,38.67,0.95,0.61,31.16,30.8,31.54,26.42,34.73,40.23,29513,0
20,2293.4,2177.3,2316.3,2178.1,1838.2,2108.1,2295.1,29.71,-0.06,-0.25,30.7,-1.03,-0.11,31.79,-0.54,0.02,25.81,-0.3,-0.06,33.28,-0.75,0.84,37.93,0.46,0.58,29.4,29.56,31.27,25.45,33.37,38.97,29513,0
21,2268.6,2141.5,2285.1,2156.9,1822.3,2075.5,2256.5,28.86,0.06,-0.19,30.36,-0.63,-0.04,31.4,-0.38,0.04,24.91,-0.1,-0.18,31.9,-0.56,0.76,38.29,0.8,0.44,28.73,29.69,31.06,24.63,32.1,39.53,29513,0
22,2210,2088.7,2209.4,2101.5,1796.2,2012,2159.5,25.5,0.12,-0.19,27.76,-0.54,-0.15,29.45,-0.29,0.11,23.79,-0.13,-0.33,27.83,-0.43,0.8,33.28,1.13,0.46,25.43,27.07,29.27,23.33,28.2,34.87,29513,0
23,2088.5,2008.2,2101.3,2035.9,1740.1,1907.6,2040.2,23.78,0.12,-0.34,26.02,-0.51,-0.14,25.65,-0.13,0.4,21.66,-0.04,-0.62,25.39,-0.32,0.32,28.01,0.29,-0.04,23.56,25.37,25.92,21,25.39,28.26,29513,0
0,1964.1,1913,1988.4,1980.4,1658,1804,1923.3,22.41,0.14,-0.09,23.58,-0.24,0.19,23.45,-0.23,0.97,20.05,-0.01,-0.21,23.96,-0.32,0.35,25.68,-0.11,0.35,22.46,23.53,24.19,19.83,23.99,25.92,25504,0
1,1869.4,1854.4,1920,1933.1,1597.6,1706.8,1851.3,21.19,0.06,0.13,21.97,0.13,-0.03,23.08,-0.05,0.39,20.8,0.02,0.02,23.02,-0.14,0.43,23.02,0.37,0.55,21.38,22.07,23.42,20.84,23.31,23.94,25504,0
2,1814.9,1816.8,1868.1,1906.7,1561.5,1637.3,1813.2,20.78,0.16,0.21,21.57,0.3,0.05,22.8,-0.12,0.93,20.39,0.07,0.32,22.37,-0.05,0.46,22.54,0.43,0.83,21.15,21.92,23.61,20.78,22.78,23.8,25504,0
3,1785.9,1802.8,1837.8,1902.1,1540.7,1598,1787,20.62,0.2,0.18,21.28,0.37,0.21,22.56,-0.1,1.01,19.58,0.21,0.39,22.01,0.02,0.42,22.25,0.41,1.21,21,21.86,23.47,20.18,22.45,23.87,25504,0
4,1776,1822,1843.7,1918.6,1537.7,1577.6,1796.3,20.72,0.25,0.2,21.18,0.76,0.12,22.61,-0.03,0.99,19.16,0.27,0.37,21.67,0.1,0.36,22.13,0.46,1.29,21.17,22.06,23.57,19.8,22.13,23.88,25504,0
5,1781.9,1875.9,1891.6,1975.3,1550.2,1583.1,1832.5,21.01,0.27,0.18,21.41,0.84,0.11,22.84,0.09,0.97,19.58,0.27,0.41,21.8,0.14,0.3,22.97,0.3,1.28,21.46,22.36,23.9,20.26,22.24,24.55,25504,0
