time,Coal,Gas,Hydro,Multiple Fuels,Nuclear,Oil,Other,Other Renewables,Solar,Storage,Wind,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,0
12,25871.3,29243.3,1719.8,552.1,29683.3,267.2,138.3,673,860.4,0,1838.4,2213,2348,2150.3,2186.4,1640,1722.2,1944.2,35.73,2.31,0.18,32.63,-1.86,0.63,34.75,-2.64,0.33,22.56,0.03,0.14,22,1.15,0.57,27.1,0.08,0.63,38.22,31.4,32.44,22.73,23.72,27.81,47814
13,25637.1,28267.2,1416.4,380.1,29673.1,326.9,138,679,858.4,0,1986.5,2169.1,2333.8,2123.6,2149.6,1578.4,1679,1874.6,34.18,2.07,0.14,30.26,-1.77,0.54,33.87,-2.52,0.39,21.53,0.13,0.18,21.17,1.43,0.45,27.98,0.06,0.55,36.39,29.03,31.74,21.84,23.05,28.59,47814
14,25598.3,27022.2,1213.7,377,29672.2,266.4,137,671.4,901.7,0,2034.8,2116,2314.4,2087.4,2104.7,1526.8,1666.2,1820.3,31.1,1.8,-0.01,28.24,-1.96,0.54,31.36,-2.39,0.52,20.8,0.2,0.21,20.36,1.08,0.36,27.05,-0.07,0.47,32.89,26.82,29.49,21.21,21.8,27.45,47814
15,25117.2,26341.9,1232.1,379.3,29655.9,266.8,138.7,659.6,867.8,0,2148.8,2045.9,2291.4,2029.9,2036.4,1510.3,1654.5,1765.7,30.24,1.58,-0.1,26.43,-1.61,0.39,29.8,-2.47,0.48,20.52,0.29,0.17,20.21,1.05,0.4,23.49,0.7,0.41,31.72,25.21,27.81,20.98,21.66,24.6,47814
16,25313.2,26258.9,1233.3,377.8,29651.5,268.1,137.2,665.2,767,0,2234.1,2021.7,2280.9,2013.5,2002,1514.1,1663.2,1722.3,30.54,1.52,-0.22,25.64,-2.11,0.35,29.6,-2.84,0.61,20.76,0.16,0.18,20.19,1.82,0.39,22.58,0.69,0.32,31.84,23.88,27.37,21.1,22.4,23.59,47814
17,24934.9,25367.7,1275.7,375.9,29656.7,218.5,137.9,670.4,602.6,0,2442.7,2021.8,2284.8,2019.4,2000.7,1535.3,1676.2,1687.1,33.07,1.43,-0.3,25.66,-2.37,0.26,30.05,-3.27,0.49,21.61,0.07,0.13,20.67,0.82,0.32,23.26,0.34,0.31,34.2,23.55,27.27,21.81,21.81,23.91,47814
18,25479.8,26172.2,1557.9,375.6,29647.1,219,77,671.8,243,0,2193.6,2019.9,2300.5,2004.2,2010,1591.6,1695.7,1665.3,35.3,2.35,-0.3,26.18,-2.25,0.19,31.26,-3.39,0.2,22.77,-0.16,0.01,21,0.7,0.35,23.64,0.66,0.34,37.35,24.12,28.07,22.62,22.05,24.64,47814
19,25139.7,26673.9,3762.8,374,29661.4,215.1,37.5,674.1,6.2,0,1884.1,2053.4,2308,2001.5,2044.7,1683.8,1718.1,1669.6,41.7,3.17,-0.25,31.18,-2.14,0.16,39.32,-4.92,-0.05,29.95,-0.21,-0.38,26.09,0.07,0.12,28.68,0.59,0.48,44.62,29.2,34.35,29.36,26.28,29.75,47814
20,26613.5,29629,4402.5,383.5,29653.7,258.8,35.4,678.5,6.2,0,1350,2137.6,2350.6,2011.4,2120.9,1789.7,1758.2,1775,48.62,3.87,-0.08,32.89,-1.74,0.16,39.87,-5.41,-0.11,31.41,-0.14,-0.35,26.66,1.41,0.21,29.01,0.56,0.58,52.41,31.31,34.35,30.92,28.28,30.15,47814
21,27068.4,29854.4,2865.5,385.2,29657,259.3,34.7,677.1,6.2,0,1288.2,2100.9,2297.9,1946.8,2073.5,1792.4,1724.6,1776.2,38.16,3.33,-0.26,27.22,-1.63,0.15,33.74,-3.9,-0.15,27.87,-0.07,-0.29,23.82,0.34,0.29,24.49,0.95,0.12,41.23,25.74,29.69,27.51,24.45,25.56,47814
22,27266.4,27721.5,1413.3,384.1,29675.8,262.9,34.8,683.3,6.2,0,1224.5,1994.5,2181.9,1835.1,1966.4,1758,1652.2,1720.9,33.94,2.74,-0.05,22.8,-0.83,-0.13,27.94,-2.93,-0.18,24.39,0.12,-0.34,22.37,-0.06,0.27,21.53,0.54,0.19,36.63,21.84,24.83,24.17,22.58,22.26,47814
23,26657.2,26010.6,1368.1,386.1,29676.1,214.2,35,679.8,6.2,0,1147.6,1887.1,2068.2,1728.7,1860.8,1734.9,1564.6,1651,29.06,0.77,0.14,19.8,-0.05,-0.12,24.7,-2.56,0.11,21.65,0.15,-0.18,20.91,0.22,0.27,20.22,0.45,0.34,29.97,19.63,22.25,21.62,21.4,21.01,47814
0,25723,23962.7,1117.9,385.9,29682.4,215.4,33.2,678.7,6.2,0,1800.4,1812.5,1998.1,1651.1,1784.4,1706.6,1484.2,1598.3,29.08,2.8,0.42,20,0.52,-0.08,22.32,-0.35,0.46,21.69,0.07,-0.06,20.45,0.31,0.17,22.09,0.59,0.48,32.3,20.44,22.43,21.7,20.93,23.16,50595
1,25005.4,22368.3,1103.4,388.2,29645.5,214.9,34.5,677.8,6.2,0,2220.4,1763.9,1945.2,1619.5,1736.7,1684.2,1431.6,1576,28.13,2.69,0.58,19.26,0.56,0.01,21.58,-0.25,0.54,21.32,0.16,0,20.24,0.34,0.06,21.53,0.59,0.46,31.4,19.83,21.87,21.48,20.64,22.58,50595
2,23780.3,22521.1,1080.3,387.5,29540.7,216.1,35,677.6,1.3,0,2082.3,1729.3,1917.8,1616.1,1698,1684.4,1416.8,1565.9,27.39,2.25,0.63,19.17,0.54,0.08,20.93,-0.12,0.58,21.11,0.15,0.1,19.8,0.44,0.06,20.57,0.72,0.57,30.27,19.79,21.39,21.36,20.3,21.86,50595
3,23179.9,22023.7,1122.3,317.2,29532.4,218.8,34.2,671.4,1.3,0,2784.6,1725.7,1916.3,1627.1,1693.4,1698.1,1422.6,1566.7,28.36,2.42,0.71,19.21,0.59,0.1,20.9,-0.05,0.53,21.29,0.12,0.15,19.6,0.52,0,20.96,0.98,0.6,31.49,19.9,21.38,21.56,20.12,22.54,50595
4,22735.4,22583,1228.4,389.3,29530.2,220.7,33.3,674.4,1.3,0,3466.1,1762,1963.6,1700.4,1732.2,1753.3,1448.7,1585.9,29.36,3.09,0.79,19.82,0.73,-0.02,21.76,-0.21,0.46,22.03,0.06,0.17,19.69,0.44,-0.01,20.74,1.44,0.62,33.24,20.53,22.01,22.26,20.12,22.8,50595
5,23750.8,23588,1256.7,388.7,29527.3,228.5,34.8,682.8,1.3,0,4055.4,1872.2,2077.3,1853.7,1835.1,1882,1495.4,1627.2,36.56,8.24,0.78,21.63,1.19,-0.1,24.91,-0.3,0.29,27.68,-0.06,0.14,19.94,0.38,-0.09,21.59,1.5,0.72,45.58,22.72,24.9,27.76,20.23,23.81,50595
6,25586,24979.9,4468.1,387.4,29524.4,271,38.9,662.4,1.3,0,4231,2058.7,2278.3,2088.6,2019.3,2092.1,1572.1,1704.5,54.43,20.22,1.89,30.8,3.42,0.15,35.77,-1.64,1.22,38.83,0.14,0.58,20.01,0.72,-0.1,25.29,2.59,0.72,76.54,34.37,35.35,39.55,20.63,28.6,50595
7,27174.1,27803.6,4616.7,390,29514.3,270.7,42.9,679.5,32.7,0,4646.6,2155.4,2381.4,2242,2131.3,2217.4,1644.9,1769.9,61.86,18.41,2.07,33.56,2.94,-0.06,34.61,-1.46,0.76,42.89,-1.14,0.61,21.25,0.61,-0.05,27.38,2.89,0.67,82.34,36.44,33.91,42.36,21.81,30.94,50595
8,27375.3,28001.1,4673.2,391.4,29515.2,266.3,118.8,675.7,281.1,0,4613.4,2172.9,2360,2290.9,2164.2,2238.5,1706.9,1815.5,52.7,13.63,1.72,34.73,3.04,0.04,35.11,-1.94,0.7,43.06,-3.47,0.24,22.74,0.11,-0.06,28.94,2.58,0.77,68.05,37.81,33.87,39.83,22.79,32.29,50595
9,27744.9,28580.5,3046.5,381,29504.4,216.7,91.6,672.1,414.3,0,4896.7,2178.6,2325.6,2321.4,2158.7,2228.2,1732.1,1817.4,43.68,13.9,1.37,34.01,2.94,0.02,35.12,-2.21,0.76,40.99,-3.38,0.07,24.9,-0.1,-0.03,29.06,2.1,0.79,58.95,36.97,33.67,37.68,24.77,31.95,50595
10,26808,27732.4,1785.8,379.1,29622.5,218.2,125.9,679.5,528,0,5923.9,2157.2,2293.9,2362.2,2180.4,2223.9,1710,1806.6,41.53,11.68,1.45,35.56,2.71,0.02,34.53,-2.17,0.77,40.92,-3.86,0.27,24.63,-0.17,0,29,2.52,0.71,54.66,38.29,33.13,37.33,24.46,32.23,50595
11,26323.3,26792.7,1494.8,373.6,29605.6,216.5,126.1,680.5,566.5,0,6160.5,2100.8,2250.4,2355.4,2158.6,2205.1,1683.2,1777,38.56,9.21,1.4,34.59,2.48,0.2,34.41,-2.14,0.79,38.4,-3.26,0.34,23.57,-0.1,0.04,23.98,1.71,0.58,49.17,37.27,33.06,35.48,23.51,26.27,50595
12,25278.1,25047.1,1237.3,369.8,29602.6,216.5,136.8,675,596.2,0,6539.1,2062.3,2213,2348,2150.3,2186.4,1640,1722.2,37.37,8.45,1.39,35.73,2.31,0.18,32.63,-1.86,0.63,34.75,-2.64,0.33,22.56,0.03,0.14,22,1.15,0.57,47.21,38.22,31.4,32.44,22.73,23.72,50595
13,24553.1,24571.9,1239,369.7,29587.2,217.8,136.4,675.2,722.2,0,6797,2029.4,2169.1,2333.8,2123.6,2149.6,1578.4,1679,35.49,7.75,1.36,34.18,2.07,0.14,30.26,-1.77,0.54,33.87,-2.52,0.39,21.53,0.13,0.18,21.17,1.43,0.45,44.6,36.39,29.03,31.74,21.84,23.05,50595
14,23339.2,24555.3,1232,367.9,29573.9,216.6,122.8,676.4,769.4,0,6751,1988.1,2116,2314.4,2087.4,2104.7,1526.8,1666.2,32.48,6.39,1.15,31.1,1.8,-0.01,28.24,-1.96,0.54,31.36,-2.39,0.52,20.8,0.2,0.21,20.36,1.08,0.36,40.02,32.89,26.82,29.49,21.21,21.8,50595
15,22855.9,23387.3,1088.1,71.4,29568.1,218.8,137,594.7,726.1,0,6918.4,1938,2045.9,2291.4,2029.9,2036.4,1510.3,1654.5,30.58,5.11,1.06,30.24,1.58,-0.1,26.43,-1.61,0.39,29.8,-2.47,0.48,20.52,0.29,0.17,20.21,1.05,0.4,36.75,31.72,25.21,27.81,20.98,21.66,50595
16,22325.3,24501.2,1151.2,366,29556.3,216.3,126.3,598.2,629.1,0,6802.4,1951.7,2021.7,2280.9,2013.5,2002,1514.1,1663.2,30.17,4.95,0.96,30.54,1.52,-0.22,25.64,-2.11,0.35,29.6,-2.84,0.61,20.76,0.16,0.18,20.19,1.82,0.39,36.08,31.84,23.88,27.37,21.1,22.4,50595
17,22880,24246.1,1221.3,365,29571.2,215.3,113.6,568.3,389.8,0,6681.6,1961.7,2021.8,2284.8,2019.4,2000.7,1535.3,1676.2,30.55,5.33,0.97,33.07,1.43,-0.3,25.66,-2.37,0.26,30.05,-3.27,0.49,21.61,0.07,0.13,20.67,0.82,0.32,36.85,34.2,23.55,27.27,21.81,21.81,50595
18,22925.4,24067,1237.8,364.9,29543.1,213.1,59.3,582.1,132.6,0,6310,1985.5,2019.9,2300.5,2004.2,2010,1591.6,1695.7,33.44,5.12,1.22,35.3,2.35,-0.3,26.18,-2.25,0.19,31.26,-3.39,0.2,22.77,-0.16,0.01,21,0.7,0.35,39.78,37.35,24.12,28.07,22.62,22.05,50595
19,23529.1,24386.4,1905.9,322.6,29557.7,210.4,36,579.6,1.3,0,5585.4,2016.3,2053.4,2308,2001.5,2044.7,1683.8,1718.1,39.37,5.34,1.27,41.7,3.17,-0.25,31.18,-2.14,0.16,39.32,-4.92,-0.05,29.95,-0.21,-0.38,26.09,0.07,0.12,45.98,44.62,29.2,34.35,29.36,26.28,50595
20,25413.9,24605.8,2873.4,366.9,29557,210.4,37,568.1,1.3,0,4864.6,2089.5,2137.6,2350.6,2011.4,2120.9,1789.7,1758.2,45.06,5.71,1.75,48.62,3.87,-0.08,32.89,-1.74,0.16,39.87,-5.41,-0.11,31.41,-0.14,-0.35,26.66,1.41,0.21,52.52,52.41,31.31,34.35,30.92,28.28,50595
21,25798,24346.3,2110.4,369.6,29571.7,212.5,36.6,596.7,1.3,0,4169.9,2076.4,2100.9,2297.9,1946.8,2073.5,1792.4,1724.6,38.1,4.12,1.56,38.16,3.33,-0.26,27.22,-1.63,0.15,33.74,-3.9,-0.15,27.87,-0.07,-0.29,23.82,0.34,0.29,43.78,41.23,25.74,29.69,27.51,24.45,50595
22,25753,23089.3,1187.1,370.5,29581.9,214.5,36.1,586.1,1.3,0,4009.7,1991.9,1994.5,2181.9,1835.1,1966.4,1758,1652.2,30.59,2.38,1.27,33.94,2.74,-0.05,22.8,-0.83,-0.13,27.94,-2.93,-0.18,24.39,0.12,-0.34,22.37,-0.06,0.27,34.24,36.63,21.84,24.83,24.17,22.58,50595
23,24779.3,21075.6,1148.8,371.4,29552.8,216.5,35.4,600.4,1.3,0,3986.7,1897.2,1887.1,2068.2,1728.7,1860.8,1734.9,1564.6,28.12,1.33,0.99,29.06,0.77,0.14,19.8,-0.05,-0.12,24.7,-2.56,0.11,21.65,0.15,-0.18,20.91,0.22,0.27,30.44,29.97,19.63,22.25,21.62,21.4,50595
0,23536.5,19079.9,1079.2,371.2,29588.5,215.2,35.5,583.8,1.3,0,3902.2,1833.1,1812.5,1998.1,1651.1,1784.4,1706.6,1484.2,28.85,0.98,1.26,29.08,2.8,0.42,20,0.52,-0.08,22.32,-0.35,0.46,21.69,0.07,-0.06,20.45,0.31,0.17,31.09,32.3,20.44,22.43,21.7,20.93,54853
1,22741.9,18742.7,1058,375.6,29599.3,216.1,37.5,616.6,1.3,0,3578.3,1786.9,1763.9,1945.2,1619.5,1736.7,1684.2,1431.6,27.46,1.03,1.24,28.13,2.69,0.58,19.26,0.56,0.01,21.58,-0.25,0.54,21.32,0.16,0,20.24,0.34,0.06,29.73,31.4,19.83,21.87,21.48,20.64,54853
2,22588.8,18753.9,1088.9,377.3,29572.1,216,36.2,629.3,1.3,0,3428.9,1761.3,1729.3,1917.8,1616.1,1698,1684.4,1416.8,25.4,0.95,1.15,27.39,2.25,0.63,19.17,0.54,0.08,20.93,-0.12,0.58,21.11,0.15,0.1,19.8,0.44,0.06,27.5,30.27,19.79,21.39,21.36,20.3,54853
3,22732.2,17745.4,1096.6,379.1,29615.6,216.7,35.7,617.2,1.3,0,3240.8,1753.8,1725.7,1916.3,1627.1,1693.4,1698.1,1422.6,25.71,1.08,1.12,28.36,2.42,0.71,19.21,0.59,0.1,20.9,-0.05,0.53,21.29,0.12,0.15,19.6,0.52,0,27.91,31.49,19.9,21.38,21.56,20.12,54853
4,22542.1,18665.3,1146.1,378.4,29604.6,220.4,35.8,626.5,1.3,0,2828.6,1770.1,1762,1963.6,1700.4,1732.2,1753.3,1448.7,27.06,1.08,1.18,29.36,3.09,0.79,19.82,0.73,-0.02,21.76,-0.21,0.46,22.03,0.06,0.17,19.69,0.44,-0.01,29.32,33.24,20.53,22.01,22.26,20.12,54853
5,23831.2,19291.9,1155,379.7,29626,219.6,34.9,636.2,1.3,0,2441.1,1816.7,1872.2,2077.3,1853.7,1835.1,1882,1495.4,29.95,2.03,1.16,36.56,8.24,0.78,21.63,1.19,-0.1,24.91,-0.3,0.29,27.68,-0.06,0.14,19.94,0.38,-0.09,33.14,45.58,22.72,24.9,27.76,20.23,54853
6,25358.7,19789.9,1180.1,381.9,29646.6,220.2,35.3,639.5,1.3,0,2095.9,1900.6,2058.7,2278.3,2088.6,2019.3,2092.1,1572.1,42.19,4.59,1.48,54.43,20.22,1.89,30.8,3.42,0.15,35.77,-1.64,1.22,38.83,0.14,0.58,20.01,0.72,-0.1,48.26,76.54,34.37,35.35,39.55,20.63,54853
7,25537.4,22189.3,1551.5,383.3,29649.3,217.2,35.9,633.1,1.3,0,1772,1970.1,2155.4,2381.4,2242,2131.3,2217.4,1644.9,45.99,5.37,1.1,61.86,18.41,2.07,33.56,2.94,-0.06,34.61,-1.46,0.76,42.89,-1.14,0.61,21.25,0.61,-0.05,52.46,82.34,36.44,33.91,42.36,21.81,54853
8,26123.6,24554.7,1833.8,543.8,29641.9,215.4,42,659.5,27.2,0,1482.8,2043.2,2172.9,2360,2290.9,2164.2,2238.5,1706.9,44.29,4.07,0.98,52.7,13.63,1.72,34.73,3.04,0.04,35.11,-1.94,0.7,43.06,-3.47,0.24,22.74,0.11,-0.06,49.34,68.05,37.81,33.87,39.83,22.79,54853
9,27377.1,25944.5,2582.3,565.4,29653.7,215.4,44,650.8,103.4,0,1329.3,2082,2178.6,2325.6,2321.4,2158.7,2228.2,1732.1,41.86,6.55,0.95,43.68,13.9,1.37,34.01,2.94,0.02,35.12,-2.21,0.76,40.99,-3.38,0.07,24.9,-0.1,-0.03,49.36,58.95,36.97,33.67,37.68,24.77,54853
10,27996.5,26450,3470.3,563.1,29642.9,216.8,45.8,644.8,140.6,0,894.7,2073.2,2157.2,2293.9,2362.2,2180.4,2223.9,1710,38.95,6.06,0.84,41.53,11.68,1.45,35.56,2.71,0.02,34.53,-2.17,0.77,40.92,-3.86,0.27,24.63,-0.17,0,45.85,54.66,38.29,33.13,37.33,24.46,54853
11,28120.2,26004.1,2592.1,564.2,29650.9,214.9,50,656.1,205.8,0,762.5,2034.7,2100.8,2250.4,2355.4,2158.6,2205.1,1683.2,37.53,5.05,0.88,38.56,9.21,1.4,34.59,2.48,0.2,34.41,-2.14,0.79,38.4,-3.26,0.34,23.57,-0.1,0.04,43.46,49.17,37.27,33.06,35.48,23.51,54853
12,28117.3,25526.7,2544.4,534.7,29643.9,212.7,50.4,662.2,269.4,0,1136,1974.1,2062.3,2213,2348,2150.3,2186.4,1640,34.42,4.05,1.14,37.37,8.45,1.39,35.73,2.31,0.18,32.63,-1.86,0.63,34.75,-2.64,0.33,22.56,0.03,0.14,39.61,47.21,38.22,31.4,32.44,22.73,54853
13,27517.4,24083.2,1172.7,498,29633,211.1,47.2,662.5,323.8,0,1440.7,1911.1,2029.4,2169.1,2333.8,2123.6,2149.6,1578.4,32.64,4.04,1.37,35.49,7.75,1.36,34.18,2.07,0.14,30.26,-1.77,0.54,33.87,-2.52,0.39,21.53,0.13,0.18,38.05,44.6,36.39,29.03,31.74,21.84,54853
14,26673.4,22866.4,1152.6,518.5,29621.9,213.5,47.4,659.2,338.9,0,1937.8,1844.9,1988.1,2116,2314.4,2087.4,2104.7,1526.8,30.54,3.46,1.25,32.48,6.39,1.15,31.1,1.8,-0.01,28.24,-1.96,0.54,31.36,-2.39,0.52,20.8,0.2,0.21,35.25,40.02,32.89,26.82,29.49,21.21,54853
15,26659.2,22878.3,1034.7,501.8,29623.5,213.6,48.8,669.5,243,0,2307.9,1796.1,1938,2045.9,2291.4,2029.9,2036.4,1510.3,29.17,3.09,1.14,30.58,5.11,1.06,30.24,1.58,-0.1,26.43,-1.61,0.39,29.8,-2.47,0.48,20.52,0.29,0.17,33.4,36.75,31.72,25.21,27.81,20.98,54853
16,26872.5,21817.8,1125.7,562,29635.3,211.9,45.9,663,184.5,0,2547.9,1771.8,1951.7,2021.7,2280.9,2013.5,2002,1514.1,29.1,3.19,1.09,30.17,4.95,0.96,30.54,1.52,-0.22,25.64,-2.11,0.35,29.6,-2.84,0.61,20.76,0.16,0.18,33.38,36.08,31.84,23.88,27.37,21.1,54853
17,26457.7,22818.6,1329.8,520.8,29630.6,210.1,40.8,664.2,70.2,0,2256.9,1761,1961.7,2021.8,2284.8,2019.4,2000.7,1535.3,29.15,3.78,0.97,30.55,5.33,0.97,33.07,1.43,-0.3,25.66,-2.37,0.26,30.05,-3.27,0.49,21.61,0.07,0.13,33.9,36.85,34.2,23.55,27.27,21.81,54853
18,25853.3,22838,1655.4,508.2,29616.8,263.3,38.2,668,17.9,0,2443.7,1761.4,1985.5,2019.9,2300.5,2004.2,2010,1591.6,29.37,3.81,1.09,33.44,5.12,1.22,35.3,2.35,-0.3,26.18,-2.25,0.19,31.26,-3.39,0.2,22.77,-0.16,0.01,34.27,39.78,37.35,24.12,28.07,22.62,54853
19,25001.5,23287.8,3943.3,520,29602.5,261.7,35.7,660.4,1.3,0,2165.2,1795.1,2016.3,2053.4,2308,2001.5,2044.7,1683.8,34.69,3.96,1.14,39.37,5.34,1.27,41.7,3.17,-0.25,31.18,-2.14,0.16,39.32,-4.92,-0.05,29.95,-0.21,-0.38,39.79,45.98,44.62,29.2,34.35,29.36,54853
20,26200.1,25439.5,5015.3,497.2,29598.7,259.4,34.2,665.6,1.3,0,1698.3,1883.3,2089.5,2137.6,2350.6,2011.4,2120.9,1789.7,38,4.26,1.11,45.06,5.71,1.75,48.62,3.87,-0.08,32.89,-1.74,0.16,39.87,-5.41,-0.11,31.41,-0.14,-0.35,43.37,52.52,52.41,31.31,34.35,30.92,54853
21,27563.1,25207,3831.1,560.6,29619.9,258.2,37.8,658.8,1.3,0,1529,1882.3,2076.4,2100.9,2297.9,1946.8,2073.5,1792.4,34.17,3.5,1.14,38.1,4.12,1.56,38.16,3.33,-0.26,27.22,-1.63,0.15,33.74,-3.9,-0.15,27.87,-0.07,-0.29,38.81,43.78,41.23,25.74,29.69,27.51,54853
22,28100.6,24050.8,2487.5,531.4,29611.6,260.5,36.8,668.8,1.3,0,1365.2,1831,1991.9,1994.5,2181.9,1835.1,1966.4,1758,28.72,2.38,0.84,30.59,2.38,1.27,33.94,2.74,-0.05,22.8,-0.83,-0.13,27.94,-2.93,-0.18,24.39,0.12,-0.34,31.94,34.24,36.63,21.84,24.83,24.17,54853
23,27422.3,22788.5,1348.7,387.4,29701.5,256.9,37.6,666,1.3,0,1378,1763.5,1897.2,1887.1,2068.2,1728.7,1860.8,1734.9,26.16,1.86,0.68,28.12,1.33,0.99,29.06,0.77,0.14,19.8,-0.05,-0.12,24.7,-2.56,0.11,21.65,0.15,-0.18,28.7,30.44,29.97,19.63,22.25,21.62,54853
0,26386.9,21409.2,1296,384.6,29720.3,211.7,38.7,662.2,1.3,0,1407.4,1714.8,1833.1,1812.5,1998.1,1651.1,1784.4,1706.6,26.99,0.99,0.88,28.85,0.98,1.26,29.08,2.8,0.42,20,0.52,-0.08,22.32,-0.35,0.46,21.69,0.07,-0.06,28.86,31.09,32.3,20.44,22.43,21.7,54152
1,25223.8,20386.5,1296.3,386.9,29718.6,212.1,39.4,668.9,1.3,0,1665,1694.7,1786.9,1763.9,1945.2,1619.5,1736.7,1684.2,26.25,0.9,0.78,27.46,1.03,1.24,28.13,2.69,0.58,19.26,0.56,0.01,21.58,-0.25,0.54,21.32,0.16,0,27.93,29.73,31.4,19.83,21.87,21.48,54152
2,24732.5,20033.9,1301.5,385.9,29705.3,212.6,39.5,661.3,1.3,0,1800.8,1693.2,1761.3,1729.3,1917.8,1616.1,1698,1684.4,25.48,0.89,0.8,25.4,0.95,1.15,27.39,2.25,0.63,19.17,0.54,0.08,20.93,-0.12,0.58,21.11,0.15,0.1,27.17,27.5,30.27,19.79,21.39,21.36,54152
3,24550.7,20727.5,1309.4,386,29688.1,216.4,38.3,662.5,1.3,0,1634.8,1700.8,1753.8,1725.7,1916.3,1627.1,1693.4,1698.1,25.9,0.99,0.8,25.71,1.08,1.12,28.36,2.42,0.71,19.21,0.59,0.1,20.9,-0.05,0.53,21.29,0.12,0.15,27.69,27.91,31.49,19.9,21.38,21.56,54152
4,25100.3,20946,1306.1,385.3,29712.2,217.1,44.8,658.7,1.3,0,1465.6,1720.6,1770.1,1762,1963.6,1700.4,1732.2,1753.3,27.09,1.06,0.66,27.06,1.08,1.18,29.36,3.09,0.79,19.82,0.73,-0.02,21.76,-0.21,0.46,22.03,0.06,0.17,28.81,29.32,33.24,20.53,22.01,22.26,54152
5,24967.7,22368.6,1312.6,384.6,29761,266.1,38.6,654.6,1.3,0,1111.7,1761.3,1816.7,1872.2,2077.3,1853.7,1835.1,1882,28.78,1.73,0.55,29.95,2.03,1.16,36.56,8.24,0.78,21.63,1.19,-0.1,24.91,-0.3,0.29,27.68,-0.06,0.14,31.06,33.14,45.58,22.72,24.9,27.76,54152
6,26016.3,24234.6,1727.7,396.1,29756.8,267,40.1,638.2,1.3,0,917.1,1833.4,1900.6,2058.7,2278.3,2088.6,2019.3,2092.1,35.67,2.32,0.34,42.19,4.59,1.48,54.43,20.22,1.89,30.8,3.42,0.15,35.77,-1.64,1.22,38.83,0.14,0.58,38.33,48.26,76.54,34.37,35.35,39.55,54152
7,26007.6,25153.5,2491.9,402.3,29769,264.6,43.8,622.5,13,0,855.8,1885.3,1970.1,2155.4,2381.4,2242,2131.3,2217.4,39.36,2.83,0.28,45.99,5.37,1.1,61.86,18.41,2.07,33.56,2.94,-0.06,34.61,-1.46,0.76,42.89,-1.14,0.61,42.47,52.46,82.34,36.44,33.91,42.36,54152
8,26207.6,25293.9,2968.8,397.8,29672.4,217,132.3,646.1,359.8,0,956.7,1927.9,2043.2,2172.9,2360,2290.9,2164.2,2238.5,42.29,3.29,0.61,44.29,4.07,0.98,52.7,13.63,1.72,34.73,3.04,0.04,35.11,-1.94,0.7,43.06,-3.47,0.24,46.19,49.34,68.05,37.81,33.87,39.83,54152
9,25963.3,24215.3,3124.3,396.4,29711,219.7,135.7,657,750.6,0,994.7,1930.1,2082,2178.6,2325.6,2321.4,2158.7,2228.2,47.68,3.77,0.89,41.86,6.55,0.95,43.68,13.9,1.37,34.01,2.94,0.02,35.12,-2.21,0.76,40.99,-3.38,0.07,52.34,49.36,58.95,36.97,33.67,37.68,54152
10,26138.6,23820.7,1943.7,394.9,29747.6,218.5,136.7,667.6,818,0,1033,1899.8,2073.2,2157.2,2293.9,2362.2,2180.4,2223.9,48.56,3.01,0.8,38.95,6.06,0.84,41.53,11.68,1.45,35.56,2.71,0.02,34.53,-2.17,0.77,40.92,-3.86,0.27,52.37,45.85,54.66,38.29,33.13,37.33,54152
11,27086.5,23249.9,1281,392.6,29748.1,213.5,139.8,653.1,840.8,0,885,1876.4,2034.7,2100.8,2250.4,2355.4,2158.6,2205.1,44.47,1.43,0.93,37.53,5.05,0.88,38.56,9.21,1.4,34.59,2.48,0.2,34.41,-2.14,0.79,38.4,-3.26,0.34,46.83,43.46,49.17,37.27,33.06,35.48,54152
12,26901.8,22649.1,1260.3,391,29769.5,214.2,138.9,662.7,885.9,0,954.6,1845.7,1974.1,2062.3,2213,2348,2150.3,2186.4,42.28,0.99,1.28,34.42,4.05,1.14,37.37,8.45,1.39,35.73,2.31,0.18,32.63,-1.86,0.63,34.75,-2.64,0.33,44.55,39.61,47.21,38.22,31.4,32.44,54152
13,26197.1,22221.1,1261.6,388.4,29782.4,212.5,138,653.8,880.9,0,1033.8,1798.9,1911.1,2029.4,2169.1,2333.8,2123.6,2149.6,38.58,1.15,1.07,32.64,4.04,1.37,35.49,7.75,1.36,34.18,2.07,0.14,30.26,-1.77,0.54,33.87,-2.52,0.39,40.8,38.05,44.6,36.39,29.03,31.74,54152
