datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
10/1/2017 4:00:00 AM,10/1/2017 12:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,15.79,18.190000,2.200000,0.200000,True,1
10/1/2017 5:00:00 AM,10/1/2017 1:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,14.99,17.440000,2.270000,0.180000,True,1
10/1/2017 6:00:00 AM,10/1/2017 2:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,14.03,16.540000,2.370000,0.140000,True,1
10/1/2017 7:00:00 AM,10/1/2017 3:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,12.97,15.470000,2.360000,0.140000,True,1
10/1/2017 8:00:00 AM,10/1/2017 4:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,13.22,16.240000,2.860000,0.160000,True,1
10/1/2017 9:00:00 AM,10/1/2017 5:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,13.70,16.730000,2.880000,0.150000,True,1
10/1/2017 10:00:00 AM,10/1/2017 6:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,14.29,17.280000,2.810000,0.180000,True,1
10/1/2017 11:00:00 AM,10/1/2017 7:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,15.32,17.830000,2.280000,0.230000,True,1
10/1/2017 12:00:00 PM,10/1/2017 8:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,17.58,20.200000,2.140000,0.480000,True,1
10/1/2017 1:00:00 PM,10/1/2017 9:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,19.53,21.870000,1.760000,0.580000,True,1
10/1/2017 2:00:00 PM,10/1/2017 10:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,20.55,22.700000,1.550000,0.600000,True,1
10/1/2017 3:00:00 PM,10/1/2017 11:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,21.03,23.190000,1.560000,0.600000,True,1
10/1/2017 4:00:00 PM,10/1/2017 12:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,21.56,23.600000,1.450000,0.590000,True,1
10/1/2017 5:00:00 PM,10/1/2017 1:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,21.82,23.850000,1.480000,0.550000,True,1
10/1/2017 6:00:00 PM,10/1/2017 2:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,21.76,23.780000,1.490000,0.530000,True,1
10/1/2017 7:00:00 PM,10/1/2017 3:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,22.06,23.960000,1.380000,0.520000,True,1
10/1/2017 8:00:00 PM,10/1/2017 4:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,22.69,24.650000,1.690000,0.270000,True,1
10/1/2017 9:00:00 PM,10/1/2017 5:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,23.33,25.000000,1.440000,0.230000,True,1
10/1/2017 10:00:00 PM,10/1/2017 6:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,23.99,25.650000,1.440000,0.220000,True,1
10/1/2017 11:00:00 PM,10/1/2017 7:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,29.58,31.210000,1.380000,0.250000,True,1
10/2/2017 12:00:00 AM,10/1/2017 8:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,25.81,27.420000,1.280000,0.330000,True,1
10/2/2017 1:00:00 AM,10/1/2017 9:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,22.67,24.330000,1.340000,0.320000,True,1
10/2/2017 2:00:00 AM,10/1/2017 10:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,19.87,21.540000,1.390000,0.280000,True,1
10/2/2017 3:00:00 AM,10/1/2017 11:00:00 PM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,16.44,18.000000,1.370000,0.190000,True,1
10/2/2017 4:00:00 AM,10/2/2017 12:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,17.01,19.410000,2.250000,0.150000,True,1
10/2/2017 5:00:00 AM,10/2/2017 1:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,17.03,18.870000,1.720000,0.120000,True,1
10/2/2017 6:00:00 AM,10/2/2017 2:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,16.15,17.930000,1.620000,0.160000,True,1
10/2/2017 7:00:00 AM,10/2/2017 3:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,15.95,17.690000,1.580000,0.160000,True,1
10/2/2017 8:00:00 AM,10/2/2017 4:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,16.73,18.880000,1.970000,0.180000,True,1
10/2/2017 9:00:00 AM,10/2/2017 5:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,19.60,22.060000,2.230000,0.230000,True,1
10/2/2017 10:00:00 AM,10/2/2017 6:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,24.44,26.520000,1.850000,0.230000,True,1
10/2/2017 11:00:00 AM,10/2/2017 7:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,23.99,25.550000,1.310000,0.250000,True,1
10/2/2017 12:00:00 PM,10/2/2017 8:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,24.64,27.030000,2.120000,0.270000,True,1
10/2/2017 1:00:00 PM,10/2/2017 9:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,25.57,28.630000,2.790000,0.270000,True,1
10/2/2017 2:00:00 PM,10/2/2017 10:00:00 AM,32414845,CHAMBROE,69 KV,A,LOAD,ATSI,27.67,31.020000,3.080000,0.270000,True,1
