time,Coal,Gas,Hydro,Multiple Fuels,Nuclear,Oil,Other,Other Renewables,Solar,Storage,Wind,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,0
20,25778.3,27410.3,3649.4,371.6,31090.1,453.2,340.8,596.4,1.3,0,2058.2,7633.9,8159.9,7606,7315.9,6721,6578.6,7087,36.35,3.09,1.14,35.03,1.84,1.08,37.06,2.97,0.75,30.69,2.35,0.72,35.42,1.3,0.66,45.42,2.13,1.27,40.58,37.95,40.78,33.76,37.38,48.82,60660
21,25822.9,27734,2816.9,370.9,31135.1,263.3,339.1,651.2,1.3,0,2142.4,7680.7,8124.9,7655.8,7296.8,6684.1,6622.4,7095.9,33.61,2.51,1.08,32.4,1.67,1.15,33.88,1.34,0.74,28.42,1.61,0.73,34.09,2.15,0.78,37.98,0.26,1.07,37.2,35.22,35.96,30.76,37.02,39.31,60660
22,24767.8,24390.3,1653.2,370.5,31143.9,262.2,368.5,654.1,1.3,0,1952.3,7180.6,7605.8,7099.2,6811.7,6342.1,6292.9,6741.6,25.07,1.24,0.85,24.84,0.31,0.88,24.28,0.92,0.62,19.85,2.08,0.51,25.05,1.26,0.57,31.95,0.08,0.81,27.16,26.03,25.82,22.44,26.88,32.84,60660
23,24198.5,20031.1,878.2,369.6,31046.4,216.4,367.1,677.2,1.3,0,2030.5,6639.8,7075.1,6549,6373.6,5979.1,5930.2,6280.8,21.52,0.87,0.78,21.8,0.59,0.8,22.27,0.8,0.58,18.18,2.86,0.38,23.63,0.9,0.48,26.74,-0.23,0.73,23.17,23.19,23.65,21.42,25.01,27.24,60660
0,21719.1,17368,736.4,369.1,30955.5,217.3,369.9,640.2,1.3,0,2474.9,6293.6,6710.7,6158.1,6033.4,5671.8,5644.8,5906.4,20.97,0.8,0.54,20.56,1.16,0.7,20.39,1.51,0.69,18.75,2.18,0.36,20.54,1.23,0.38,26.37,2.42,0.8,22.31,22.42,22.59,21.29,22.15,29.59,59823
1,19301.4,16185.9,668.9,370.1,30963.6,218.2,370.7,636.2,1.3,0,3154.3,6021.9,6423.3,5931.7,5826.9,5578.9,5403.2,5680.9,19.77,0.44,0.5,19.3,1.34,0.64,19.08,2.14,0.67,18.13,2.06,0.37,19.38,1.83,0.39,21.91,3.21,0.7,20.71,21.28,21.89,20.56,21.6,25.82,59823
2,17641,16588.7,597.1,370,30972.8,219,371.7,646.5,1.3,0,2581,5792.7,6277.8,5781.6,5724.8,5469.9,5299.8,5536.8,18.94,0.42,0.51,18.04,1.62,0.59,19.3,1.92,0.65,17.62,2.43,0.34,17.84,2.28,0.39,21.9,3.41,0.72,19.87,20.25,21.87,20.39,20.51,26.03,59823
3,16801.2,16918.1,624.5,372.2,30729.1,222.3,371.7,645.6,1.3,0,2703.7,5677.9,6164.8,5770.3,5696.9,5486.6,5200.2,5485.3,18.11,1.32,0.5,17.25,2.37,0.59,18.57,2.45,0.64,16.88,2.7,0.34,17.28,2.5,0.4,20.64,3.25,0.71,19.93,20.21,21.66,19.92,20.18,24.6,59823
4,16645,16883.7,606.6,370.1,30807,224.7,371,638.4,1.3,0,3239.1,5734.8,6200.1,5859.5,5843.5,5550,5193.7,5434.5,18.34,1.76,0.48,18.29,2.84,0.62,19.08,2.95,0.68,17.83,2.92,0.38,16.82,2.72,0.43,20.38,3.31,0.74,20.58,21.75,22.71,21.13,19.97,24.43,59823
5,18207.1,17792.9,763,373.7,30828.4,223.3,368.6,653.4,1.3,0,3071.9,6143.9,6484.4,6196.5,6170,5927.7,5295.2,5602.4,21.06,2.44,0.56,21.1,2.93,0.74,21.47,3.21,0.82,22.32,2.81,0.49,17.28,2.84,0.46,20.92,3.21,0.71,24.06,24.77,25.5,25.62,20.58,24.84,59823
6,21005.3,19064,923.5,373.1,30994.1,223.6,376.1,648,4.2,0,3170.6,6631.3,6934.3,6704.6,6678.8,6466,5299.7,5694.9,26.3,2.52,0.66,24.2,3.4,0.84,27.86,3.93,1.04,31.67,3.3,0.8,17.4,2.84,0.44,20.68,3.12,0.74,29.48,28.44,32.83,35.77,20.68,24.54,59823
7,23201.7,21359.5,937.2,372.3,30929.8,223.6,424.3,676.8,219.5,0,3449.2,7074.8,7319.4,7148.9,7083.3,6844.2,5411,5885.4,28.1,2.07,0.76,27.78,2.93,1.04,28.19,2.11,1.13,32.27,2.72,0.78,18,2.75,0.49,22.49,3.02,0.85,30.93,31.75,31.43,35.77,21.24,26.36,59823
8,23400.1,22262.9,1019.5,366.2,30944.7,230.8,475.9,658.7,509.7,0,3417,7321.7,7587.3,7444.7,7214.6,7094.7,5738.7,6133.5,28.78,1.57,0.95,28.04,2.71,1.16,28.25,1.91,1.18,33.39,2.7,0.87,19.37,1.87,0.57,25.47,0.46,1.07,31.3,31.91,31.34,36.96,21.81,27,59823
9,23822.3,22750.1,985.1,362.9,31042.3,224.9,476,637.5,648.7,0,3359,7450.6,7808.9,7664,7394.7,7260.5,6028,6411.5,31.83,2.23,1.2,28.54,5.65,1.16,30.21,2.8,1.26,33.39,2.8,0.85,21.03,1.57,0.61,29.7,0.3,1.16,35.26,35.35,34.27,37.04,23.21,31.16,59823
10,24184.7,23629.2,1171.8,356.8,31117.7,223.9,293.4,663.4,729.7,0,3013.6,7440.1,7978.1,7930.9,7537,7440.5,6170.6,6591,33.02,2.1,1.22,31.05,6.04,1.25,32.81,3.11,1.36,33.43,3.08,0.87,23.68,0.27,0.68,32.48,0.62,1.3,36.34,38.34,37.28,37.38,24.63,34.4,59823
11,24876.2,25291.3,1550.2,362.6,31212.8,223.1,291.9,703.8,774.4,0,2563.4,7492.8,8115.5,8084.2,7601.3,7549.9,6289.7,6639.1,34.5,2.37,1.29,32.83,4.17,1.32,33.27,3.48,1.4,32.98,2.88,0.87,24.21,0.25,0.69,33.16,0.42,1.25,38.16,38.32,38.15,36.73,25.15,34.83,59823
12,25502.7,25686.7,2020.7,362.1,31227.3,224.9,295,697.1,833.5,0,2507.2,7493.9,8194.1,8211.5,7658.5,7639,6386.2,6627.9,36.76,3.24,1.43,35.11,6.33,1.42,34.34,4.44,1.43,33.41,5.7,0.88,24.23,0.24,0.74,32.35,0.36,1.18,41.43,42.86,40.21,39.99,25.21,33.89,59823
13,25752.6,26112.7,3359.5,362.2,31294.4,225.6,299.5,688.6,832.1,0,2712.3,7478.4,8319.6,8386.7,7788.4,7649,6492.2,6664.8,38.57,3.54,1.59,36.01,9.56,1.45,34.3,3.8,1.43,33.39,4.73,0.87,23.8,0.24,0.66,32.36,0.45,1.11,43.7,47.02,39.53,38.99,24.7,33.92,59823
14,25719.9,26680,4269,379.8,31354.7,222.9,281.7,705.3,747.3,0,2547.9,7359.2,8258.2,8438,7792.3,7600.6,6501.5,6683,40.09,3.22,1.55,36.68,6.37,1.4,34.57,4.25,1.38,32.7,3.67,0.86,23.16,0.3,0.63,31.58,0.6,1.02,44.86,44.45,40.2,37.23,24.09,33.2,59823
15,26609.8,26911.2,3899.6,411.6,31374.5,219.8,289.9,705.3,780.3,0,3043.8,7192,8141.1,8464.6,7760.1,7536.1,6580.6,6641.6,42.06,1.84,1.51,37.34,8.61,1.3,34.58,3.31,1.39,32.26,4.24,0.83,23.1,0.3,0.61,31.45,0.53,0.89,45.41,47.25,39.28,37.33,24.01,32.87,59823
16,27019.7,27447.9,4441.2,525.9,31416.8,219.5,258.6,719.1,691.3,0,3363.4,7187.4,8039.7,8520.2,7733.1,7488.3,6628.2,6635.6,43.18,1.38,1.49,38.13,6.43,1.28,33.87,2.5,1.31,32.43,3.6,0.85,22.29,2.19,0.62,30.8,1.4,0.76,46.05,45.84,37.68,36.88,25.1,32.96,59823
17,27170.7,27071.6,4447.3,359.4,31294.6,217.5,380.8,724.6,540.7,0,3500.7,7111.9,7963.1,8483.2,7701,7411.4,6760.7,6583.9,43.27,1.48,1.44,37.86,5.56,1.19,33.47,2.3,1.22,32.65,3.31,0.76,22.64,2.18,0.58,30.66,1.13,0.72,46.19,44.61,36.99,36.72,25.4,32.51,59823
18,26632.8,26775,3347.6,360.8,31293.5,234,306.9,729.3,288.1,0,3347.2,6996.4,7774.6,8270.8,7660.3,7304.3,6702.4,6505.3,38.75,1.76,1.21,35.12,3.61,1.14,32.95,2.11,1.14,30.85,2.39,0.71,21.98,2.16,0.55,31.45,1.1,0.69,41.72,39.87,36.2,33.95,24.69,33.24,59823
19,26031.4,25580,2565.1,361.6,31514.6,361.3,245.7,714.7,27.7,0,3225.2,6964.8,7620.7,8129.5,7536.5,7235.8,6690.1,6434.6,36.63,1.93,1.1,34.12,3.11,1.07,31.59,2.02,1.03,32.86,2.33,0.71,23.95,2.05,0.57,32.11,1.2,0.76,39.66,38.3,34.64,35.9,26.57,34.07,59823
20,25828.9,25156.8,2769.6,359.9,31579.4,282,36,721.9,1.3,0,3544.4,7114,7633.9,8159.9,7606,7315.9,6721,6578.6,41.59,2.51,1.18,36.35,3.09,1.14,35.03,1.84,1.08,37.06,2.97,0.75,30.69,2.35,0.72,35.42,1.3,0.66,45.28,40.58,37.95,40.78,33.76,37.38,59823
21,25746.7,25488.5,1877.6,467.9,31672.2,269.9,37.6,723.8,1.3,0,3370,7073.5,7680.7,8124.9,7655.8,7296.8,6684.1,6622.4,36.63,1.61,1.03,33.61,2.51,1.08,32.4,1.67,1.15,33.88,1.34,0.74,28.42,1.61,0.73,34.09,2.15,0.78,39.27,37.2,35.22,35.96,30.76,37.02,59823
22,25231.7,22815.6,967.4,465.7,31547.6,262.6,38.2,717.9,1.3,0,2822.2,6651.9,7180.6,7605.8,7099.2,6811.7,6342.1,6292.9,28.97,1.32,0.9,25.07,1.24,0.85,24.84,0.31,0.88,24.28,0.92,0.62,19.85,2.08,0.51,25.05,1.26,0.57,31.19,27.16,26.03,25.82,22.44,26.88,59823
23,23308.4,19356.9,982.7,493.6,31245,214.7,37.9,683.4,1.3,0,2607.1,6205.3,6639.8,7075.1,6549,6373.6,5979.1,5930.2,25.34,1.55,0.79,21.52,0.87,0.78,21.8,0.59,0.8,22.27,0.8,0.58,18.18,2.86,0.38,23.63,0.9,0.48,27.68,23.17,23.19,23.65,21.42,25.01,59823
0,22027.6,16295.3,709.1,492.7,31326.2,209.6,37.2,620.6,1.3,0,2020.9,5955.1,6293.6,6710.7,6158.1,6033.4,5671.8,5644.8,21.19,1.74,0.67,20.97,0.8,0.54,20.56,1.16,0.7,20.39,1.51,0.69,18.75,2.18,0.36,20.54,1.23,0.38,23.6,22.31,22.42,22.59,21.29,22.15,51728
1,21049.9,15280.8,809.1,464.2,31369.6,212.3,35.9,634.7,1.3,0,1938.9,5755.2,6021.9,6423.3,5931.7,5826.9,5578.9,5403.2,18.98,1.82,0.57,19.77,0.44,0.5,19.3,1.34,0.64,19.08,2.14,0.67,18.13,2.06,0.37,19.38,1.83,0.39,21.37,20.71,21.28,21.89,20.56,21.6,51728
2,19891.2,14925.1,712.5,508.3,31515.3,220.2,36,662.9,1.3,0,2545.4,5652.8,5792.7,6277.8,5781.6,5724.8,5469.9,5299.8,18.35,1.75,0.53,18.94,0.42,0.51,18.04,1.62,0.59,19.3,1.92,0.65,17.62,2.43,0.34,17.84,2.28,0.39,20.63,19.87,20.25,21.87,20.39,20.51,51728
3,18415.2,13810.9,722.1,541.7,31653.8,217.6,37.6,661.6,1.3,0,2851.2,5567,5677.9,6164.8,5770.3,5696.9,5486.6,5200.2,17.27,2.82,0.52,18.11,1.32,0.5,17.25,2.37,0.59,18.57,2.45,0.64,16.88,2.7,0.34,17.28,2.5,0.4,20.61,19.93,20.21,21.66,19.92,20.18,51728
4,18015.9,14097.9,779.8,541.7,31648.9,221.8,36.3,665.8,1.3,0,2758.2,5583.7,5734.8,6200.1,5859.5,5843.5,5550,5193.7,17.56,2.84,0.54,18.34,1.76,0.48,18.29,2.84,0.62,19.08,2.95,0.68,17.83,2.92,0.38,16.82,2.72,0.43,20.94,20.58,21.75,22.71,21.13,19.97,51728
5,18417.2,14994.9,800.3,494.6,31664.5,222.8,36.4,693.5,1.3,0,2531.6,5728.9,6143.9,6484.4,6196.5,6170,5927.7,5295.2,21.4,3.68,0.66,21.06,2.44,0.56,21.1,2.93,0.74,21.47,3.21,0.82,22.32,2.81,0.49,17.28,2.84,0.46,25.74,24.06,24.77,25.5,25.62,20.58,51728
6,19220.3,14686.9,871.1,536.4,31707.7,220.9,37.4,680.8,2.8,0,2391,5846.9,6631.3,6934.3,6704.6,6678.8,6466,5299.7,29.07,4.42,0.86,26.3,2.52,0.66,24.2,3.4,0.84,27.86,3.93,1.04,31.67,3.3,0.8,17.4,2.84,0.44,34.35,29.48,28.44,32.83,35.77,20.68,51728
7,19399.1,15923.9,828.1,536.4,31721.6,220.5,80.1,680.6,156.7,0,2296,6070.6,7074.8,7319.4,7148.9,7083.3,6844.2,5411,28.54,3.09,1.03,28.1,2.07,0.76,27.78,2.93,1.04,28.19,2.11,1.13,32.27,2.72,0.78,18,2.75,0.49,32.66,30.93,31.75,31.43,35.77,21.24,51728
8,21002.3,17835.7,852.7,529.7,31745.1,216.6,127.7,693.5,387.3,0,2055.7,6343.5,7321.7,7587.3,7444.7,7214.6,7094.7,5738.7,29.65,3.1,1.07,28.78,1.57,0.95,28.04,2.71,1.16,28.25,1.91,1.18,33.39,2.7,0.87,19.37,1.87,0.57,33.82,31.3,31.91,31.34,36.96,21.81,51728
9,22058,19487.4,840.6,521.6,31812.2,215.9,122,685.7,516.5,0,2637.5,6456.6,7450.6,7808.9,7664,7394.7,7260.5,6028,31.97,3.95,1.16,31.83,2.23,1.2,28.54,5.65,1.16,30.21,2.8,1.26,33.39,2.8,0.85,21.03,1.57,0.61,37.08,35.26,35.35,34.27,37.04,23.21,51728
10,23390.6,20810.3,849.8,516.1,31868,214.1,138.6,682.5,602.9,0,2714.8,6575.7,7440.1,7978.1,7930.9,7537,7440.5,6170.6,32.23,4.27,1.12,33.02,2.1,1.22,31.05,6.04,1.25,32.81,3.11,1.36,33.43,3.08,0.87,23.68,0.27,0.68,37.62,36.34,38.34,37.28,37.38,24.63,51728
11,24819.2,22438.1,1101.5,507.5,31984.4,213.8,138.1,717.9,648.1,0,2005.2,6659.8,7492.8,8115.5,8084.2,7601.3,7549.9,6289.7,34.59,4.46,1.18,34.5,2.37,1.29,32.83,4.17,1.32,33.27,3.48,1.4,32.98,2.88,0.87,24.21,0.25,0.69,40.23,38.16,38.32,38.15,36.73,25.15,51728
12,24402,23327.9,1058.1,518,31948.6,213.1,140.1,679.9,676.3,0,1683.9,6678.1,7493.9,8194.1,8211.5,7658.5,7639,6386.2,37.25,5.58,1.29,36.76,3.24,1.43,35.11,6.33,1.42,34.34,4.44,1.43,33.41,5.7,0.88,24.23,0.24,0.74,44.12,41.43,42.86,40.21,39.99,25.21,51728
13,24860.1,23042.5,2504.7,515.5,31979,213.8,140.4,693.1,696.9,0,1596.7,6674.1,7478.4,8319.6,8386.7,7788.4,7649,6492.2,38.99,6.18,1.24,38.57,3.54,1.59,36.01,9.56,1.45,34.3,3.8,1.43,33.39,4.73,0.87,23.8,0.24,0.66,46.41,43.7,47.02,39.53,38.99,24.7,51728
14,25527.6,23237,3681.6,375.5,31977.8,213.6,139.9,739.4,692,0,1466.5,6636.5,7359.2,8258.2,8438,7792.3,7600.6,6501.5,40.87,5.71,1.18,40.09,3.22,1.55,36.68,6.37,1.4,34.57,4.25,1.38,32.7,3.67,0.86,23.16,0.3,0.63,47.76,44.86,44.45,40.2,37.23,24.09,51728
15,26420.3,23366.2,3868,415.9,32004.3,212.6,238.1,726.3,704.7,0,2001.2,6609.4,7192,8141.1,8464.6,7760.1,7536.1,6580.6,41.19,5.97,1.07,42.06,1.84,1.51,37.34,8.61,1.3,34.58,3.31,1.39,32.26,4.24,0.83,23.1,0.3,0.61,48.23,45.41,47.25,39.28,37.33,24.01,51728
16,26014.9,23812,4583.5,524.2,31918.9,212.3,334.5,713.6,621.9,0,2689.6,6593.7,7187.4,8039.7,8520.2,7733.1,7488.3,6628.2,42.66,6.24,0.98,43.18,1.38,1.49,38.13,6.43,1.28,33.87,2.5,1.31,32.43,3.6,0.85,22.29,2.19,0.62,49.88,46.05,45.84,37.68,36.88,25.1,51728
17,26590.5,24258.6,4959,514,31784.2,212.2,321.1,741.7,485.7,0,2967.1,6540,7111.9,7963.1,8483.2,7701,7411.4,6760.7,40.97,5.02,0.91,43.27,1.48,1.44,37.86,5.56,1.19,33.47,2.3,1.22,32.65,3.31,0.76,22.64,2.18,0.58,46.9,46.19,44.61,36.99,36.72,25.4,51728
18,26993.4,25913.9,4594,358.1,31881.3,259.4,100.5,760.5,259,0,1425.5,6499.9,6996.4,7774.6,8270.8,7660.3,7304.3,6702.4,36.98,4.91,0.79,38.75,1.76,1.21,35.12,3.61,1.14,32.95,2.11,1.14,30.85,2.39,0.71,21.98,2.16,0.55,42.68,41.72,39.87,36.2,33.95,24.69,51728
19,26204.6,24006.6,3629.7,356,31992.1,308.1,246.5,726.1,28.7,0,1808.5,6451.2,6964.8,7620.7,8129.5,7536.5,7235.8,6690.1,34.06,3.97,0.8,36.63,1.93,1.1,34.12,3.11,1.07,31.59,2.02,1.03,32.86,2.33,0.71,23.95,2.05,0.57,38.83,39.66,38.3,34.64,35.9,26.57,51728
20,26134.8,22560.7,4047.4,358.7,32093.1,307,238,740,1.3,0,2208.2,6552.5,7114,7633.9,8159.9,7606,7315.9,6721,37.2,4.23,0.94,41.59,2.51,1.18,36.35,3.09,1.14,35.03,1.84,1.08,37.06,2.97,0.75,30.69,2.35,0.72,42.37,45.28,40.58,37.95,40.78,33.76,51728
21,26412.7,22764.6,2671.3,358,32108.7,314,237.6,767.8,1.3,0,2485.1,6516.4,7073.5,7680.7,8124.9,7655.8,7296.8,6684.1,33.11,3.83,0.93,36.63,1.61,1.03,33.61,2.51,1.08,32.4,1.67,1.15,33.88,1.34,0.74,28.42,1.61,0.73,37.87,39.27,37.2,35.22,35.96,30.76,51728
22,25856.4,20765.8,1048.4,356.8,32109,314.3,236.3,760.9,1.3,0,2307.5,6302.9,6651.9,7180.6,7605.8,7099.2,6811.7,6342.1,28.17,2.56,0.73,28.97,1.32,0.9,25.07,1.24,0.85,24.84,0.31,0.88,24.28,0.92,0.62,19.85,2.08,0.51,31.46,31.19,27.16,26.03,25.82,22.44,51728
23,24363.6,17842.2,916.6,356.5,32105.4,267.8,234,724,1.3,0,2095.9,5917.1,6205.3,6639.8,7075.1,6549,6373.6,5979.1,24.48,1.97,0.64,25.34,1.55,0.79,21.52,0.87,0.78,21.8,0.59,0.8,22.27,0.8,0.58,18.18,2.86,0.38,27.09,27.68,23.17,23.19,23.65,21.42,51728
0,21454.7,16135.2,915.9,354.4,32070.8,218.4,237.4,730.9,1.3,0,1878.7,5630.4,5955.1,6293.6,6710.7,6158.1,6033.4,5671.8,20.64,2.51,0.53,21.19,1.74,0.67,20.97,0.8,0.54,20.56,1.16,0.7,20.39,1.51,0.69,18.75,2.18,0.36,23.68,23.6,22.31,22.42,22.59,21.29,51109
1,19350.8,15506.3,922.2,242,32089.8,219.8,231.5,732.3,1.3,0,2396.4,5422.7,5755.2,6021.9,6423.3,5931.7,5826.9,5578.9,19.38,2.58,0.49,18.98,1.82,0.57,19.77,0.44,0.5,19.3,1.34,0.64,19.08,2.14,0.67,18.13,2.06,0.37,22.45,21.37,20.71,21.28,21.89,20.56,51109
2,18927.5,15558.7,922.5,203.4,32171.8,222.7,243.1,731.2,1.3,0,2196.4,5337.2,5652.8,5792.7,6277.8,5781.6,5724.8,5469.9,17.57,2.76,0.46,18.35,1.75,0.53,18.94,0.42,0.51,18.04,1.62,0.59,19.3,1.92,0.65,17.62,2.43,0.34,20.79,20.63,19.87,20.25,21.87,20.39,51109
3,17636.9,14365.2,866.1,203.1,32253.1,222.6,235.5,707.9,1.3,0,1901.7,5246,5567,5677.9,6164.8,5770.3,5696.9,5486.6,17.28,2.68,0.45,17.27,2.82,0.52,18.11,1.32,0.5,17.25,2.37,0.59,18.57,2.45,0.64,16.88,2.7,0.34,20.41,20.61,19.93,20.21,21.66,19.92,51109
4,17591.7,14767.5,863.1,205.5,32309.3,225.5,236.1,673.7,1.3,0,1091.6,5242.1,5583.7,5734.8,6200.1,5859.5,5843.5,5550,17.3,2.68,0.49,17.56,2.84,0.54,18.34,1.76,0.48,18.29,2.84,0.62,19.08,2.95,0.68,17.83,2.92,0.38,20.47,20.94,20.58,21.75,22.71,21.13,51109
5,17704,14855.7,851.1,204.9,32356.5,226.9,236.5,704.8,1.3,0,1016.9,5324.6,5728.9,6143.9,6484.4,6196.5,6170,5927.7,18.49,2.77,0.57,21.4,3.68,0.66,21.06,2.44,0.56,21.1,2.93,0.74,21.47,3.21,0.82,22.32,2.81,0.49,21.83,25.74,24.06,24.77,25.5,25.62,51109
6,18048,15070.6,954.5,204.4,32491.8,227.5,237.9,712.1,6.4,0,955.4,5533,5846.9,6631.3,6934.3,6704.6,6678.8,6466,19.51,2.9,0.6,29.07,4.42,0.86,26.3,2.52,0.66,24.2,3.4,0.84,27.86,3.93,1.04,31.67,3.3,0.8,23.01,34.35,29.48,28.44,32.83,35.77,51109
7,18447.6,15831,1021.7,329.5,32508.3,231,268.4,728.6,138.3,0,648.9,5675.5,6070.6,7074.8,7319.4,7148.9,7083.3,6844.2,21.9,1.77,0.78,28.54,3.09,1.03,28.1,2.07,0.76,27.78,2.93,1.04,28.19,2.11,1.13,32.27,2.72,0.78,24.45,32.66,30.93,31.75,31.43,35.77,51109
8,20154.4,17757.5,1065.6,363.7,32579.2,229.4,277,735.7,289.1,0,629.9,5945.5,6343.5,7321.7,7587.3,7444.7,7214.6,7094.7,25.59,2.37,0.98,29.65,3.1,1.07,28.78,1.57,0.95,28.04,2.71,1.16,28.25,1.91,1.18,33.39,2.7,0.87,28.94,33.82,31.3,31.91,31.34,36.96,51109
9,21931.5,18042.9,995,458.4,32616,228.6,308.8,712,331.5,0,514.4,6200.7,6456.6,7450.6,7808.9,7664,7394.7,7260.5,30.22,1.19,1.18,31.97,3.95,1.16,31.83,2.23,1.2,28.54,5.65,1.16,30.21,2.8,1.26,33.39,2.8,0.85,32.59,37.08,35.26,35.35,34.27,37.04,51109
10,23665.4,18731.4,1004.5,533.5,32699.3,230.2,383.4,745.3,451.3,0,653.9,6311.3,6575.7,7440.1,7978.1,7930.9,7537,7440.5,31.94,1.6,1.25,32.23,4.27,1.12,33.02,2.1,1.22,31.05,6.04,1.25,32.81,3.11,1.36,33.43,3.08,0.87,34.79,37.62,36.34,38.34,37.28,37.38,51109
11,24373.5,19614.7,1362.7,358.3,32783.7,229.1,296.5,742.3,432.2,0,832.8,6314.9,6659.8,7492.8,8115.5,8084.2,7601.3,7549.9,36.66,0.78,1.45,34.59,4.46,1.18,34.5,2.37,1.29,32.83,4.17,1.32,33.27,3.48,1.4,32.98,2.88,0.87,38.89,40.23,38.16,38.32,38.15,36.73,51109
12,25396.4,20281.3,1346.4,353.6,32990.1,230.1,296.1,747.7,470.4,0,775.8,6308.5,6678.1,7493.9,8194.1,8211.5,7658.5,7639,39.78,0.44,1.51,37.25,5.58,1.29,36.76,3.24,1.43,35.11,6.33,1.42,34.34,4.44,1.43,33.41,5.7,0.88,41.73,44.12,41.43,42.86,40.21,39.99,51109
13,25381.5,20180.7,1574.1,348.4,33057.1,230.1,298.1,730,492.8,0,717.1,6333.4,6674.1,7478.4,8319.6,8386.7,7788.4,7649,42.16,-1.13,1.54,38.99,6.18,1.24,38.57,3.54,1.59,36.01,9.56,1.45,34.3,3.8,1.43,33.39,4.73,0.87,42.57,46.41,43.7,47.02,39.53,38.99,51109
14,25317.9,19965.9,2376.4,349.3,33136.5,226.2,297.8,711.9,469.5,0,811.9,6315.9,6636.5,7359.2,8258.2,8438,7792.3,7600.6,44.35,-1.77,1.52,40.87,5.71,1.18,40.09,3.22,1.55,36.68,6.37,1.4,34.57,4.25,1.38,32.7,3.67,0.86,44.1,47.76,44.86,44.45,40.2,37.23,51109
15,26110.3,20579.8,2656.4,348.7,33233.4,222.4,296.3,752.5,447.8,0,960.4,6300.8,6609.4,7192,8141.1,8464.6,7760.1,7536.1,49.32,-2.92,1.37,41.19,5.97,1.07,42.06,1.84,1.51,37.34,8.61,1.3,34.58,3.31,1.39,32.26,4.24,0.83,47.77,48.23,45.41,47.25,39.28,37.33,51109
16,26179,20682.8,3562.7,351.5,33303.7,220.3,265,750.4,423.8,0,927.2,6362.2,6593.7,7187.4,8039.7,8520.2,7733.1,7488.3,53.17,-5.75,1.41,42.66,6.24,0.98,43.18,1.38,1.49,38.13,6.43,1.28,33.87,2.5,1.31,32.43,3.6,0.85,48.83,49.88,46.05,45.84,37.68,36.88,51109
17,26093.7,20895.7,3956.2,351.1,33345.1,216.8,280.6,757.5,337.2,0,1192.5,6344.8,6540,7111.9,7963.1,8483.2,7701,7411.4,55.73,-6.46,1.35,40.97,5.02,0.91,43.27,1.48,1.44,37.86,5.56,1.19,33.47,2.3,1.22,32.65,3.31,0.76,50.62,46.9,46.19,44.61,36.99,36.72,51109
18,26313,21081,3147.4,356.7,33370.8,215,252.5,764,235,0,2112.8,6314.9,6499.9,6996.4,7774.6,8270.8,7660.3,7304.3,47.36,-4.51,1.12,36.98,4.91,0.79,38.75,1.76,1.21,35.12,3.61,1.14,32.95,2.11,1.14,30.85,2.39,0.71,43.97,42.68,41.72,39.87,36.2,33.95,51109
19,26750.6,21475.9,3048.9,360.1,33394.3,211.2,206.7,765.6,40.3,0,2394.3,6322.2,6451.2,6964.8,7620.7,8129.5,7536.5,7235.8,42.48,-2.12,1.07,34.06,3.97,0.8,36.63,1.93,1.1,34.12,3.11,1.07,31.59,2.02,1.03,32.86,2.33,0.71,41.43,38.83,39.66,38.3,34.64,35.9,51109
20,26764.5,22077.6,3571.2,364.4,33384.4,211.2,196.6,758.6,1.3,0,1145.7,6559,6552.5,7114,7633.9,8159.9,7606,7315.9,43.53,-0.69,1.21,37.2,4.23,0.94,41.59,2.51,1.18,36.35,3.09,1.14,35.03,1.84,1.08,37.06,2.97,0.75,44.05,42.37,45.28,40.58,37.95,40.78,51109
21,26753.8,22128.2,2626.7,368.9,33381.4,212.7,196.4,752.1,1.3,0,1111.2,6710,6516.4,7073.5,7680.7,8124.9,7655.8,7296.8,43.3,-3.06,1.16,33.11,3.83,0.93,36.63,1.61,1.03,33.61,2.51,1.08,32.4,1.67,1.15,33.88,1.34,0.74,41.4,37.87,39.27,37.2,35.22,35.96,51109
22,25746.4,19540.5,1161.1,367.2,33388.8,216.6,199.4,744.3,1.3,0,1116.3,6458.9,6302.9,6651.9,7180.6,7605.8,7099.2,6811.7,32.22,-0.2,0.74,28.17,2.56,0.73,28.97,1.32,0.9,25.07,1.24,0.85,24.84,0.31,0.88,24.28,0.92,0.62,32.76,31.46,31.19,27.16,26.03,25.82,51109
23,23826.9,17109.2,1071.4,367.5,33451.9,216.1,195.6,724.2,1.3,0,821.8,6142.9,5917.1,6205.3,6639.8,7075.1,6549,6373.6,27.86,0.46,0.51,24.48,1.97,0.64,25.34,1.55,0.79,21.52,0.87,0.78,21.8,0.59,0.8,22.27,0.8,0.58,28.83,27.09,27.68,23.17,23.19,23.65,51109
