time,Coal,Gas,Hydro,Multiple Fuels,Nuclear,Oil,Other,Other Renewables,Solar,Storage,Wind,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,0
3,41186.3,20218.9,705.3,3.2,35418.3,216.7,39.1,709.9,0,0,3310.8,7877.9,7918.7,7075.7,7868,7685.9,6773.6,6341.9,25.99,1.85,0.19,27.97,0.29,0.27,40.3,-1.26,0.49,25.26,0.34,0.2,22.7,0.45,0.22,21.39,0.19,0.06,28.03,28.53,39.53,25.8,23.37,21.64,14541
4,40688.7,20435.6,747.9,3.2,35415.3,218.1,39.5,738.1,0,0,3790.3,7840.7,7953.5,7047.7,7879.3,7728.7,6754.6,6350.9,26.23,1.95,0.2,28.03,0.29,0.27,39.57,-0.83,0.46,25.85,0.54,0.2,22.8,0.48,0.23,21.35,0.23,0.06,28.38,28.59,39.2,26.59,23.51,21.64,14541
5,39980.5,19771.3,763.4,3.3,35423,219.8,40.8,733.2,0,0,4222,7847.3,8120.7,7162.8,8008.1,7892,6933.5,6357.6,27.31,2.9,0.28,28.34,0.9,0.25,45.31,-1.55,0.56,27.11,0.54,0.24,22.92,0.53,0.25,21.48,0.32,0.06,30.49,29.49,44.32,27.89,23.7,21.86,14541
6,39886.2,20949,2037.1,3.2,35434.2,217.2,38.4,720.9,0,0,4199.2,7946,8560,7522.8,8378.2,8355.1,7319.8,6492.4,31.65,4.98,0.55,31.26,2.35,0.36,61.77,-4.61,0.85,30.73,1.34,0.31,25.08,1.08,0.25,22.12,0.44,0.05,37.18,33.97,58.01,32.38,26.41,22.61,14541
7,40361.4,21836,3930.1,4.7,35412.4,242,38.7,704.3,0,0,4126.2,8273.9,9265.6,8236.9,9070.1,9050,8022.7,6749.7,43.72,9,1,37.88,4.29,0.65,79.98,-5.34,1.26,48.56,3.41,0.8,40.1,2.03,0.33,23.45,0.44,0.04,53.72,42.82,75.9,52.77,42.46,23.93,14541
8,40767.7,23943.1,5312.8,4.7,35405.6,239.3,40.1,717.3,5.7,0,4470.8,8465.4,9687.9,8598.4,9448.4,9465.2,8536.6,7018.8,49.7,11.01,0.88,40.57,8.63,0.44,86.13,14.9,1.57,49.3,4.94,0.87,41.67,2.21,0.46,23.94,0.77,0.04,61.59,49.64,102.6,55.11,44.34,24.75,14541
9,40528.5,24492.3,4703.9,4.7,35412.7,236.8,102,721.8,212.5,0,4493.7,8669,9743.1,8622.4,9432,9520.3,8573.7,7163.3,47.24,11.39,0.92,36.63,6.35,0.47,65.59,10.23,1.36,47.77,4.52,0.89,40.8,1.93,0.47,25.11,0.71,0.07,59.55,43.45,77.18,53.18,43.2,25.89,14541
10,40502.9,24508.5,2590.3,4.7,35415.4,237.5,136.3,717.4,543.1,0,4959.5,8799.9,9774.2,8598.3,9424.1,9519.2,8542.4,7199.4,44.63,10.15,0.91,34.41,5.27,0.64,54.32,8.1,0.9,41.14,3.64,0.99,40.28,1.22,0.41,26.36,0.37,0.13,55.69,40.32,63.32,45.77,41.91,26.86,14541
11,39646.1,24138.6,1027.1,4.7,35411.2,211.9,136.3,722,670.7,0,5043.4,8776.9,9833.9,8570.6,9370.2,9402.2,8580.2,7139.8,60.34,13.85,1.42,33.65,4.38,0.7,44.59,5.33,0.59,41.84,3.21,0.95,39.51,0.85,0.38,26.65,0.28,0.26,75.61,38.73,50.51,46,40.74,27.19,14541
12,37917.3,23565.7,884.3,3.3,35425.1,215.1,120.2,732,690.8,0,5168.6,8643.2,9787.8,8440.8,9138.2,9420.6,8510.8,6986.8,60.46,13.31,1.49,31.36,3.81,0.67,40.28,3.93,0.54,42.42,3.25,1.08,37.31,0.67,0.39,25.5,0.17,0.27,75.26,35.84,44.75,46.75,38.37,25.94,14541
13,36436.1,23742,770.6,3.2,35358.7,214.4,117.3,724.3,693.3,0,5279,8437.5,9686.9,8363.1,8948.5,9296.3,8577.1,6933.6,51.42,10.98,1.32,30.21,3.86,0.57,37.08,3.2,0.43,39.52,2.45,0.94,34.01,0.64,0.32,25.51,0.33,0.32,63.72,34.64,40.71,42.91,34.97,26.16,14541
14,34994.6,22398.6,779,3.3,35387.7,212.5,121.6,737.7,680.7,0,5372.8,8224.1,9576.7,8482.7,8819.3,9213.8,8633.3,6850.7,50.05,9.04,1.28,30.21,3.83,0.54,33.35,2.47,0.4,37.57,2.18,0.91,32,0.73,0.36,24.88,0.49,0.33,60.37,34.58,36.22,40.66,33.09,25.7,14541
15,33623.3,21678.7,828.3,3.3,35375.5,211.7,119.2,734.1,625.8,0,5361.4,8157.1,9500,8451.5,8541.5,9233.6,8575.4,6755.5,47.18,8.22,1.2,29.18,3.62,0.53,32.31,1.57,0.35,35.99,2.18,0.86,30.63,0.57,0.29,24.68,0.41,0.32,56.6,33.33,34.23,39.03,31.49,25.41,14541
16,33001.5,21970.6,808.6,3.2,35387.9,211.7,136.4,731.1,504.6,0,5328.1,8082.1,9378,8454.9,8464.3,9205.2,8598.1,6692.1,46.69,8.32,1.21,28.84,3.61,0.44,32.77,1.46,0.37,35.63,2.43,0.83,31.14,0.54,0.3,24.71,0.46,0.29,56.22,32.89,34.6,38.89,31.98,25.46,14541
17,33884.8,22508.2,969.2,3.3,35383.4,212.7,99.3,732.4,235.6,0,5480,8168,9325,8655.2,8447.4,9263.2,8733.9,6816.9,53,6.25,1.46,29.94,4.13,0.37,34.48,1.28,0.32,40.16,3.47,0.99,35.33,0.44,0.38,26.14,0.8,0.3,60.71,34.44,36.08,44.62,36.15,27.24,14541
18,33833.4,23669.1,1637.4,3.2,35380.9,212,42.2,726.9,20.3,0,5562.6,8331.4,9383.3,8951.6,8684.6,9526.1,8973.8,7213.5,73.29,13.06,1.88,35.03,5.27,0.4,42.01,3.65,0.46,50.17,6,1.15,47.2,1.46,0.49,38.34,1.18,0.25,88.23,40.7,46.12,57.32,49.15,39.77,14541
19,36262,25974.2,1715.2,3.3,35377.2,212.6,40.1,735.3,20.3,0,5853.3,8514.9,9644.1,9196.5,9034.8,9703.4,9284.2,7715.5,85.34,11.04,2.19,37.92,4.91,0.43,45.14,3.31,0.61,55.18,8.33,1.34,46.76,1.12,0.58,36.07,1.3,0.23,98.57,43.26,49.06,64.85,48.46,37.6,14541
20,36771,25747.6,1695.7,3.3,35373.8,211.8,41.4,738.7,20.3,0,5992.7,8450.6,9564.5,9208.7,8884.6,9630.5,9272.5,7789.5,79.91,10.86,2.18,34.24,4.14,0.38,42.26,2.93,0.54,50.56,7.3,1.12,45.1,1.6,0.45,35.09,1.46,0.25,92.95,38.76,45.73,58.98,47.15,36.8,14541
21,36257.1,25262.8,1017.3,3.3,35273.7,211.3,40.8,731.7,20.3,0,6101,8400.6,9448,9198.9,8753.3,9555.5,9068.1,7753.1,70.6,12.78,1.96,34.13,3.85,0.43,39.64,2.87,0.4,47.63,6.95,1.09,42.71,1.18,0.74,34.79,1.06,0.28,85.34,38.41,42.91,55.67,44.63,36.13,14541
22,35379,23615.2,975.8,3.3,35236.3,213.9,41.3,731.7,20.3,0,5744.1,8122.6,9125.5,8969.8,8440.4,9265,8935.2,7536,69.48,13.62,1.69,32.28,3.17,0.29,34.37,2.07,0.32,44.22,6.68,0.91,38.47,0.6,0.5,28.87,0.6,0.28,84.79,35.74,36.76,51.81,39.57,29.75,14541
23,33673.9,22623.5,998.5,3.2,35245.8,213.2,42.1,735.6,20.3,0,5800,7878.3,8766.6,8575.4,7980.2,8844.7,8520.6,7275.7,57.35,8.36,1.3,28.35,1.79,0.17,32.37,0.72,0.18,41.3,5.75,0.94,31.65,-0.06,0.22,25,0.55,0.23,67.01,30.31,33.27,47.99,31.81,25.78,14541
0,30842.8,20678.8,937.7,3.3,35260.1,214.4,40.6,739.4,20.3,0,5935.3,7474,8443.4,8244.1,7587.1,8455.1,8206.1,7008.3,49.01,5.44,1.08,25.97,0.55,0.17,29.31,-0.45,0.42,36.67,2.34,0.46,29.03,0.18,0.31,24,0.41,0.18,55.53,26.69,29.28,39.47,29.52,24.59,17518
1,30842.6,22155.3,674,3.2,35190.8,215.9,39.5,741.5,0,0,5580.9,7203.5,8061.4,7982,7326.8,8216.3,7929.2,6837.5,44.67,3.36,0.87,26.45,2.03,0.25,29.45,-0.41,0.26,45.2,-2.87,0.62,26.23,0.28,0.22,23.07,0.43,0.15,48.9,28.73,29.3,42.95,26.73,23.65,17518
2,30110.8,21715.7,683.4,3.3,35188.2,222.1,39.9,743.8,0,0,5276.3,7015.2,7940.4,7853.1,7129.3,8000.8,7710.4,6782.2,43.09,2.75,0.8,26.05,1.83,0.22,28.52,0.07,0.29,41.19,-1.39,0.51,25.63,0.37,0.19,22.76,0.46,0.2,46.64,28.1,28.88,40.31,26.19,23.42,17518
3,28634.5,21326.7,681.6,3.3,35176.8,223.4,40.3,726,0,0,4970.9,6882.5,7877.9,7918.7,7075.7,7868,7685.9,6773.6,40.91,2.28,0.76,25.99,1.85,0.19,27.97,0.29,0.27,40.3,-1.26,0.49,25.26,0.34,0.2,22.7,0.45,0.22,43.95,28.03,28.53,39.53,25.8,23.37,17518
4,28086.3,21489.9,684.4,3.2,35322,227.8,38.7,723.9,0,0,4670.6,6787,7840.7,7953.5,7047.7,7879.3,7728.7,6754.6,41.83,2.72,0.78,26.23,1.95,0.2,28.03,0.29,0.27,39.57,-0.83,0.46,25.85,0.54,0.2,22.8,0.48,0.23,45.33,28.38,28.59,39.2,26.59,23.51,17518
5,28050.8,22045.7,697.4,3.2,35360.8,235.5,39.4,746.3,0,0,4264.3,6802.6,7847.3,8120.7,7162.8,8008.1,7892,6933.5,42.91,2.53,0.92,27.31,2.9,0.28,28.34,0.9,0.25,45.31,-1.55,0.56,27.11,0.54,0.24,22.92,0.53,0.25,46.36,30.49,29.49,44.32,27.89,23.7,17518
6,28113.1,21503.6,766.1,3.2,35359.8,227.9,40.4,736.1,0,0,4410,6856.8,7946,8560,7522.8,8378.2,8355.1,7319.8,47.44,3.72,1.01,31.65,4.98,0.55,31.26,2.35,0.36,61.77,-4.61,0.85,30.73,1.34,0.31,25.08,1.08,0.25,52.17,37.18,33.97,58.01,32.38,26.41,17518
7,29324.2,22414.4,854.9,3.2,35362.4,227.7,39.6,720.2,0,0,3858.2,6969.2,8273.9,9265.6,8236.9,9070.1,9050,8022.7,52.62,10.35,1.32,43.72,9,1,37.88,4.29,0.65,79.98,-5.34,1.26,48.56,3.41,0.8,40.1,2.03,0.33,64.29,53.72,42.82,75.9,52.77,42.46,17518
8,30751.5,22905.3,1002.9,3.3,35363.4,224.4,40.8,741.1,1.3,0,3764.8,7240,8465.4,9687.9,8598.4,9448.4,9465.2,8536.6,58.17,13.52,1.76,49.7,11.01,0.88,40.57,8.63,0.44,86.13,14.9,1.57,49.3,4.94,0.87,41.67,2.21,0.46,73.45,61.59,49.64,102.6,55.11,44.34,17518
9,32040,23023.6,1011.1,4.7,35367.6,223.3,57.6,744.8,34.3,0,4016.4,7418.1,8669,9743.1,8622.4,9432,9520.3,8573.7,55.9,16.07,1.67,47.24,11.39,0.92,36.63,6.35,0.47,65.59,10.23,1.36,47.77,4.52,0.89,40.8,1.93,0.47,73.64,59.55,43.45,77.18,53.18,43.2,17518
10,33393.2,23868.5,1011.6,4.7,35357.2,227.4,50.4,759.1,70.3,0,4534.3,7643.9,8799.9,9774.2,8598.3,9424.1,9519.2,8542.4,49.02,16.03,1.39,44.63,10.15,0.91,34.41,5.27,0.64,54.32,8.1,0.9,41.14,3.64,0.99,40.28,1.22,0.41,66.44,55.69,40.32,63.32,45.77,41.91,17518
11,34138.5,24173.3,815.6,4.7,35355,224.2,56,760.9,72.5,0,4556.4,7806.3,8776.9,9833.9,8570.6,9370.2,9402.2,8580.2,35.38,15.5,0.65,60.34,13.85,1.42,33.65,4.38,0.7,44.59,5.33,0.59,41.84,3.21,0.95,39.51,0.85,0.38,51.53,75.61,38.73,50.51,46,40.74,17518
12,33961.9,24472.4,660.9,4.7,35361.4,223.3,53.6,766.1,86.8,0,5185.1,7908,8643.2,9787.8,8440.8,9138.2,9420.6,8510.8,31.65,10.65,0.57,60.46,13.31,1.49,31.36,3.81,0.67,40.28,3.93,0.54,42.42,3.25,1.08,37.31,0.67,0.39,42.87,75.26,35.84,44.75,46.75,38.37,17518
13,34248.4,24284,655.9,4.7,35367.3,224.9,64.5,786.6,111.3,0,5362.4,7896.4,8437.5,9686.9,8363.1,8948.5,9296.3,8577.1,29.03,8.79,0.5,51.42,10.98,1.32,30.21,3.86,0.57,37.08,3.2,0.43,39.52,2.45,0.94,34.01,0.64,0.32,38.32,63.72,34.64,40.71,42.91,34.97,17518
14,34765.8,25031.9,706.9,4.7,35368.2,221.7,54.8,779.3,88.7,0,5190.3,7860.9,8224.1,9576.7,8482.7,8819.3,9213.8,8633.3,27.36,6.15,0.45,50.05,9.04,1.28,30.21,3.83,0.54,33.35,2.47,0.4,37.57,2.18,0.91,32,0.73,0.36,33.96,60.37,34.58,36.22,40.66,33.09,17518
15,35314,25157.5,674.4,4.7,35364.8,221.8,60.9,756,29.5,0,5297.4,7834.4,8157.1,9500,8451.5,8541.5,9233.6,8575.4,26.78,5.28,0.43,47.18,8.22,1.2,29.18,3.62,0.53,32.31,1.57,0.35,35.99,2.18,0.86,30.63,0.57,0.29,32.49,56.6,33.33,34.23,39.03,31.49,17518
16,35288.6,25515.8,755.3,4.7,35351.4,219.3,43.3,759.9,12.1,0,5381.2,7910.1,8082.1,9378,8454.9,8464.3,9205.2,8598.1,26.34,4.93,0.41,46.69,8.32,1.21,28.84,3.61,0.44,32.77,1.46,0.37,35.63,2.43,0.83,31.14,0.54,0.3,31.68,56.22,32.89,34.6,38.89,31.98,17518
17,35193.9,25224.5,729.2,4.7,35361.5,216.6,41.1,764,2.8,0,5472.1,8092.1,8168,9325,8655.2,8447.4,9263.2,8733.9,27.37,5.51,0.48,53,6.25,1.46,29.94,4.13,0.37,34.48,1.28,0.32,40.16,3.47,0.99,35.33,0.44,0.38,33.36,60.71,34.44,36.08,44.62,36.15,17518
18,36557.5,26032.3,1431,4.7,35367,214.4,41.3,752,0,0,4933.8,8316.8,8331.4,9383.3,8951.6,8684.6,9526.1,8973.8,32.13,7.7,0.57,73.29,13.06,1.88,35.03,5.27,0.4,42.01,3.65,0.46,50.17,6,1.15,47.2,1.46,0.49,40.4,88.23,40.7,46.12,57.32,49.15,17518
19,37651.5,26025.8,1417.3,4.8,35343.8,212.3,41.5,779.9,0,0,4604,8439.4,8514.9,9644.1,9196.5,9034.8,9703.4,9284.2,35.15,7.86,0.6,85.34,11.04,2.19,37.92,4.91,0.43,45.14,3.31,0.61,55.18,8.33,1.34,46.76,1.12,0.58,43.61,98.57,43.26,49.06,64.85,48.46,17518
20,36529,24705.4,1165.2,4.6,35347.4,211.3,41.3,771.5,0,0,4944.3,8318.4,8450.6,9564.5,9208.7,8884.6,9630.5,9272.5,31.67,8.02,0.46,79.91,10.86,2.18,34.24,4.14,0.38,42.26,2.93,0.54,50.56,7.3,1.12,45.1,1.6,0.45,40.15,92.95,38.76,45.73,58.98,47.15,17518
21,35795.1,24888.8,960.4,4.6,35353.1,209.2,41.3,772.6,0,0,4894.5,8208.7,8400.6,9448,9198.9,8753.3,9555.5,9068.1,31.39,6.65,0.47,70.6,12.78,1.96,34.13,3.85,0.43,39.64,2.87,0.4,47.63,6.95,1.09,42.71,1.18,0.74,38.51,85.34,38.41,42.91,55.67,44.63,17518
22,35083.8,23892,690.8,4.7,35357.1,209.6,40.8,767.5,0,0,4781.7,8180.2,8122.6,9125.5,8969.8,8440.4,9265,8935.2,29.04,5.72,0.32,69.48,13.62,1.69,32.28,3.17,0.29,34.37,2.07,0.32,44.22,6.68,0.91,38.47,0.6,0.5,35.08,84.79,35.74,36.76,51.81,39.57,17518
23,33875.9,22744.5,661,3.3,35352.1,211.3,41.4,778,0,0,4469,8022.6,7878.3,8766.6,8575.4,7980.2,8844.7,8520.6,27.28,4.48,0.18,57.35,8.36,1.3,28.35,1.79,0.17,32.37,0.72,0.18,41.3,5.75,0.94,31.65,-0.06,0.22,31.94,67.01,30.31,33.27,47.99,31.81,17518
0,33537.7,22552.7,641.3,3.3,35346.3,213.6,39.9,773.1,0,0,3763.2,7849,7474,8443.4,8244.1,7587.1,8455.1,8206.1,25.62,3.49,-0.01,49.01,5.44,1.08,25.97,0.55,0.17,29.31,-0.45,0.42,36.67,2.34,0.46,29.03,0.18,0.31,29.1,55.53,26.69,29.28,39.47,29.52,15693
1,32067.7,22196.6,659.1,3.2,35352.3,212.5,41.4,771,0,0,2866.7,7682.6,7203.5,8061.4,7982,7326.8,8216.3,7929.2,24.67,0.4,-0.22,44.67,3.36,0.87,26.45,2.03,0.25,29.45,-0.41,0.26,45.2,-2.87,0.62,26.23,0.28,0.22,24.85,48.9,28.73,29.3,42.95,26.73,15693
2,30961.6,20870.3,653.1,3.3,35341.9,213.5,39.3,753.7,0,0,2391.6,7606.8,7015.2,7940.4,7853.1,7129.3,8000.8,7710.4,24.35,0.34,-0.23,43.09,2.75,0.8,26.05,1.83,0.22,28.52,0.07,0.29,41.19,-1.39,0.51,25.63,0.37,0.19,24.46,46.64,28.1,28.88,40.31,26.19,15693
3,29825.1,20655.8,722.4,3.3,35347.6,216.2,39.4,763.6,0,0,2793.3,7610.4,6882.5,7877.9,7918.7,7075.7,7868,7685.9,24.12,0.17,-0.21,40.91,2.28,0.76,25.99,1.85,0.19,27.97,0.29,0.27,40.3,-1.26,0.49,25.26,0.34,0.2,24.08,43.95,28.03,28.53,39.53,25.8,15693
4,30033.3,21338.4,842.2,3.3,35324.9,215.1,38.8,794.6,0,0,2540.1,7694,6787,7840.7,7953.5,7047.7,7879.3,7728.7,23.91,0.31,-0.19,41.83,2.72,0.78,26.23,1.95,0.2,28.03,0.29,0.27,39.57,-0.83,0.46,25.85,0.54,0.2,24.03,45.33,28.38,28.59,39.2,26.59,15693
5,30534.1,21994.2,893.6,3.2,35331.9,218.8,38.4,777.7,0,0,2162.9,7868.3,6802.6,7847.3,8120.7,7162.8,8008.1,7892,24.13,0.33,-0.23,42.91,2.53,0.92,27.31,2.9,0.28,28.34,0.9,0.25,45.31,-1.55,0.56,27.11,0.54,0.24,24.23,46.36,30.49,29.49,44.32,27.89,15693
6,33409.5,23891.2,1565.7,3.2,35340.5,221.5,38.6,785.6,0,0,1865.4,8367.3,6856.8,7946,8560,7522.8,8378.2,8355.1,24.44,0.53,-0.2,47.44,3.72,1.01,31.65,4.98,0.55,31.26,2.35,0.36,61.77,-4.61,0.85,30.73,1.34,0.31,24.77,52.17,37.18,33.97,58.01,32.38,15693
7,37214.5,27103.5,3303,3.2,35309.1,220.4,39.4,778.6,0,0,1830.9,9031.5,6969.2,8273.9,9265.6,8236.9,9070.1,9050,24.92,0.73,-0.1,52.62,10.35,1.32,43.72,9,1,37.88,4.29,0.65,79.98,-5.34,1.26,48.56,3.41,0.8,25.55,64.29,53.72,42.82,75.9,52.77,15693
8,39820.6,30113.8,4907.2,4.7,35329.4,219.5,40.4,767.8,1.4,0,1826.8,9508.2,7240,8465.4,9687.9,8598.4,9448.4,9465.2,25.16,0.88,-0.08,58.17,13.52,1.76,49.7,11.01,0.88,40.57,8.63,0.44,86.13,14.9,1.57,49.3,4.94,0.87,25.96,73.45,61.59,49.64,102.6,55.11,15693
9,40946,30106.5,4969.7,4.7,35336.2,235.8,102,779.3,166.5,0,1695.8,9566.9,7418.1,8669,9743.1,8622.4,9432,9520.3,26.44,0.86,-0.04,55.9,16.07,1.67,47.24,11.39,0.92,36.63,6.35,0.47,65.59,10.23,1.36,47.77,4.52,0.89,27.26,73.64,59.55,43.45,77.18,53.18,15693
10,41225.2,30046.6,3304.5,4.7,35347.2,236.8,136.5,762.3,410.2,0,1343,9550.3,7643.9,8799.9,9774.2,8598.3,9424.1,9519.2,27.99,0.81,0.11,49.02,16.03,1.39,44.63,10.15,0.91,34.41,5.27,0.64,54.32,8.1,0.9,41.14,3.64,0.99,28.91,66.44,55.69,40.32,63.32,45.77,15693
11,41013.7,28755.8,1729.8,4.7,35347.9,235.3,72.1,748.2,554.5,0,1376,9487.7,7806.3,8776.9,9833.9,8570.6,9370.2,9402.2,27.13,1.17,0.19,35.38,15.5,0.65,60.34,13.85,1.42,33.65,4.38,0.7,44.59,5.33,0.59,41.84,3.21,0.95,28.49,51.53,75.61,38.73,50.51,46,15693
12,40639.9,26928.1,1133.8,4.7,35358.2,213.8,98.9,764.5,573.6,0,1479.1,9369.2,7908,8643.2,9787.8,8440.8,9138.2,9420.6,26.45,1.05,0.16,31.65,10.65,0.57,60.46,13.31,1.49,31.36,3.81,0.67,40.28,3.93,0.54,42.42,3.25,1.08,27.66,42.87,75.26,35.84,44.75,46.75,15693
13,38992.7,26366.8,1159.2,4.7,35355,212.5,99.8,753.2,642,0,1012.6,9248.9,7896.4,8437.5,9686.9,8363.1,8948.5,9296.3,26.41,1.45,0.18,29.03,8.79,0.5,51.42,10.98,1.32,30.21,3.86,0.57,37.08,3.2,0.43,39.52,2.45,0.94,28.04,38.32,63.72,34.64,40.71,42.91,15693
14,38356.6,25662.8,1141.4,4.7,35367.1,211.5,122.4,752.3,638.9,0,827.1,9171,7860.9,8224.1,9576.7,8482.7,8819.3,9213.8,25.76,1.56,0.2,27.36,6.15,0.45,50.05,9.04,1.28,30.21,3.83,0.54,33.35,2.47,0.4,37.57,2.18,0.91,27.52,33.96,60.37,34.58,36.22,40.66,15693
15,37319.4,25491.9,1117.4,4.7,35360.1,210.5,128.4,748.6,570.3,0,535.7,9061.7,7834.4,8157.1,9500,8451.5,8541.5,9233.6,25.54,1.44,0.23,26.78,5.28,0.43,47.18,8.22,1.2,29.18,3.62,0.53,32.31,1.57,0.35,35.99,2.18,0.86,27.21,32.49,56.6,33.33,34.23,39.03,15693
16,37316.5,25545.1,1265.8,4.7,35370.7,208.3,131.1,757.4,493.3,0,565.2,8977.1,7910.1,8082.1,9378,8454.9,8464.3,9205.2,25.45,1.47,0.21,26.34,4.93,0.41,46.69,8.32,1.21,28.84,3.61,0.44,32.77,1.46,0.37,35.63,2.43,0.83,27.13,31.68,56.22,32.89,34.6,38.89,15693
17,37774.2,26839.3,1331.7,4.7,35358.9,208.3,97.7,753.2,230.2,0,356.4,9086.4,8092.1,8168,9325,8655.2,8447.4,9263.2,26.24,1.98,0.14,27.37,5.51,0.48,53,6.25,1.46,29.94,4.13,0.37,34.48,1.28,0.32,40.16,3.47,0.99,28.36,33.36,60.71,34.44,36.08,44.62,15693
18,38461.8,29436.8,2853,4.7,35370.1,207.1,39.2,759.5,0,0,459.2,9346.4,8316.8,8331.4,9383.3,8951.6,8684.6,9526.1,31.38,1.7,0.05,32.13,7.7,0.57,73.29,13.06,1.88,35.03,5.27,0.4,42.01,3.65,0.46,50.17,6,1.15,33.13,40.4,88.23,40.7,46.12,57.32,15693
19,40378.3,32354.2,5179.9,4.7,35355.7,206.7,37.5,744.9,0,0,654.8,9816.3,8439.4,8514.9,9644.1,9196.5,9034.8,9703.4,30.58,1.58,0,35.15,7.86,0.6,85.34,11.04,2.19,37.92,4.91,0.43,45.14,3.31,0.61,55.18,8.33,1.34,32.16,43.61,98.57,43.26,49.06,64.85,15693
20,41094.1,32053.6,4703.5,4.7,35352.7,205.2,37.5,755.1,0,0,761.1,9674.8,8318.4,8450.6,9564.5,9208.7,8884.6,9630.5,28.65,1.38,0.05,31.67,8.02,0.46,79.91,10.86,2.18,34.24,4.14,0.38,42.26,2.93,0.54,50.56,7.3,1.12,30.08,40.15,92.95,38.76,45.73,58.98,15693
21,40752.7,31313.5,4543,4.7,35336.8,204.7,38.1,729,0,0,528.7,9490.1,8208.7,8400.6,9448,9198.9,8753.3,9555.5,28.58,1.06,0.01,31.39,6.65,0.47,70.6,12.78,1.96,34.13,3.85,0.43,39.64,2.87,0.4,47.63,6.95,1.09,29.65,38.51,85.34,38.41,42.91,55.67,15693
22,40611.3,30397,2417.9,3.2,35354.4,207.4,37.4,747.6,0,0,502.9,9120.4,8180.2,8122.6,9125.5,8969.8,8440.4,9265,27.02,0.79,-0.01,29.04,5.72,0.32,69.48,13.62,1.69,32.28,3.17,0.29,34.37,2.07,0.32,44.22,6.68,0.91,27.8,35.08,84.79,35.74,36.76,51.81,15693
23,39364.7,28434,1099.8,3.2,35332.6,207.7,37.2,746.2,0,0,515,8710.6,8022.6,7878.3,8766.6,8575.4,7980.2,8844.7,25.53,0.52,-0.05,27.28,4.48,0.18,57.35,8.36,1.3,28.35,1.79,0.17,32.37,0.72,0.18,41.3,5.75,0.94,26,31.94,67.01,30.31,33.27,47.99,15693
0,37481.5,26072.8,735.5,3.2,35343.1,211.3,37.1,762.5,0,0,483.6,8302.4,7849,7474,8443.4,8244.1,7587.1,8455.1,24.19,0.43,-0.09,25.62,3.49,-0.01,49.01,5.44,1.08,25.97,0.55,0.17,29.31,-0.45,0.42,36.67,2.34,0.46,24.53,29.1,55.53,26.69,29.28,39.47,18795
1,36336.4,26940.2,628.2,3.3,35332.7,212.7,38.1,757.8,0,0,453.7,7991,7682.6,7203.5,8061.4,7982,7326.8,8216.3,23.81,0.21,-0.25,24.67,0.4,-0.22,44.67,3.36,0.87,26.45,2.03,0.25,29.45,-0.41,0.26,45.2,-2.87,0.62,23.77,24.85,48.9,28.73,29.3,42.95,18795
2,36189.8,26237.5,559.5,3.2,35356.1,215,37.6,771,0,0,562.3,7802.2,7606.8,7015.2,7940.4,7853.1,7129.3,8000.8,23.65,0.21,-0.22,24.35,0.34,-0.23,43.09,2.75,0.8,26.05,1.83,0.22,28.52,0.07,0.29,41.19,-1.39,0.51,23.64,24.46,46.64,28.1,28.88,40.31,18795
3,35657.7,26040.6,531.2,3.2,35345.7,215.5,38,768.2,0,0,632.4,7796.6,7610.4,6882.5,7877.9,7918.7,7075.7,7868,23.53,0.34,-0.23,24.12,0.17,-0.21,40.91,2.28,0.76,25.99,1.85,0.19,27.97,0.29,0.27,40.3,-1.26,0.49,23.64,24.08,43.95,28.03,28.53,39.53,18795
4,35165.4,25587.5,532.3,3.2,35353.5,219.1,37,769.9,0,0,816,7785.9,7694,6787,7840.7,7953.5,7047.7,7879.3,23.6,0.35,-0.22,23.91,0.31,-0.19,41.83,2.72,0.78,26.23,1.95,0.2,28.03,0.29,0.27,39.57,-0.83,0.46,23.73,24.03,45.33,28.38,28.59,39.2,18795
5,34597.7,25221.1,647.4,3.3,35337.5,224.2,35.8,773.6,0,0,1055.1,7924.7,7868.3,6802.6,7847.3,8120.7,7162.8,8008.1,24.16,0.72,-0.22,24.13,0.33,-0.23,42.91,2.53,0.92,27.31,2.9,0.28,28.34,0.9,0.25,45.31,-1.55,0.56,24.66,24.23,46.36,30.49,29.49,44.32,18795
6,35997.1,27879.9,686.5,3.2,35328.2,223.3,37.6,752.1,0,0,1304.5,8301.3,8367.3,6856.8,7946,8560,7522.8,8378.2,28.72,1.54,-0.27,24.44,0.53,-0.2,47.44,3.72,1.01,31.65,4.98,0.55,31.26,2.35,0.36,61.77,-4.61,0.85,29.99,24.77,52.17,37.18,33.97,58.01,18795
