datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
10/1/2017 4:00:00 AM,10/1/2017 12:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,15.79,19.130000,3.250000,0.090000,True,1
10/1/2017 5:00:00 AM,10/1/2017 1:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,14.99,18.510000,3.380000,0.140000,True,1
10/1/2017 6:00:00 AM,10/1/2017 2:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,14.03,17.680000,3.510000,0.140000,True,1
10/1/2017 7:00:00 AM,10/1/2017 3:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,12.97,16.640000,3.520000,0.150000,True,1
10/1/2017 8:00:00 AM,10/1/2017 4:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,13.22,17.620000,4.260000,0.140000,True,1
10/1/2017 9:00:00 AM,10/1/2017 5:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,13.70,18.070000,4.230000,0.140000,True,1
10/1/2017 10:00:00 AM,10/1/2017 6:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,14.29,18.540000,4.140000,0.110000,True,1
10/1/2017 11:00:00 AM,10/1/2017 7:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,15.32,18.950000,3.500000,0.130000,True,1
10/1/2017 12:00:00 PM,10/1/2017 8:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,17.58,20.960000,3.330000,0.050000,True,1
10/1/2017 1:00:00 PM,10/1/2017 9:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,19.53,22.370000,2.850000,-0.010000,True,1
10/1/2017 2:00:00 PM,10/1/2017 10:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,20.55,23.050000,2.570000,-0.070000,True,1
10/1/2017 3:00:00 PM,10/1/2017 11:00:00 AM,5021072,BELPRE,138 KV,T1,LOAD,AEP,21.03,23.700000,2.720000,-0.050000,True,1
10/1/2017 4:00:00 PM,10/1/2017 12:00:00 PM,5021072,BELPRE,138 KV,T1,LOAD,AEP,21.56,24.130000,2.630000,-0.060000,True,1
10/1/2017 5:00:00 PM,10/1/2017 1:00:00 PM,5021072,BELPRE,138 KV,T1,LOAD,AEP,21.82,24.410000,2.650000,-0.060000,True,1
10/1/2017 6:00:00 PM,10/1/2017 2:00:00 PM,5021072,BELPRE,138 KV,T1,LOAD,AEP,21.76,24.590000,2.910000,-0.080000,True,1
