datetime_beginning_ept,total_lmp_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da
10/11/2017 9:00:00 PM,31.77,30.13,0.9,0.74
10/11/2017 10:00:00 PM,25.72,24.32,0.76,0.64
10/11/2017 11:00:00 PM,23.93,22.63,0.74,0.56
10/12/2017 12:00:00 AM,22.72,21.67,0.52,0.53
10/12/2017 1:00:00 AM,22.17,21.03,0.65,0.49
10/12/2017 2:00:00 AM,21.86,20.7,0.69,0.47
10/12/2017 3:00:00 AM,21.64,20.51,0.65,0.48
10/12/2017 4:00:00 AM,21.87,20.57,0.8,0.5
10/12/2017 5:00:00 AM,23.36,21.93,0.85,0.58
10/12/2017 6:00:00 AM,29.87,28.35,0.84,0.68
10/12/2017 7:00:00 AM,29.61,28.07,0.78,0.76
10/12/2017 8:00:00 AM,28.69,27.17,0.72,0.8
10/12/2017 9:00:00 AM,30.86,29.07,0.91,0.88
10/12/2017 10:00:00 AM,32.54,30.34,1.25,0.95
10/12/2017 11:00:00 AM,32.85,30.5,1.35,1.0
10/12/2017 12:00:00 PM,34.16,31.13,1.95,1.08
10/12/2017 1:00:00 PM,34.65,31.32,2.27,1.06
10/12/2017 2:00:00 PM,35.48,31.48,2.97,1.03
10/12/2017 3:00:00 PM,33.13,30.03,2.18,0.92
10/12/2017 4:00:00 PM,32.3,29.99,1.92,0.39
10/12/2017 5:00:00 PM,31.87,30.14,1.36,0.37
10/12/2017 6:00:00 PM,34.09,32.9,0.9,0.29
10/12/2017 7:00:00 PM,38.38,37.54,0.41,0.43
10/12/2017 8:00:00 PM,32.24,31.18,0.66,0.4
10/12/2017 9:00:00 PM,28.11,27.17,0.62,0.32
10/12/2017 10:00:00 PM,23.8,22.78,0.8,0.22
10/12/2017 11:00:00 PM,21.98,21.19,0.57,0.22
10/13/2017 12:00:00 AM,22.5,21.75,0.42,0.33
10/13/2017 1:00:00 AM,21.55,20.66,0.6,0.29
10/13/2017 2:00:00 AM,21.3,20.29,0.73,0.28
10/13/2017 3:00:00 AM,21.08,19.99,0.83,0.26
10/13/2017 4:00:00 AM,21.44,20.29,0.85,0.3
10/13/2017 5:00:00 AM,22.94,21.85,0.83,0.26
10/13/2017 6:00:00 AM,30.94,29.6,0.93,0.41
10/13/2017 7:00:00 AM,31.37,29.91,0.96,0.5
10/13/2017 8:00:00 AM,30.06,27.96,1.34,0.76
10/13/2017 9:00:00 AM,32.97,30.09,2.03,0.85
10/13/2017 10:00:00 AM,33.39,30.22,2.3,0.87
10/13/2017 11:00:00 AM,34.19,30.64,2.66,0.89
10/13/2017 12:00:00 PM,35.19,30.93,3.45,0.81
10/13/2017 1:00:00 PM,36.21,31.61,3.77,0.83
10/13/2017 2:00:00 PM,36.43,31.32,4.31,0.8
10/13/2017 3:00:00 PM,36.4,31.93,3.93,0.54
10/13/2017 4:00:00 PM,35.25,31.3,3.42,0.53
10/13/2017 5:00:00 PM,34.21,30.86,2.85,0.5
10/13/2017 6:00:00 PM,33.79,31.79,1.51,0.49
10/13/2017 7:00:00 PM,38.07,36.67,0.8,0.6
10/13/2017 8:00:00 PM,31.15,29.74,0.81,0.6
10/13/2017 9:00:00 PM,27.19,26.32,0.36,0.51
10/13/2017 10:00:00 PM,23.74,23.15,0.18,0.41
10/13/2017 11:00:00 PM,21.88,21.35,0.17,0.36
10/14/2017 12:00:00 AM,21.62,20.43,0.82,0.37
10/14/2017 1:00:00 AM,21.29,20.04,0.92,0.33
10/14/2017 2:00:00 AM,20.34,19.14,0.89,0.31
10/14/2017 3:00:00 AM,20.08,18.89,0.88,0.31
10/14/2017 4:00:00 AM,20.17,18.78,1.03,0.36
10/14/2017 5:00:00 AM,21.21,19.58,1.06,0.57
10/14/2017 6:00:00 AM,22.27,20.67,1.12,0.48
10/14/2017 7:00:00 AM,23.47,21.71,1.19,0.57
10/14/2017 8:00:00 AM,24.86,23.07,1.2,0.59
10/14/2017 9:00:00 AM,27.13,25.5,1.02,0.61
10/14/2017 10:00:00 AM,29.46,27.47,1.34,0.65
10/14/2017 11:00:00 AM,30.74,28.66,1.42,0.66
10/14/2017 12:00:00 PM,33.46,31.23,1.46,0.77
10/14/2017 1:00:00 PM,33.44,31.32,1.34,0.78
10/14/2017 2:00:00 PM,33.5,31.19,1.55,0.76
10/14/2017 3:00:00 PM,33.05,30.7,1.69,0.66
10/14/2017 4:00:00 PM,33.87,31.69,1.63,0.55
10/14/2017 5:00:00 PM,33.67,31.55,1.58,0.54
10/14/2017 6:00:00 PM,34.03,32.54,1.07,0.42
10/14/2017 7:00:00 PM,36.01,34.26,1.22,0.53
10/14/2017 8:00:00 PM,32.73,31.01,1.19,0.53
10/14/2017 9:00:00 PM,29.15,27.24,1.43,0.48
10/14/2017 10:00:00 PM,24.48,22.85,1.28,0.35
10/14/2017 11:00:00 PM,22.66,21.1,1.29,0.27
10/15/2017 12:00:00 AM,22.03,20.55,1.08,0.4
10/15/2017 1:00:00 AM,20.68,18.87,1.49,0.32
10/15/2017 2:00:00 AM,20.4,18.3,1.83,0.27
10/15/2017 3:00:00 AM,19.44,17.3,1.89,0.25
10/15/2017 4:00:00 AM,19.58,16.84,2.43,0.31
10/15/2017 5:00:00 AM,20.01,17.59,2.03,0.39
10/15/2017 6:00:00 AM,20.86,18.34,2.1,0.42
10/15/2017 7:00:00 AM,21.25,18.71,2.05,0.49
10/15/2017 8:00:00 AM,23.17,20.61,2.01,0.55
10/15/2017 9:00:00 AM,24.64,22.2,1.9,0.54
10/15/2017 10:00:00 AM,26.83,24.89,1.35,0.59
10/15/2017 11:00:00 AM,28.55,26.91,1.01,0.63
10/15/2017 12:00:00 PM,31.28,28.98,1.61,0.69
10/15/2017 1:00:00 PM,32.7,30.34,1.66,0.7
10/15/2017 2:00:00 PM,34.49,32.31,1.55,0.63
10/15/2017 3:00:00 PM,34.98,33.87,0.62,0.49
10/15/2017 4:00:00 PM,36.63,36.44,-0.3,0.49
10/15/2017 5:00:00 PM,37.26,37.45,-0.7,0.51
10/15/2017 6:00:00 PM,41.2,42.0,-1.2,0.4
10/15/2017 7:00:00 PM,42.9,43.64,-1.17,0.43
10/15/2017 8:00:00 PM,36.05,35.31,0.14,0.6
10/15/2017 9:00:00 PM,31.02,30.8,-0.28,0.5
10/15/2017 10:00:00 PM,25.03,24.05,0.57,0.41
10/15/2017 11:00:00 PM,23.53,22.43,0.71,0.39
10/16/2017 12:00:00 AM,22.81,21.56,0.92,0.33
10/16/2017 1:00:00 AM,21.81,20.45,1.06,0.3
10/16/2017 2:00:00 AM,21.36,20.01,1.09,0.26
10/16/2017 3:00:00 AM,21.16,19.67,1.24,0.25
10/16/2017 4:00:00 AM,21.98,20.49,1.23,0.26
10/16/2017 5:00:00 AM,24.23,22.82,1.11,0.3
10/16/2017 6:00:00 AM,33.03,30.98,1.64,0.41
10/16/2017 7:00:00 AM,33.92,32.2,1.19,0.53
10/16/2017 8:00:00 AM,31.82,29.43,1.9,0.49
10/16/2017 9:00:00 AM,34.71,31.86,2.46,0.39
10/16/2017 10:00:00 AM,35.31,32.76,2.26,0.29
10/16/2017 11:00:00 AM,35.37,31.91,3.17,0.29
10/16/2017 12:00:00 PM,35.2,30.9,3.9,0.4
10/16/2017 1:00:00 PM,35.86,31.65,3.9,0.31
10/16/2017 2:00:00 PM,35.32,30.78,4.27,0.27
10/16/2017 3:00:00 PM,33.45,29.74,3.52,0.19
10/16/2017 4:00:00 PM,32.14,28.92,3.08,0.14
10/16/2017 5:00:00 PM,33.05,30.87,2.07,0.11
10/16/2017 6:00:00 PM,39.34,37.92,1.22,0.2
10/16/2017 7:00:00 PM,43.82,42.31,1.15,0.36
10/16/2017 8:00:00 PM,35.35,33.42,1.63,0.3
10/16/2017 9:00:00 PM,29.09,27.59,1.28,0.22
10/16/2017 10:00:00 PM,24.13,23.14,0.81,0.18
10/16/2017 11:00:00 PM,22.82,21.7,0.89,0.23
10/17/2017 12:00:00 AM,23.21,21.88,0.84,0.49
10/17/2017 1:00:00 AM,22.41,20.91,0.99,0.51
10/17/2017 2:00:00 AM,21.81,20.22,1.11,0.48
10/17/2017 3:00:00 AM,21.88,20.36,1.03,0.49
10/17/2017 4:00:00 AM,22.92,20.9,1.42,0.6
10/17/2017 5:00:00 AM,26.64,24.58,1.25,0.81
10/17/2017 6:00:00 AM,38.49,35.7,1.63,1.16
10/17/2017 7:00:00 AM,44.71,42.05,1.24,1.42
10/17/2017 8:00:00 AM,38.17,35.59,1.21,1.37
10/17/2017 9:00:00 AM,36.93,34.36,1.31,1.26
10/17/2017 10:00:00 AM,39.0,36.38,1.38,1.24
10/17/2017 11:00:00 AM,35.26,32.92,1.36,0.98
10/17/2017 12:00:00 PM,33.89,31.2,1.79,0.9
10/17/2017 1:00:00 PM,32.5,29.94,1.72,0.84
10/17/2017 2:00:00 PM,32.45,29.89,1.76,0.8
10/17/2017 3:00:00 PM,32.04,29.57,1.7,0.77
10/17/2017 4:00:00 PM,31.52,29.39,1.39,0.74
10/17/2017 5:00:00 PM,31.89,30.16,1.0,0.73
10/17/2017 6:00:00 PM,39.39,38.02,0.49,0.88
10/17/2017 7:00:00 PM,43.42,41.37,0.93,1.12
10/17/2017 8:00:00 PM,36.15,34.3,0.75,1.1
10/17/2017 9:00:00 PM,29.99,28.4,0.63,0.96
10/17/2017 10:00:00 PM,25.19,23.92,0.44,0.83
10/17/2017 11:00:00 PM,23.45,22.19,0.52,0.74
10/18/2017 12:00:00 AM,22.52,20.95,1.11,0.46
10/18/2017 1:00:00 AM,22.25,20.52,1.31,0.42
10/18/2017 2:00:00 AM,21.64,19.83,1.45,0.36
10/18/2017 3:00:00 AM,21.75,19.92,1.45,0.38
10/18/2017 4:00:00 AM,22.49,19.79,2.25,0.45
10/18/2017 5:00:00 AM,25.57,22.85,2.34,0.38
10/18/2017 6:00:00 AM,41.84,37.98,2.75,1.11
10/18/2017 7:00:00 AM,39.19,35.51,2.58,1.1
10/18/2017 8:00:00 AM,34.46,31.05,2.53,0.88
10/18/2017 9:00:00 AM,34.11,30.94,2.33,0.84
10/18/2017 10:00:00 AM,33.61,30.83,2.03,0.75
10/18/2017 11:00:00 AM,32.82,30.08,1.95,0.79
10/18/2017 12:00:00 PM,32.63,29.88,1.95,0.8
10/18/2017 1:00:00 PM,31.5,28.83,1.92,0.75
10/18/2017 2:00:00 PM,32.01,29.32,2.0,0.69
10/18/2017 3:00:00 PM,29.69,27.54,1.5,0.65
10/18/2017 4:00:00 PM,29.72,27.62,1.49,0.61
10/18/2017 5:00:00 PM,29.53,27.81,1.2,0.52
10/18/2017 6:00:00 PM,34.5,32.72,1.27,0.51
10/18/2017 7:00:00 PM,37.29,35.5,1.21,0.58
10/18/2017 8:00:00 PM,30.79,29.29,0.92,0.58
10/18/2017 9:00:00 PM,27.1,25.78,0.75,0.57
10/18/2017 10:00:00 PM,23.99,22.98,0.53,0.48
10/18/2017 11:00:00 PM,22.61,21.99,0.19,0.43
10/19/2017 12:00:00 AM,21.23,20.26,0.37,0.6
10/19/2017 1:00:00 AM,20.2,19.1,0.6,0.5
